,participant_idx,trials_idx,cues,actions,rewards
963,10,3,0,0,-0.5
964,10,4,1,0,0.5
965,10,5,3,0,0.5
966,10,6,0,0,-0.5
967,10,7,1,0,0.5
968,10,8,2,0,-0.5
969,10,9,2,0,0.5
970,10,10,3,0,0.5
971,10,11,3,0,-0.5
972,10,12,2,1,0.5
973,10,13,0,1,-0.5
974,10,14,0,1,0.5
975,10,15,1,0,0.5
976,10,16,0,1,-0.5
977,10,17,3,1,-0.5
978,10,18,2,1,-0.5
979,10,19,1,0,0.5
980,10,20,3,1,0.5
981,10,21,1,0,0.5
982,10,22,0,1,0.5
983,10,23,0,1,-0.5
984,10,24,3,0,0.5
985,10,25,2,1,0.5
986,10,26,2,1,0.5
987,10,27,1,0,0.5
988,10,28,3,1,0.5
989,10,29,2,1,0.5
990,10,30,1,0,-0.5
991,10,31,0,1,-0.5
992,10,32,1,0,-0.5
993,10,33,1,0,0.5
994,10,34,2,0,0.5
995,10,35,0,0,-0.5
996,10,36,3,0,-0.5
997,10,37,3,0,0.5
998,10,38,2,0,-0.5
999,10,39,0,1,-0.5
1000,10,40,2,1,0.5
1001,10,41,0,1,-0.5
1002,10,42,3,0,0.5
1003,10,43,1,0,0.5
1004,10,44,2,1,0.5
1005,10,45,0,1,0.5
1006,10,46,1,0,0.5
1007,10,47,3,0,0.5
1008,10,48,3,0,0.5
1009,10,49,1,0,0.5
1010,10,50,2,1,-0.5
1011,10,51,1,0,0.5
1012,10,52,2,1,0.5
1013,10,53,0,1,-0.5
1014,10,54,1,0,-0.5
1015,10,55,3,0,0.5
1016,10,56,1,0,0.5
1017,10,57,3,0,-0.5
1018,10,58,0,0,-0.5
1019,10,59,2,1,0.5
1020,10,60,2,1,0.5
1021,10,61,3,0,0.5
1022,10,62,0,0,-0.5
1023,10,63,0,0,0.5
1024,10,64,0,1,-0.5
1025,10,65,1,0,0.5
1026,10,66,0,1,-0.5
1027,10,67,0,1,-0.5
1028,10,68,2,1,0.5
1029,10,69,3,0,0.5
1030,10,70,2,1,-0.5
1031,10,71,2,1,0.5
1032,10,72,1,0,0.5
1033,10,73,2,1,0.5
1034,10,74,1,0,-0.5
1035,10,75,3,0,0.5
1036,10,76,0,0,0.5
1037,10,77,3,0,-0.5
1038,10,78,1,0,0.5
1039,10,79,3,0,0.5
1040,10,80,3,0,0.5
1041,10,81,0,0,-0.5
1042,10,82,3,0,-0.5
1043,10,83,1,0,0.5
1044,10,84,0,0,0.5
1045,10,85,2,1,0.5
1046,10,86,1,0,-0.5
1047,10,87,3,0,0.5
1048,10,88,0,0,-0.5
1049,10,89,2,1,0.5
1050,10,90,1,0,0.5
1051,10,91,0,0,-0.5
1052,10,92,2,1,-0.5
1053,10,93,3,0,0.5
1054,10,94,1,0,0.5
1055,10,95,2,1,0.5
1056,11,0,3,1,0.5
1057,11,1,2,0,-0.5
1058,11,2,3,1,0.5
1059,11,3,3,1,-0.5
1060,11,4,2,1,0.5
1061,11,5,1,1,-0.5
1062,11,6,0,1,0.5
1063,11,7,3,1,0.5
1064,11,8,0,0,-0.5
1065,11,9,1,0,0.5
1066,11,10,2,1,0.5
1067,11,11,0,1,-0.5
1068,11,12,1,0,0.5
1069,11,13,0,1,-0.5
1070,11,14,1,0,-0.5
1071,11,15,2,1,-0.5
1072,11,16,3,1,0.5
1073,11,17,3,1,0.5
1074,11,18,1,0,0.5
1075,11,19,1,0,0.5
1076,11,20,2,1,-0.5
1077,11,21,1,0,0.5
1078,11,22,2,1,0.5
1079,11,23,0,1,0.5
1080,11,24,3,1,-0.5
1081,11,25,0,1,-0.5
1082,11,26,0,1,-0.5
1083,11,27,3,1,0.5
1084,11,28,2,1,0.5
1085,11,29,0,0,-0.5
1086,11,30,2,1,0.5
1087,11,31,1,0,-0.5
1088,11,32,0,0,-0.5
1089,11,33,1,0,0.5
1090,11,34,2,1,0.5
1091,11,35,2,1,-0.5
1092,11,36,1,0,0.5
1093,11,37,3,1,0.5
1094,11,38,3,1,0.5
1095,11,39,1,0,0.5
1096,11,40,3,1,0.5
1097,11,41,1,0,-0.5
1098,11,42,0,1,0.5
1099,11,43,2,1,0.5
1100,11,44,0,1,-0.5
1101,11,45,3,1,-0.5
1102,11,46,0,1,-0.5
1103,11,47,2,1,0.5
1104,11,48,3,1,0.5
1105,11,49,1,0,0.5
1106,11,50,3,1,0.5
1107,11,51,1,0,0.5
1108,11,52,2,1,0.5
1109,11,53,1,0,0.5
1110,11,54,2,1,-0.5
1111,11,55,3,1,-0.5
1112,11,56,2,1,0.5
1113,11,57,0,0,-0.5
1114,11,58,0,1,-0.5
1115,11,59,3,1,0.5
1116,11,60,1,0,-0.5
1117,11,61,0,0,-0.5
1118,11,62,0,1,0.5
1119,11,63,2,1,0.5
1120,11,64,1,0,0.5
1121,11,65,0,1,-0.5
1122,11,66,3,1,0.5
1123,11,67,0,1,0.5
1124,11,68,2,1,-0.5
1125,11,69,3,1,0.5
1126,11,70,1,0,-0.5
1127,11,71,3,1,-0.5
1128,11,72,1,0,0.5
1129,11,73,2,1,0.5
1130,11,74,0,1,-0.5
1131,11,75,0,1,-0.5
1132,11,76,1,0,0.5
1133,11,77,2,1,0.5
1134,11,78,3,1,0.5
1135,11,79,2,1,0.5
1136,11,80,2,1,0.5
1137,11,81,1,0,0.5
1138,11,82,3,1,0.5
1139,11,83,2,1,0.5
1140,11,84,0,1,0.5
1141,11,85,3,1,0.5
1142,11,86,1,0,0.5
1143,11,87,2,1,-0.5
1144,11,88,2,1,0.5
1145,11,89,0,1,-0.5
1146,11,90,3,1,0.5
1147,11,91,0,1,-0.5
1148,11,92,1,0,0.5
1149,11,93,0,1,-0.5
1150,11,94,1,0,-0.5
1151,11,95,3,1,-0.5
1152,12,0,1,0,0.5
1153,12,1,0,0,0.5
1154,12,2,2,1,0.5
1155,12,3,2,1,0.5
1156,12,4,1,0,0.5
1157,12,5,2,1,0.5
1158,12,6,3,0,0.5
1159,12,7,3,1,-0.5
1160,12,8,1,0,-0.5
1161,12,9,1,0,0.5
1162,12,10,3,1,0.5
1163,12,11,2,1,-0.5
1164,12,12,0,0,-0.5
1165,12,13,3,0,0.5
1166,12,14,0,1,-0.5
1167,12,15,0,0,-0.5
1168,12,16,2,1,-0.5
1169,12,17,0,1,0.5
1170,12,18,1,0,0.5
1171,12,19,2,0,-0.5
1172,12,20,1,0,0.5
1173,12,21,3,1,-0.5
1174,12,22,1,0,0.5
1175,12,23,3,0,0.5
1176,12,24,0,0,-0.5
1177,12,25,2,1,0.5
1178,12,26,3,0,0.5
1179,12,27,2,1,0.5
1180,12,28,1,1,0.5
1181,12,29,3,0,0.5
1182,12,30,0,0,-0.5
1183,12,31,0,0,-0.5
1184,12,32,1,0,0.5
1185,12,33,0,0,-0.5
1186,12,34,1,0,-0.5
1187,12,35,0,0,-0.5
1188,12,36,1,0,0.5
1189,12,37,2,1,0.5
1190,12,38,3,0,0.5
1191,12,39,3,0,0.5
1192,12,40,2,1,-0.5
1193,12,41,3,0,-0.5
1194,12,42,3,0,0.5
1195,12,43,2,1,0.5
1196,12,44,0,0,0.5
1197,12,45,0,0,-0.5
1198,12,46,1,0,0.5
1199,12,47,2,1,0.5
1200,12,48,3,0,-0.5
1201,12,49,0,0,-0.5
1202,12,50,0,0,-0.5
1203,12,51,0,0,-0.5
1204,12,52,1,0,0.5
1205,12,53,2,1,0.5
1206,12,54,1,0,0.5
1207,12,55,1,0,0.5
1208,12,56,3,0,0.5
1209,12,57,1,1,0.5
1210,12,58,2,1,0.5
1211,12,59,3,0,0.5
1212,12,60,2,1,0.5
1213,12,61,2,1,-0.5
1214,12,62,0,0,0.5
1215,12,63,3,0,0.5
1216,12,64,2,1,0.5
1217,12,65,2,1,-0.5
1218,12,66,0,0,-0.5
1219,12,67,3,0,0.5
1220,12,68,2,1,0.5
1221,12,69,0,0,0.5
1222,12,70,3,0,0.5
1223,12,71,1,0,-0.5
1224,12,72,3,0,-0.5
1225,12,73,0,0,-0.5
1226,12,74,1,0,0.5
1227,12,75,1,0,0.5
1228,12,76,3,0,0.5
1229,12,77,2,1,0.5
1230,12,78,0,0,-0.5
1231,12,79,1,0,0.5
1232,12,80,3,0,0.5
1233,12,81,1,0,0.5
1234,12,82,3,0,-0.5
1235,12,83,3,0,0.5
1236,12,84,1,0,0.5
1237,12,85,2,1,0.5
1238,12,86,2,1,0.5
1239,12,87,0,0,-0.5
1240,12,88,3,0,0.5
1241,12,89,2,1,0.5
1242,12,90,0,0,0.5
1243,12,91,1,0,-0.5
1244,12,92,0,0,-0.5
1245,12,93,2,1,-0.5
1246,12,94,1,0,0.5
1247,12,95,0,0,-0.5
1248,13,0,2,1,0.5
1249,13,1,3,0,0.5
1250,13,2,0,1,-0.5
1251,13,3,3,0,0.5
1252,13,4,2,1,-0.5
1253,13,5,1,1,0.5
1254,13,6,2,1,0.5
1255,13,7,0,0,0.5
1256,13,8,2,1,0.5
1257,13,9,3,0,0.5
1258,13,10,1,1,-0.5
1259,13,11,1,1,-0.5
1260,13,12,0,0,-0.5
1261,13,13,1,1,-0.5
1262,13,14,3,0,-0.5
1263,13,15,0,0,-0.5
1264,13,16,2,1,0.5
1265,13,17,1,0,0.5
1266,13,18,0,0,0.5
1267,13,19,2,1,-0.5
1268,13,20,1,0,0.5
1269,13,21,3,0,0.5
1270,13,22,0,0,-0.5
1271,13,23,0,0,-0.5
1272,13,24,3,0,-0.5
1273,13,25,2,1,0.5
1274,13,26,1,0,0.5
1275,13,27,0,0,-0.5
1276,13,28,1,0,-0.5
1277,13,29,2,1,0.5
1278,13,30,3,0,0.5
1279,13,31,3,0,0.5
1280,13,32,2,1,0.5
1281,13,33,0,1,-0.5
1282,13,34,3,0,0.5
1283,13,35,2,1,0.5
1284,13,36,0,1,-0.5
1285,13,37,2,1,-0.5
1286,13,38,0,1,0.5
1287,13,39,1,0,0.5
1288,13,40,1,0,0.5
1289,13,41,1,0,0.5
1290,13,42,0,1,-0.5
1291,13,43,3,0,0.5
1292,13,44,1,0,-0.5
1293,13,45,3,0,-0.5
1294,13,46,2,1,0.5
1295,13,47,3,0,0.5
1296,13,48,0,0,-0.5
1297,13,49,2,1,-0.5
1298,13,50,2,1,0.5
1299,13,51,2,1,0.5
1300,13,52,1,0,0.5
1301,13,53,2,1,0.5
1302,13,54,1,0,-0.5
1303,13,55,1,0,0.5
1304,13,56,3,0,0.5
1305,13,57,1,0,0.5
1306,13,58,0,1,0.5
1307,13,59,0,1,-0.5
1308,13,60,3,0,0.5
1309,13,61,0,1,-0.5
1310,13,62,3,0,0.5
1311,13,63,3,0,-0.5
1312,13,64,1,0,0.5
1313,13,65,1,0,0.5
1314,13,66,0,1,-0.5
1315,13,67,2,1,-0.5
1316,13,68,3,0,0.5
1317,13,69,2,1,0.5
1318,13,70,1,0,0.5
1319,13,71,0,0,-0.5
1320,13,72,3,0,0.5
1321,13,73,0,0,-0.5
1322,13,74,2,1,0.5
1323,13,75,0,1,0.5
1324,13,76,1,0,-0.5
1325,13,77,2,1,0.5
1326,13,78,3,0,0.5
1327,13,79,3,0,-0.5
1328,13,80,1,0,-0.5
1329,13,81,3,0,-0.5
1330,13,82,2,1,0.5
1331,13,83,1,0,0.5
1332,13,84,1,0,0.5
1333,13,85,2,1,0.5
1334,13,86,3,0,0.5
1335,13,87,0,0,-0.5
1336,13,88,3,0,0.5
1337,13,89,0,1,0.5
1338,13,90,2,1,-0.5
1339,13,91,0,1,-0.5
1340,13,92,1,0,0.5
1341,13,93,3,0,0.5
1342,13,94,2,1,0.5
1343,13,95,0,1,-0.5
1344,14,0,2,0,-0.5
1345,14,1,1,0,0.5
1346,14,2,3,1,-0.5
1347,14,3,3,1,0.5
1348,14,4,0,0,-0.5
1349,14,5,1,0,0.5
1350,14,6,2,1,-0.5
1351,14,7,1,0,-0.5
1352,14,8,3,1,0.5
1353,14,9,0,0,0.5
1354,14,10,3,1,0.5
1355,14,11,2,1,0.5
1356,14,12,1,0,0.5
1357,14,13,0,0,-0.5
1358,14,14,2,1,0.5
1359,14,15,0,0,-0.5
1360,14,16,3,1,0.5
1361,14,17,0,1,-0.5
1362,14,18,2,0,-0.5
1363,14,19,0,0,0.5
1364,14,20,3,1,0.5
1365,14,21,3,1,0.5
1366,14,22,0,0,-0.5
1367,14,23,3,1,-0.5
1368,14,24,1,0,-0.5
1369,14,25,1,0,0.5
1370,14,26,2,1,0.5
1371,14,27,2,1,0.5
1372,14,28,1,0,0.5
1373,14,29,2,1,-0.5
1374,14,30,0,1,-0.5
1375,14,31,1,0,0.5
1376,14,32,0,1,-0.5
1377,14,33,1,0,-0.5
1378,14,34,3,1,0.5
1379,14,35,2,1,0.5
1380,14,36,1,1,-0.5
1381,14,37,2,1,0.5
1382,14,38,1,1,-0.5
1383,14,39,0,1,-0.5
1384,14,40,3,1,0.5
1385,14,41,2,1,0.5
1386,14,42,0,0,-0.5
1387,14,43,0,1,0.5
1388,14,44,1,0,0.5
1389,14,45,3,1,0.5
1390,14,46,2,1,-0.5
1391,14,47,3,1,-0.5
1392,14,48,1,0,0.5
1393,14,49,2,1,-0.5
1394,14,50,2,1,0.5
1395,14,51,2,0,-0.5
1396,14,52,1,0,0.5
1397,14,53,3,1,0.5
1398,14,54,1,0,0.5
1399,14,55,3,1,0.5
1400,14,56,1,1,0.5
1401,14,57,0,1,-0.5
1402,14,58,0,1,-0.5
1403,14,59,2,1,0.5
1404,14,60,3,1,0.5
1405,14,61,0,0,0.5
1406,14,62,3,1,-0.5
1407,14,63,0,0,-0.5
1408,14,64,3,1,0.5
1409,14,65,3,1,0.5
1410,14,66,2,1,0.5
1411,14,67,2,1,-0.5
1412,14,68,2,1,0.5
1413,14,69,1,0,-0.5
1414,14,70,0,0,-0.5
1415,14,71,0,0,-0.5
1416,14,72,2,1,0.5
1417,14,73,1,1,-0.5
1418,14,74,0,1,-0.5
1419,14,75,1,0,0.5
1420,14,76,3,1,-0.5
1421,14,77,3,1,0.5
1422,14,78,0,1,0.5
1423,14,79,1,1,-0.5
1424,14,80,1,0,0.5
1425,14,81,1,0,0.5
1426,14,82,2,1,0.5
1427,14,83,0,1,-0.5
1428,14,84,3,1,0.5
1429,14,85,0,1,-0.5
1430,14,86,2,1,0.5
1431,14,87,3,1,0.5
1432,14,88,3,1,-0.5
1433,14,89,2,0,-0.5
1434,14,90,0,1,-0.5
1435,14,91,3,1,0.5
1436,14,92,0,0,0.5
1437,14,93,1,0,0.5
1438,14,94,2,1,-0.5
1439,14,95,1,0,-0.5
1440,15,0,2,0,-0.5
1441,15,1,0,0,-0.5
1442,15,2,3,0,0.5
1443,15,3,2,0,-0.5
1444,15,4,3,0,0.5
1445,15,5,2,0,-0.5
1446,15,6,1,0,-0.5
1447,15,7,3,0,0.5
1448,15,8,2,0,-0.5
1449,15,9,0,0,-0.5
1450,15,10,3,0,-0.5
1451,15,11,1,0,-0.5
1452,15,12,1,0,0.5
1453,15,13,0,0,-0.5
1454,15,14,1,0,0.5
1455,15,15,0,1,-0.5
1456,15,16,1,0,0.5
1457,15,17,1,0,0.5
1458,15,18,2,0,-0.5
1459,15,19,0,1,-0.5
1460,15,20,3,0,-0.5
1461,15,21,0,0,-0.5
1462,15,22,0,0,0.5
1463,15,23,2,0,0.5
1464,15,24,2,0,-0.5
1465,15,25,3,0,0.5
1466,15,26,2,0,-0.5
1467,15,27,1,0,0.5
1468,15,28,1,0,-0.5
1469,15,29,3,0,0.5
1470,15,30,0,0,-0.5
1471,15,31,3,0,0.5
1472,15,32,1,0,0.5
1473,15,33,3,0,0.5
1474,15,34,0,0,-0.5
1475,15,35,2,0,0.5
1476,15,36,2,1,0.5
1477,15,37,1,0,-0.5
1478,15,38,2,0,-0.5
1479,15,39,2,0,-0.5
1480,15,40,3,0,0.5
1481,15,41,1,0,0.5
1482,15,42,0,0,-0.5
1483,15,43,0,0,-0.5
1484,15,44,1,0,0.5
1485,15,45,3,0,0.5
1486,15,46,0,0,0.5
1487,15,47,3,0,-0.5
1488,15,48,2,0,-0.5
1489,15,49,0,0,-0.5
1490,15,50,2,0,-0.5
1491,15,51,2,0,-0.5
1492,15,52,1,0,0.5
1493,15,53,1,0,0.5
1494,15,54,2,0,0.5
1495,15,55,3,0,0.5
1496,15,56,1,0,-0.5
1497,15,57,0,0,0.5
1498,15,58,3,0,-0.5
1499,15,59,3,0,0.5
1500,15,60,3,0,0.5
1501,15,61,0,0,-0.5
1502,15,62,1,1,-0.5
1503,15,63,0,0,-0.5
1504,15,64,2,1,-0.5
1505,15,65,2,0,-0.5
1506,15,66,0,0,-0.5
1507,15,67,0,0,-0.5
1508,15,68,3,0,0.5
1509,15,69,1,0,0.5
1510,15,70,2,0,-0.5
1511,15,71,1,0,-0.5
1512,15,72,3,0,0.5
1513,15,73,0,0,0.5
1514,15,74,3,0,0.5
1515,15,75,0,0,-0.5
1516,15,76,3,0,-0.5
1517,15,77,2,0,-0.5
1518,15,78,1,0,0.5
1519,15,79,1,0,0.5
1520,15,80,0,0,-0.5
1521,15,81,2,0,0.5
1522,15,82,3,0,0.5
1523,15,83,2,1,0.5
1524,15,84,3,0,0.5
1525,15,85,0,0,-0.5
1526,15,86,3,0,0.5
1527,15,87,1,0,0.5
1528,15,88,0,0,0.5
1529,15,89,1,0,-0.5
1530,15,90,1,0,0.5
1531,15,91,1,1,-0.5
1532,15,92,2,1,0.5
1533,15,93,2,0,-0.5
1534,15,94,0,0,-0.5
1535,15,95,3,0,-0.5
1536,16,0,0,0,-0.5
1537,16,1,2,1,-0.5
1538,16,2,3,0,0.5
1539,16,3,1,0,0.5
1540,16,4,2,0,-0.5
1541,16,5,3,1,0.5
1542,16,6,1,1,0.5
1543,16,7,2,1,0.5
1544,16,8,3,1,-0.5
1545,16,9,1,0,0.5
1546,16,10,1,0,0.5
1547,16,11,0,1,0.5
1548,16,12,3,1,0.5
1549,16,13,0,1,-0.5
1550,16,14,2,1,0.5
1551,16,15,0,1,-0.5
1552,16,16,3,1,0.5
1553,16,17,0,1,-0.5
1554,16,18,3,1,-0.5
1555,16,19,1,0,0.5
1556,16,20,1,0,0.5
1557,16,21,2,0,-0.5
1558,16,22,1,1,0.5
1559,16,23,2,1,-0.5
1560,16,24,0,1,0.5
1561,16,25,3,1,0.5
1562,16,26,0,0,-0.5
1563,16,27,2,0,-0.5
1564,16,28,2,1,0.5
1565,16,29,3,1,0.5
1566,16,30,0,0,-0.5
1567,16,31,1,1,-0.5
1568,16,32,2,0,-0.5
1569,16,33,2,1,0.5
1570,16,34,1,1,-0.5
1571,16,35,3,0,0.5
1572,16,36,2,1,0.5
1573,16,37,1,1,-0.5
1574,16,38,3,1,-0.5
1575,16,39,1,0,-0.5
1576,16,40,0,1,-0.5
1577,16,41,0,1,-0.5
1578,16,42,3,0,0.5
1579,16,43,1,0,0.5
1580,16,44,0,1,-0.5
1581,16,45,2,0,0.5
1582,16,46,3,1,0.5
1583,16,47,0,1,0.5
1584,16,48,1,1,0.5
1585,16,49,3,1,0.5
1586,16,50,1,1,-0.5
1587,16,51,2,0,-0.5
1588,16,52,3,1,-0.5
1589,16,53,0,1,-0.5
1590,16,54,3,1,0.5
1591,16,55,2,0,-0.5
1592,16,56,2,0,-0.5
1593,16,57,0,1,-0.5
1594,16,58,2,1,-0.5
1595,16,59,1,1,-0.5
1596,16,60,0,0,-0.5
1597,16,61,3,1,0.5
1598,16,62,0,1,0.5
1599,16,63,1,1,-0.5
1600,16,64,1,1,-0.5
1601,16,65,0,1,-0.5
1602,16,66,3,1,0.5
1603,16,67,1,0,-0.5
1604,16,68,0,1,-0.5
1605,16,69,2,0,-0.5
1606,16,70,2,1,-0.5
1607,16,71,3,1,-0.5
1608,16,72,1,0,0.5
1609,16,73,3,0,0.5
1610,16,74,3,0,0.5
1611,16,75,2,0,-0.5
1612,16,76,0,1,-0.5
1613,16,77,0,0,0.5
1614,16,78,2,0,-0.5
1615,16,79,1,1,-0.5
1616,16,80,2,0,-0.5
1617,16,81,1,1,-0.5
1618,16,82,3,1,0.5
1619,16,83,1,1,-0.5
1620,16,84,0,1,-0.5
1621,16,85,0,1,0.5
1622,16,86,3,1,0.5
1623,16,87,2,1,-0.5
1624,16,88,2,1,0.5
1625,16,89,1,1,-0.5
1626,16,90,1,0,-0.5
1627,16,91,3,1,0.5
1628,16,92,2,1,0.5
1629,16,93,3,1,-0.5
1630,16,94,0,1,-0.5
1631,16,95,0,1,-0.5
1632,17,0,1,0,0.5
1633,17,1,3,1,-0.5
1634,17,2,3,0,0.5
1635,17,3,0,0,0.5
1636,17,4,2,1,0.5
1637,17,5,0,0,-0.5
1638,17,6,0,0,-0.5
1639,17,7,1,0,-0.5
1640,17,8,1,0,0.5
1641,17,9,2,1,0.5
1642,17,10,2,1,-0.5
1643,17,11,0,0,-0.5
1644,17,12,3,0,0.5
1645,17,13,3,0,0.5
1646,17,14,2,1,0.5
1647,17,15,1,0,0.5
1648,17,16,0,1,-0.5
1649,17,17,2,1,-0.5
1650,17,18,3,0,0.5
1651,17,19,1,0,0.5
1652,17,20,3,0,0.5
1653,17,21,0,1,0.5
1654,17,22,3,0,-0.5
1655,17,23,0,1,-0.5
1656,17,24,2,1,0.5
1657,17,25,1,0,0.5
1658,17,26,1,0,0.5
1659,17,27,0,1,-0.5
1660,17,28,2,1,0.5
1661,17,29,3,0,0.5
1662,17,30,1,0,-0.5
1663,17,31,2,1,0.5
1664,17,32,0,1,-0.5
1665,17,33,3,0,-0.5
1666,17,34,2,1,0.5
1667,17,35,3,0,0.5
1668,17,36,1,0,0.5
1669,17,37,1,0,-0.5
1670,17,38,0,0,-0.5
1671,17,39,3,0,0.5
1672,17,40,3,0,0.5
1673,17,41,2,1,0.5
1674,17,42,1,0,0.5
1675,17,43,0,0,0.5
1676,17,44,0,0,-0.5
1677,17,45,1,0,0.5
1678,17,46,2,1,-0.5
1679,17,47,2,1,0.5
1680,17,48,3,0,0.5
1681,17,49,1,0,0.5
1682,17,50,3,0,0.5
1683,17,51,1,0,0.5
1684,17,52,1,0,0.5
1685,17,53,2,1,-0.5
1686,17,54,2,1,0.5
1687,17,55,3,0,0.5
1688,17,56,0,1,-0.5
1689,17,57,2,1,0.5
1690,17,58,0,0,-0.5
1691,17,59,0,0,-0.5
1692,17,60,1,0,-0.5
1693,17,61,0,1,0.5
1694,17,62,2,1,0.5
1695,17,63,3,0,-0.5
1696,17,64,3,0,0.5
1697,17,65,1,0,0.5
1698,17,66,0,1,0.5
1699,17,67,2,1,0.5
1700,17,68,0,1,-0.5
1701,17,69,1,0,0.5
1702,17,70,3,0,0.5
1703,17,71,2,1,0.5
1704,17,72,1,0,0.5
1705,17,73,0,1,-0.5
1706,17,74,1,0,-0.5
1707,17,75,3,0,-0.5
1708,17,76,2,1,0.5
1709,17,77,3,0,0.5
1710,17,78,2,1,-0.5
1711,17,79,0,1,-0.5
1712,17,80,1,0,0.5
1713,17,81,1,0,0.5
1714,17,82,3,0,0.5
1715,17,83,2,1,0.5
1716,17,84,1,0,0.5
1717,17,85,2,1,0.5
1718,17,86,3,0,0.5
1719,17,87,0,1,-0.5
1720,17,88,0,1,-0.5
1721,17,89,1,0,-0.5
1722,17,90,2,1,0.5
1723,17,91,3,0,-0.5
1724,17,92,0,1,-0.5
1725,17,93,2,1,-0.5
1726,17,94,3,0,0.5
1727,17,95,0,1,0.5
1728,18,0,1,0,0.5
1729,18,1,3,0,0.5
1730,18,2,1,0,-0.5
1731,18,3,3,0,-0.5
1732,18,4,2,0,-0.5
1733,18,5,0,0,0.5
1734,18,6,0,0,-0.5
1735,18,7,1,0,0.5
1736,18,8,2,1,-0.5
1737,18,9,2,0,-0.5
1738,18,10,2,0,-0.5
1739,18,11,0,0,-0.5
1740,18,12,3,0,0.5
1741,18,13,0,1,-0.5
1742,18,14,1,0,0.5
1743,18,15,3,0,0.5
1744,18,16,3,0,0.5
1745,18,17,0,0,-0.5
1746,18,18,3,0,0.5
1747,18,19,1,0,0.5
1748,18,20,2,1,0.5
1749,18,21,1,0,0.5
1750,18,22,2,1,-0.5
1751,18,23,1,0,0.5
1752,18,24,1,0,-0.5
1753,18,25,2,1,0.5
1754,18,26,3,0,-0.5
1755,18,27,2,1,0.5
1756,18,28,3,0,0.5
1757,18,29,0,0,0.5
1758,18,30,0,0,-0.5
1759,18,31,0,0,-0.5
1760,18,32,2,1,-0.5
1761,18,33,0,1,-0.5
1762,18,34,1,0,0.5
1763,18,35,3,0,0.5
1764,18,36,1,0,0.5
1765,18,37,3,0,-0.5
1766,18,38,0,1,-0.5
1767,18,39,2,1,0.5
1768,18,40,2,1,0.5
1769,18,41,0,1,0.5
1770,18,42,2,1,0.5
1771,18,43,0,1,-0.5
1772,18,44,1,0,0.5
1773,18,45,3,0,0.5
1774,18,46,3,0,0.5
1775,18,47,1,0,-0.5
1776,18,48,3,0,0.5
1777,18,49,1,0,0.5
1778,18,50,1,0,0.5
1779,18,51,2,1,0.5
1780,18,52,1,0,-0.5
1781,18,53,0,1,-0.5
1782,18,54,3,0,0.5
1783,18,55,2,1,0.5
1784,18,56,0,0,0.5
1785,18,57,2,1,-0.5
1786,18,58,2,1,0.5
1787,18,59,3,0,-0.5
1788,18,60,1,0,0.5
1789,18,61,0,0,-0.5
1790,18,62,0,0,-0.5
1791,18,63,3,0,0.5
1792,18,64,2,1,0.5
1793,18,65,1,0,0.5
1794,18,66,0,0,-0.5
1795,18,67,2,1,0.5
1796,18,68,3,0,-0.5
1797,18,69,2,1,0.5
1798,18,70,3,0,0.5
1799,18,71,3,0,0.5
1800,18,72,0,1,-0.5
1801,18,73,1,0,0.5
1802,18,74,0,1,-0.5
1803,18,75,3,0,0.5
1804,18,76,0,0,0.5
1805,18,77,2,1,-0.5
1806,18,78,1,0,-0.5
1807,18,79,1,0,0.5
1808,18,80,3,0,-0.5
1809,18,81,0,0,-0.5
1810,18,82,3,0,0.5
1811,18,83,2,1,-0.5
1812,18,84,1,0,0.5
1813,18,85,0,0,0.5
1814,18,86,1,0,0.5
1815,18,87,2,1,0.5
1816,18,88,2,1,0.5
1817,18,89,2,1,0.5
1818,18,90,1,0,-0.5
1819,18,91,0,0,-0.5
1820,18,92,3,0,0.5
1821,18,93,3,0,0.5
1822,18,94,1,0,0.5
1823,18,95,0,0,-0.5
1824,19,0,0,1,0.5
1825,19,1,1,1,-0.5
1826,19,2,2,1,0.5
1827,19,3,3,1,0.5
1828,19,4,1,1,0.5
1829,19,5,1,1,-0.5
1830,19,6,2,1,-0.5
1831,19,7,3,1,0.5
1832,19,8,0,1,-0.5
1833,19,9,2,0,-0.5
1834,19,10,2,1,0.5
1835,19,11,3,1,-0.5
1836,19,12,1,0,0.5
1837,19,13,0,0,-0.5
1838,19,14,3,1,0.5
1839,19,15,0,1,-0.5
1840,19,16,2,0,-0.5
1841,19,17,0,1,-0.5
1842,19,18,0,0,-0.5
1843,19,19,3,1,0.5
1844,19,20,1,1,0.5
1845,19,21,3,1,0.5
1846,19,22,3,1,-0.5
1847,19,23,2,0,-0.5
1848,19,24,3,1,0.5
1849,19,25,1,1,-0.5
1850,19,26,2,1,0.5
1851,19,27,0,1,0.5
1852,19,28,0,0,-0.5
1853,19,29,2,1,-0.5
1854,19,30,1,1,-0.5
1855,19,31,1,1,-0.5
1856,19,32,2,1,-0.5
1857,19,33,2,1,0.5
1858,19,34,1,1,-0.5
1859,19,35,0,1,-0.5
1860,19,36,2,1,0.5
1861,19,37,1,1,-0.5
1862,19,38,3,1,0.5
1863,19,39,3,1,-0.5
1864,19,40,0,1,0.5
1865,19,41,3,1,0.5
1866,19,42,3,1,0.5
1867,19,43,1,1,0.5
1868,19,44,1,1,-0.5
1869,19,45,0,0,-0.5
