,task,trial,horizon,uncertainty,slot1_value,slot2_value,choice,RT,reward,forced,participant,is_training
1652,220,2,5,3,60,64,0,1566.567,60,1,0,False
1653,220,3,5,3,60,64,1,620.8439999999999,57,1,0,False
1654,220,4,5,3,60,64,1,370.61,69,0,0,False
1655,221,0,10,1,60,52,0,518.712,63,1,0,False
1656,221,1,10,1,60,52,0,241.851,50,1,0,False
1657,221,2,10,1,60,52,0,729.1339999999999,65,1,0,False
1658,221,3,10,1,60,52,1,184.545,55,1,0,False
1659,221,4,10,1,60,52,1,87.063,52,0,0,False
1660,221,5,10,1,60,52,1,17.141,32,0,0,False
1661,221,6,10,1,60,52,1,0.997,50,0,0,False
1662,221,7,10,1,60,52,1,1.086,48,0,0,False
1663,221,8,10,1,60,52,0,316.671,60,0,0,False
1664,221,9,10,1,60,52,0,1027.509,52,0,0,False
1665,222,0,10,2,48,60,0,484.718,44,1,0,False
1666,222,1,10,2,48,60,0,9.996,50,1,0,False
1667,222,2,10,2,48,60,1,768.113,54,1,0,False
1668,222,3,10,2,48,60,1,405.985,67,1,0,False
1669,222,4,10,2,48,60,1,338.73,67,0,0,False
1670,222,5,10,2,48,60,1,234.554,62,0,0,False
1671,222,6,10,2,48,60,1,69.92,65,0,0,False
1672,222,7,10,2,48,60,1,25.192,65,0,0,False
1673,222,8,10,2,48,60,1,30.26,50,0,0,False
1674,222,9,10,2,48,60,1,0.829,60,0,0,False
1675,223,0,10,1,90,60,0,1459.589,99,1,0,False
1676,223,1,10,1,90,60,0,114.002,96,1,0,False
1677,223,2,10,1,90,60,1,881.773,63,1,0,False
1678,223,3,10,1,90,60,0,220.268,81,1,0,False
1679,223,4,10,1,90,60,0,73.83099999999999,98,0,0,False
1680,223,5,10,1,90,60,0,50.62,96,0,0,False
1681,223,6,10,1,90,60,0,0.91,89,0,0,False
1682,223,7,10,1,90,60,0,0.973,99,0,0,False
1683,223,8,10,1,90,60,0,239.64,96,0,0,False
1684,223,9,10,1,90,60,0,481.793,96,0,0,False
1685,224,0,5,2,60,40,0,2683.163,64,1,0,False
1686,224,1,5,2,60,40,1,312.574,45,1,0,False
1687,224,2,5,2,60,40,1,336.949,40,1,0,False
1688,224,3,5,2,60,40,0,105.933,67,1,0,False
1689,224,4,5,2,60,40,1,19.543000000000003,30,0,0,False
1690,225,0,10,3,40,28,1,744.418,34,1,0,False
1691,225,1,10,3,40,28,1,1.413,33,1,0,False
1692,225,2,10,3,40,28,1,0.954,33,1,0,False
1693,225,3,10,3,40,28,0,658.6809999999999,32,1,0,False
1694,225,4,10,3,40,28,0,301.902,35,0,0,False
1695,225,5,10,3,40,28,0,95.119,30,0,0,False
1696,225,6,10,3,40,28,0,264.757,28,0,0,False
1697,225,7,10,3,40,28,0,180.27,48,0,0,False
1698,225,8,10,3,40,28,0,266.521,39,0,0,False
1699,225,9,10,3,40,28,1,27.761,32,0,0,False
1700,226,0,10,2,64,60,1,1542.414,64,1,0,False
1701,226,1,10,2,64,60,0,958.786,63,1,0,False
1702,226,2,10,2,64,60,0,743.236,70,1,0,False
1703,226,3,10,2,64,60,1,185.353,68,1,0,False
1704,226,4,10,2,64,60,1,4165.246,80,0,0,False
1705,226,5,10,2,64,60,0,79.609,66,0,0,False
1706,226,6,10,2,64,60,1,253.652,73,0,0,False
1707,226,7,10,2,64,60,1,144.98,58,0,0,False
1708,226,8,10,2,64,60,1,22.438,65,0,0,False
1709,226,9,10,2,64,60,1,0.98,65,0,0,False
1710,227,0,5,1,60,48,0,579.427,59,1,0,False
1711,227,1,5,1,60,48,0,3107.087,66,1,0,False
1712,227,2,5,1,60,48,0,222.0,72,1,0,False
1713,227,3,5,1,60,48,1,691.743,38,1,0,False
1714,227,4,5,1,60,48,0,1.0690000000000002,64,0,0,False
1715,228,0,5,2,60,68,0,482.944,63,1,0,False
1716,228,1,5,2,60,68,1,846.5350000000001,79,1,0,False
1717,228,2,5,2,60,68,1,0.982,69,1,0,False
1718,228,3,5,2,60,68,0,15806.091,65,1,0,False
1719,228,4,5,2,60,68,0,213.583,47,0,0,False
1720,229,0,5,1,40,36,0,503.182,34,1,0,False
1721,229,1,5,1,40,36,1,301.378,44,1,0,False
1722,229,2,5,1,40,36,0,802.943,44,1,0,False
1723,229,3,5,1,40,36,0,344.445,37,1,0,False
1724,229,4,5,1,40,36,1,319.942,27,0,0,False
1725,230,0,10,2,48,40,1,2744.032,40,1,0,False
1726,230,1,10,2,48,40,0,369.666,67,1,0,False
1727,230,2,10,2,48,40,1,655.019,42,1,0,False
1728,230,3,10,2,48,40,0,393.116,69,1,0,False
1729,230,4,10,2,48,40,0,112.814,52,0,0,False
1730,230,5,10,2,48,40,0,32.433,40,0,0,False
1731,230,6,10,2,48,40,0,38.847,53,0,0,False
1732,230,7,10,2,48,40,0,33.474,55,0,0,False
1733,230,8,10,2,48,40,0,36.249,40,0,0,False
1734,230,9,10,2,48,40,0,9.304,53,0,0,False
1735,231,0,10,1,60,40,0,438.379,57,1,0,False
1736,231,1,10,1,60,40,1,419.163,42,1,0,False
1737,231,2,10,1,60,40,0,469.499,45,1,0,False
1738,231,3,10,1,60,40,0,34460.512,66,1,0,False
1739,231,4,10,1,60,40,0,420.017,61,0,0,False
1740,231,5,10,1,60,40,0,319.574,56,0,0,False
1741,231,6,10,1,60,40,0,1848.739,65,0,0,False
1742,231,7,10,1,60,40,0,388.652,54,0,0,False
1743,231,8,10,1,60,40,0,311.882,53,0,0,False
1744,231,9,10,1,60,40,0,434.273,58,0,0,False
1745,232,0,10,2,80,60,1,620.845,67,1,0,False
1746,232,1,10,2,80,60,0,634.6,76,1,0,False
1747,232,2,10,2,80,60,0,269.072,71,1,0,False
1748,232,3,10,2,80,60,1,832.133,56,1,0,False
1749,232,4,10,2,80,60,0,1412.362,72,0,0,False
1750,232,5,10,2,80,60,0,353.537,78,0,0,False
1751,232,6,10,2,80,60,1,840.8290000000001,58,0,0,False
1752,232,7,10,2,80,60,0,1203.3259999999998,79,0,0,False
1753,232,8,10,2,80,60,0,176.488,77,0,0,False
1754,232,9,10,2,80,60,0,284.425,77,0,0,False
1755,233,0,5,2,40,28,1,709.025,35,1,0,False
1756,233,1,5,2,40,28,0,319.15700000000004,31,1,0,False
1757,233,2,5,2,40,28,1,775.8389999999999,18,1,0,False
1758,233,3,5,2,40,28,0,285.78700000000003,44,1,0,False
1759,233,4,5,2,40,28,0,289.119,22,0,0,False
1760,234,0,5,2,52,60,0,1043.692,46,1,0,False
1761,234,1,5,2,52,60,1,420.907,52,1,0,False
1762,234,2,5,2,52,60,1,377.301,73,1,0,False
1763,234,3,5,2,52,60,0,2664.905,38,1,0,False
1764,234,4,5,2,52,60,1,1339.907,56,0,0,False
1765,235,0,5,3,60,30,1,858.315,34,1,0,False
1766,235,1,5,3,60,30,1,521.674,31,1,0,False
1767,235,2,5,3,60,30,0,1033.433,63,1,0,False
1768,235,3,5,3,60,30,1,661.1709999999999,32,1,0,False
1769,235,4,5,3,60,30,1,1744.36,29,0,0,False
1770,236,0,10,3,60,30,1,671.063,23,1,0,False
1771,236,1,10,3,60,30,0,608.641,65,1,0,False
1772,236,2,10,3,60,30,1,472.231,13,1,0,False
1773,236,3,10,3,60,30,1,427.82,33,1,0,False
1774,236,4,10,3,60,30,1,1039.166,21,0,0,False
1775,236,5,10,3,60,30,1,6266.96,16,0,0,False
1776,236,6,10,3,60,30,1,375.42,32,0,0,False
1777,236,7,10,3,60,30,1,1223.129,28,0,0,False
1778,236,8,10,3,60,30,1,607.7869999999999,36,0,0,False
1779,236,9,10,3,60,30,1,300.14000000000004,39,0,0,False
1780,237,0,10,2,40,36,1,741.803,45,1,0,False
1781,237,1,10,2,40,36,0,357.421,40,1,0,False
1782,237,2,10,2,40,36,0,357.228,39,1,0,False
1783,237,3,10,2,40,36,1,1021.535,25,1,0,False
1784,237,4,10,2,40,36,0,1155.212,46,0,0,False
1785,237,5,10,2,40,36,0,371.087,40,0,0,False
1786,237,6,10,2,40,36,0,1401.878,36,0,0,False
1787,237,7,10,2,40,36,1,1253.288,33,0,0,False
1788,237,8,10,2,40,36,0,1619.076,35,0,0,False
1789,237,9,10,2,40,36,0,296.449,40,0,0,False
1790,238,0,5,3,10,40,0,501.315,8,1,0,False
1791,238,1,5,3,10,40,1,430.966,37,1,0,False
1792,238,2,5,3,10,40,1,366.02,33,1,0,False
1793,238,3,5,3,10,40,1,324.885,46,1,0,False
1794,238,4,5,3,10,40,1,421.73,37,0,0,False
1795,239,0,10,2,40,10,0,728.8019999999999,23,1,0,False
1796,239,1,10,2,40,10,1,410.815,5,1,0,False
1797,239,2,10,2,40,10,0,439.353,47,1,0,False
1798,239,3,10,2,40,10,1,749.371,14,1,0,False
1799,239,4,10,2,40,10,0,386.764,41,0,0,False
1800,239,5,10,2,40,10,0,395.139,43,0,0,False
1801,239,6,10,2,40,10,1,4206.985000000001,17,0,0,False
1802,239,7,10,2,40,10,0,227.011,28,0,0,False
1803,239,8,10,2,40,10,0,251.264,51,0,0,False
1804,239,9,10,2,40,10,0,467.079,42,0,0,False
1805,240,0,5,3,20,40,1,1627.658,46,1,0,False
1806,240,1,5,3,20,40,0,590.99,9,1,0,False
1807,240,2,5,3,20,40,1,468.599,38,1,0,False
1808,240,3,5,3,20,40,1,368.344,36,1,0,False
1809,240,4,5,3,20,40,1,255.484,48,0,0,False
1810,241,0,5,1,60,90,0,612.615,60,1,0,False
1811,241,1,5,1,60,90,0,12048.304999999998,68,1,0,False
1812,241,2,5,1,60,90,1,445.414,85,1,0,False
1813,241,3,5,1,60,90,0,1867.152,55,1,0,False
1814,241,4,5,1,60,90,0,1045.442,48,0,0,False
1815,242,0,5,3,52,60,1,505.09,50,1,0,False
1816,242,1,5,3,52,60,0,306.44100000000003,42,1,0,False
1817,242,2,5,3,52,60,1,445.819,70,1,0,False
1818,242,3,5,3,52,60,1,410.448,54,1,0,False
1819,242,4,5,3,52,60,1,277.743,59,0,0,False
1820,243,0,5,2,60,56,0,497.628,55,1,0,False
1821,243,1,5,2,60,56,0,426.916,68,1,0,False
1822,243,2,5,2,60,56,1,322.20300000000003,57,1,0,False
1823,243,3,5,2,60,56,1,294.521,51,1,0,False
1824,243,4,5,2,60,56,1,2546.068,52,0,0,False
1825,244,0,5,2,80,60,1,870.973,68,1,0,False
1826,244,1,5,2,80,60,0,262.762,92,1,0,False
1827,244,2,5,2,80,60,0,317.206,81,1,0,False
1828,244,3,5,2,80,60,1,991.676,71,1,0,False
1829,244,4,5,2,80,60,0,213.739,92,0,0,False
1830,245,0,5,3,48,60,0,513.7810000000001,47,1,0,False
1831,245,1,5,3,48,60,1,345.018,51,1,0,False
1832,245,2,5,3,48,60,1,432.485,60,1,0,False
1833,245,3,5,3,48,60,1,334.052,69,1,0,False
1834,245,4,5,3,48,60,1,107.99,78,0,0,False
1835,246,0,10,2,36,40,0,758.25,38,1,0,False
1836,246,1,10,2,36,40,1,381.157,44,1,0,False
1837,246,2,10,2,36,40,0,594.9449999999999,33,1,0,False
1838,246,3,10,2,36,40,1,117.787,33,1,0,False
1839,246,4,10,2,36,40,0,560.3399999999999,35,0,0,False
1840,246,5,10,2,36,40,1,757.379,47,0,0,False
1841,246,6,10,2,36,40,1,734.367,35,0,0,False
1842,246,7,10,2,36,40,1,21.833,38,0,0,False
1843,246,8,10,2,36,40,1,43.804,46,0,0,False
1844,246,9,10,2,36,40,1,0.946,49,0,0,False
1845,247,0,10,3,40,44,0,572.183,46,1,0,False
1846,247,1,10,3,40,44,1,305.309,52,1,0,False
1847,247,2,10,3,40,44,1,2732.224,50,1,0,False
1848,247,3,10,3,40,44,1,0.954,45,1,0,False
1849,247,4,10,3,40,44,1,1.047,32,0,0,False
1850,247,5,10,3,40,44,1,271.851,42,0,0,False
1851,247,6,10,3,40,44,1,28.192,50,0,0,False
1852,247,7,10,3,40,44,1,63.952,41,0,0,False
1853,247,8,10,3,40,44,1,0.963,41,0,0,False
1854,247,9,10,3,40,44,1,0.973,28,0,0,False
1855,248,0,5,1,68,60,0,787.022,62,1,0,False
1856,248,1,5,1,68,60,1,206.975,48,1,0,False
1857,248,2,5,1,68,60,0,275.667,69,1,0,False
1858,248,3,5,1,68,60,0,103.519,66,1,0,False
1859,248,4,5,1,68,60,0,0.996,71,0,0,False
1860,249,0,10,2,40,60,1,372.714,51,1,0,False
1861,249,1,10,2,40,60,0,294.69800000000004,38,1,0,False
1862,249,2,10,2,40,60,1,504.44999999999993,62,1,0,False
1863,249,3,10,2,40,60,0,664.395,32,1,0,False
1864,249,4,10,2,40,60,1,370.795,54,0,0,False
1865,249,5,10,2,40,60,1,313.088,67,0,0,False
1866,249,6,10,2,40,60,1,169.66500000000002,49,0,0,False
1867,249,7,10,2,40,60,1,25.501,69,0,0,False
1868,249,8,10,2,40,60,1,0.896,50,0,0,False
1869,249,9,10,2,40,60,1,0.993,56,0,0,False
1870,250,0,10,1,40,60,0,668.9150000000001,31,1,0,False
1871,250,1,10,1,40,60,0,565.87,30,1,0,False
1872,250,2,10,1,40,60,1,341.068,66,1,0,False
1873,250,3,10,1,40,60,0,456.031,43,1,0,False
1874,250,4,10,1,40,60,0,443.985,45,0,0,False
1875,250,5,10,1,40,60,0,454.964,44,0,0,False
1876,250,6,10,1,40,60,0,617.95,46,0,0,False
1877,250,7,10,1,40,60,0,1238.697,49,0,0,False
1878,250,8,10,1,40,60,0,906.669,56,0,0,False
1879,250,9,10,1,40,60,0,130.917,35,0,0,False
1880,251,0,10,2,60,56,0,449.481,64,1,0,False
1881,251,1,10,2,60,56,1,291.88,54,1,0,False
1882,251,2,10,2,60,56,0,986.115,56,1,0,False
1883,251,3,10,2,60,56,1,496.236,64,1,0,False
1884,251,4,10,2,60,56,0,578.485,57,0,0,False
1885,251,5,10,2,60,56,0,752.122,60,0,0,False
1886,251,6,10,2,60,56,0,248.415,35,0,0,False
1887,251,7,10,2,60,56,0,193.841,68,0,0,False
1888,251,8,10,2,60,56,0,296.92400000000004,75,0,0,False
1889,251,9,10,2,60,56,0,154.919,58,0,0,False
1890,252,0,5,2,40,28,1,799.421,17,1,0,False
1891,252,1,5,2,40,28,0,342.946,33,1,0,False
1892,252,2,5,2,40,28,1,1344.538,19,1,0,False
1893,252,3,5,2,40,28,0,257.46200000000005,42,1,0,False
1894,252,4,5,2,40,28,0,306.84099999999995,55,0,0,False
1895,253,0,10,1,48,60,0,468.822,49,1,0,False
1896,253,1,10,1,48,60,0,392.89,54,1,0,False
1897,253,2,10,1,48,60,0,263.57199999999995,41,1,0,False
1898,253,3,10,1,48,60,1,730.389,69,1,0,False
1899,253,4,10,1,48,60,0,115.482,42,0,0,False
1900,253,5,10,1,48,60,0,499.646,41,0,0,False
1901,253,6,10,1,48,60,0,289.189,58,0,0,False
1902,253,7,10,1,48,60,0,381.2,52,0,0,False
1903,253,8,10,1,48,60,0,201.707,55,0,0,False
1904,253,9,10,1,48,60,0,246.579,43,0,0,False
1905,254,0,10,1,30,60,1,513.667,62,1,0,False
1906,254,1,10,1,30,60,0,282.176,42,1,0,False
1907,254,2,10,1,30,60,0,366.151,34,1,0,False
1908,254,3,10,1,30,60,0,333.849,22,1,0,False
1909,254,4,10,1,30,60,0,227.069,24,0,0,False
1910,254,5,10,1,30,60,0,360.088,28,0,0,False
1911,254,6,10,1,30,60,1,1446.969,58,0,0,False
1912,254,7,10,1,30,60,1,98.199,66,0,0,False
1913,254,8,10,1,30,60,1,123.403,63,0,0,False
1914,254,9,10,1,30,60,1,58.65,73,0,0,False
1915,255,0,10,1,90,60,0,1204.464,99,1,0,False
1916,255,1,10,1,90,60,0,744.438,96,1,0,False
1917,255,2,10,1,90,60,1,461.708,63,1,0,False
1918,255,3,10,1,90,60,0,208.764,81,1,0,False
1919,255,4,10,1,90,60,0,304.874,96,0,0,False
1920,255,5,10,1,90,60,0,137.012,84,0,0,False
1921,255,6,10,1,90,60,0,103.974,99,0,0,False
1922,255,7,10,1,90,60,0,0.999,97,0,0,False
1923,255,8,10,1,90,60,0,0.8989999999999999,76,0,0,False
1924,255,9,10,1,90,60,0,0.841,74,0,0,False
1925,256,0,5,3,68,60,1,458.42,59,1,0,False
1926,256,1,5,3,68,60,1,625.334,67,1,0,False
1927,256,2,5,3,68,60,1,343.704,53,1,0,False
1928,256,3,5,3,68,60,0,1366.162,59,1,0,False
1929,256,4,5,3,68,60,1,157.93699999999998,62,0,0,False
1930,257,0,5,3,70,40,1,621.269,40,1,0,False
1931,257,1,5,3,70,40,0,385.185,77,1,0,False
1932,257,2,5,3,70,40,1,3343.064,40,1,0,False
1933,257,3,5,3,70,40,1,368.358,36,1,0,False
1934,257,4,5,3,70,40,0,3094.828,68,0,0,False
1935,258,0,5,1,20,40,0,514.291,12,1,0,False
1936,258,1,5,1,20,40,1,246.302,40,1,0,False
1937,258,2,5,1,20,40,0,697.712,26,1,0,False
1938,258,3,5,1,20,40,0,363.947,10,1,0,False
1939,258,4,5,1,20,40,1,352.595,42,0,0,False
1940,259,0,10,3,56,60,1,376.747,57,1,0,False
1941,259,1,10,3,56,60,1,344.032,45,1,0,False
1942,259,2,10,3,56,60,1,257.103,64,1,0,False
1943,259,3,10,3,56,60,0,443.525,54,1,0,False
1944,259,4,10,3,56,60,1,335.344,67,0,0,False
1945,259,5,10,3,56,60,1,149.637,47,0,0,False
1946,259,6,10,3,56,60,1,116.834,60,0,0,False
1947,259,7,10,3,56,60,1,6399.728999999999,63,0,0,False
1948,259,8,10,3,56,60,1,827.296,50,0,0,False
1949,259,9,10,3,56,60,1,185.35,57,0,0,False
1950,260,0,5,1,60,30,0,436.344,68,1,0,False
1951,260,1,5,1,60,30,1,274.489,27,1,0,False
1952,260,2,5,1,60,30,0,343.871,50,1,0,False
1953,260,3,5,1,60,30,0,264.027,59,1,0,False
1954,260,4,5,1,60,30,0,386.602,57,0,0,False
1955,261,0,10,2,30,60,0,471.342,19,1,0,False
1956,261,1,10,2,30,60,0,452.35,31,1,0,False
1957,261,2,10,2,30,60,1,505.271,57,1,0,False
1958,261,3,10,2,30,60,1,273.991,59,1,0,False
1959,261,4,10,2,30,60,1,133.853,55,0,0,False
1960,261,5,10,2,30,60,1,125.883,67,0,0,False
1961,261,6,10,2,30,60,1,87.158,75,0,0,False
1962,261,7,10,2,30,60,1,103.109,56,0,0,False
1963,261,8,10,2,30,60,1,72.04599999999999,56,0,0,False
1964,261,9,10,2,30,60,1,60.069,74,0,0,False
1965,262,0,5,2,64,60,1,366.496,58,1,0,False
1966,262,1,5,2,64,60,0,686.678,58,1,0,False
1967,262,2,5,2,64,60,1,1064.802,58,1,0,False
1968,262,3,5,2,64,60,0,308.707,71,1,0,False
1969,262,4,5,2,64,60,0,226.9,66,0,0,False
1970,263,0,10,2,64,60,1,694.55,70,1,0,False
1971,263,1,10,2,64,60,1,273.234,69,1,0,False
1972,263,2,10,2,64,60,0,747.248,73,1,0,False
1973,263,3,10,2,64,60,0,382.038,50,1,0,False
1974,263,4,10,2,64,60,0,210.761,65,0,0,False
1975,263,5,10,2,64,60,1,736.997,73,0,0,False
1976,263,6,10,2,64,60,1,245.121,54,0,0,False
1977,263,7,10,2,64,60,1,80.24000000000001,73,0,0,False
1978,263,8,10,2,64,60,1,241.144,57,0,0,False
1979,263,9,10,2,64,60,1,1.113,56,0,0,False
1980,264,0,10,2,40,60,0,432.014,49,1,0,False
1981,264,1,10,2,40,60,1,300.38300000000004,68,1,0,False
1982,264,2,10,2,40,60,0,1352.216,46,1,0,False
1983,264,3,10,2,40,60,1,457.347,66,1,0,False
1984,264,4,10,2,40,60,1,532.653,58,0,0,False
1985,264,5,10,2,40,60,1,50.82,56,0,0,False
1986,264,6,10,2,40,60,1,1.06,59,0,0,False
1987,264,7,10,2,40,60,0,2723.178,39,0,0,False
1988,264,8,10,2,40,60,1,158.04399999999998,83,0,0,False
1989,264,9,10,2,40,60,1,0.996,56,0,0,False
1990,265,0,5,3,60,80,0,1095.51,56,1,0,False
1991,265,1,5,3,60,80,1,241.196,80,1,0,False
1992,265,2,5,3,60,80,1,294.906,72,1,0,False
1993,265,3,5,3,60,80,1,210.129,75,1,0,False
1994,265,4,5,3,60,80,1,0.858,86,0,0,False
1995,266,0,10,2,40,10,0,660.169,23,1,0,False
1996,266,1,10,2,40,10,1,294.672,5,1,0,False
1997,266,2,10,2,40,10,0,753.599,47,1,0,False
1998,266,3,10,2,40,10,1,490.148,14,1,0,False
1999,266,4,10,2,40,10,0,1.135,58,0,0,False
2000,266,5,10,2,40,10,0,235.749,45,0,0,False
2001,266,6,10,2,40,10,0,191.867,35,0,0,False
2002,266,7,10,2,40,10,0,157.351,38,0,0,False
2003,266,8,10,2,40,10,0,58.593,39,0,0,False
2004,266,9,10,2,40,10,0,380.8,39,0,0,False
2005,267,0,10,3,40,52,1,534.643,47,1,0,False
2006,267,1,10,3,40,52,1,406.516,57,1,0,False
2007,267,2,10,3,40,52,0,884.6859999999999,29,1,0,False
2008,267,3,10,3,40,52,1,144.22099999999998,56,1,0,False
2009,267,4,10,3,40,52,1,37.553,43,0,0,False
2010,267,5,10,3,40,52,1,0.978,60,0,0,False
2011,267,6,10,3,40,52,1,0.916,43,0,0,False
2012,267,7,10,3,40,52,1,0.988,43,0,0,False
2013,267,8,10,3,40,52,1,141.83100000000002,48,0,0,False
2014,267,9,10,3,40,52,1,0.884,55,0,0,False
2015,268,0,10,3,32,40,1,531.668,33,1,0,False
2016,268,1,10,3,32,40,1,284.989,40,1,0,False
2017,268,2,10,3,32,40,1,45.748,39,1,0,False
2018,268,3,10,3,32,40,0,11602.218,25,1,0,False
2019,268,4,10,3,32,40,1,26976.51,38,0,0,False
2020,268,5,10,3,32,40,1,81.556,44,0,0,False
2021,268,6,10,3,32,40,1,1.095,31,0,0,False
2022,268,7,10,3,32,40,1,233.085,26,0,0,False
2023,268,8,10,3,32,40,1,23.040000000000003,45,0,0,False
2024,268,9,10,3,32,40,1,17.381,37,0,0,False
2025,269,0,5,2,68,60,1,590.364,48,1,0,False
2026,269,1,5,2,68,60,1,259.557,60,1,0,False
2027,269,2,5,2,68,60,0,490.803,64,1,0,False
2028,269,3,5,2,68,60,0,437.318,61,1,0,False
2029,269,4,5,2,68,60,0,1584.955,63,0,0,False
2030,270,0,10,2,32,40,0,653.786,35,1,0,False
2031,270,1,10,2,32,40,0,699.933,26,1,0,False
2032,270,2,10,2,32,40,1,279.89000000000004,42,1,0,False
2033,270,3,10,2,32,40,1,280.63100000000003,42,1,0,False
2034,270,4,10,2,32,40,1,144.334,54,0,0,False
2035,270,5,10,2,32,40,1,63.705,37,0,0,False
2036,270,6,10,2,32,40,1,1.1820000000000002,41,0,0,False
2037,270,7,10,2,32,40,1,233.195,39,0,0,False
2038,270,8,10,2,32,40,1,1.35,40,0,0,False
2039,270,9,10,2,32,40,1,859.865,36,0,0,False
2040,271,0,10,3,40,44,0,613.4190000000001,46,1,0,False
2041,271,1,10,3,40,44,1,398.385,52,1,0,False
2042,271,2,10,3,40,44,1,394.951,50,1,0,False
2043,271,3,10,3,40,44,1,250.648,45,1,0,False
2044,271,4,10,3,40,44,1,174.91,38,0,0,False
2045,271,5,10,3,40,44,1,148.317,48,0,0,False
2046,271,6,10,3,40,44,1,278.629,51,0,0,False
2047,271,7,10,3,40,44,1,1.435,38,0,0,False
2048,271,8,10,3,40,44,1,1.001,43,0,0,False
2049,271,9,10,3,40,44,1,329.947,55,0,0,False
2050,272,0,10,2,52,40,0,849.543,62,1,0,False
2051,272,1,10,2,52,40,1,22.419,54,1,0,False
2052,272,2,10,2,52,40,1,23171.402,67,1,0,False
2053,272,3,10,2,52,40,0,668.2860000000001,47,1,0,False
2054,272,4,10,2,52,40,1,980.899,48,0,0,False
2055,272,5,10,2,52,40,1,211.199,30,0,0,False
2056,272,6,10,2,52,40,1,2496.534,18,0,0,False
2057,272,7,10,2,52,40,1,281.37,41,0,0,False
2058,272,8,10,2,52,40,1,116.761,29,0,0,False
2059,272,9,10,2,52,40,1,44.359,44,0,0,False
2060,273,0,10,1,60,52,0,597.956,63,1,0,False
2061,273,1,10,1,60,52,0,432.832,50,1,0,False
2062,273,2,10,1,60,52,0,766.7779999999999,65,1,0,False
2063,273,3,10,1,60,52,1,261.09900000000005,55,1,0,False
2064,273,4,10,1,60,52,1,288.842,55,0,0,False
2065,273,5,10,1,60,52,1,243.254,47,0,0,False
2066,273,6,10,1,60,52,1,219.771,69,0,0,False
2067,273,7,10,1,60,52,1,98.74,46,0,0,False
2068,273,8,10,1,60,52,1,106.352,61,0,0,False
2069,273,9,10,1,60,52,1,92.847,51,0,0,False
2070,274,0,10,2,90,60,0,461.866,90,1,0,False
2071,274,1,10,2,90,60,1,202.313,67,1,0,False
2072,274,2,10,2,90,60,1,903.728,65,1,0,False
2073,274,3,10,2,90,60,0,248.794,77,1,0,False
2074,274,4,10,2,90,60,0,150.418,92,0,0,False
2075,274,5,10,2,90,60,0,499.693,95,0,0,False
2076,274,6,10,2,90,60,0,398.983,99,0,0,False
2077,274,7,10,2,90,60,0,139.4,87,0,0,False
2078,274,8,10,2,90,60,0,105.78,97,0,0,False
2079,274,9,10,2,90,60,0,114.521,94,0,0,False
2080,275,0,5,1,68,60,0,418.1830000000001,62,1,0,False
2081,275,1,5,1,68,60,1,555.774,48,1,0,False
2082,275,2,5,1,68,60,0,255.98,69,1,0,False
2083,275,3,5,1,68,60,0,291.076,66,1,0,False
2084,275,4,5,1,68,60,0,390.34,61,0,0,False
2085,276,0,10,2,40,52,1,363.45,50,1,0,False
2086,276,1,10,2,40,52,0,258.22,40,1,0,False
2087,276,2,10,2,40,52,1,433.054,50,1,0,False
2088,276,3,10,2,40,52,0,710.996,34,1,0,False
2089,276,4,10,2,40,52,1,165.836,45,0,0,False
2090,276,5,10,2,40,52,1,1.245,33,0,0,False
2091,276,6,10,2,40,52,1,0.999,58,0,0,False
2092,276,7,10,2,40,52,1,3.953,40,0,0,False
2093,276,8,10,2,40,52,1,1.007,45,0,0,False
2094,276,9,10,2,40,52,1,0.999,55,0,0,False
2095,277,0,5,1,72,60,0,546.398,69,1,0,False
2096,277,1,5,1,72,60,0,587.406,69,1,0,False
2097,277,2,5,1,72,60,1,1194.684,65,1,0,False
2098,277,3,5,1,72,60,0,440.598,68,1,0,False
2099,277,4,5,1,72,60,0,2338.136,77,0,0,False
2100,278,0,5,2,10,40,1,635.0120000000001,35,1,0,False
2101,278,1,5,2,10,40,0,415.904,19,1,0,False
2102,278,2,5,2,10,40,1,258.34200000000004,29,1,0,False
2103,278,3,5,2,10,40,0,1952.422,5,1,0,False
2104,278,4,5,2,10,40,1,338.534,36,0,0,False
2105,279,0,10,3,60,30,1,505.905,23,1,0,False
2106,279,1,10,3,60,30,0,514.156,65,1,0,False
2107,279,2,10,3,60,30,1,332.341,13,1,0,False
2108,279,3,10,3,60,30,1,373.993,33,1,0,False
2109,279,4,10,3,60,30,1,379.489,32,0,0,False
2110,279,5,10,3,60,30,0,299.528,74,0,0,False
2111,279,6,10,3,60,30,0,12.048,63,0,0,False
2112,279,7,10,3,60,30,0,1.101,59,0,0,False
2113,279,8,10,3,60,30,0,0.956,71,0,0,False
2114,279,9,10,3,60,30,0,0.754,54,0,0,False
2115,280,0,10,2,30,60,0,742.304,19,1,0,False
2116,280,1,10,2,30,60,0,710.0649999999999,31,1,0,False
2117,280,2,10,2,30,60,1,368.066,57,1,0,False
2118,280,3,10,2,30,60,1,621.186,59,1,0,False
2119,280,4,10,2,30,60,0,401.542,35,0,0,False
2120,280,5,10,2,30,60,0,3836.888,31,0,0,False
2121,280,6,10,2,30,60,1,363.982,71,0,0,False
2122,280,7,10,2,30,60,1,161.17000000000002,57,0,0,False
