,state_left,state_right,choice,resultant_state,trial,reward,participant,task,is_training
5210,0,1,1,1,85,4,41,1,True
5211,0,1,1,1,86,4,41,1,True
5212,2,3,3,1,87,3,41,1,True
5213,0,1,1,1,88,1,41,1,True
5214,1,0,1,1,89,1,41,1,True
5215,1,0,1,1,90,3,41,1,True
5216,2,3,3,1,91,1,41,1,True
5217,3,2,3,1,92,3,41,1,True
5218,2,3,3,1,93,4,41,1,True
5219,1,0,1,1,94,-1,41,1,True
5220,2,3,3,1,95,-2,41,1,True
5221,0,1,0,0,96,0,41,1,True
5222,2,3,2,0,97,-1,41,1,True
5223,3,2,2,0,98,-1,41,1,True
5224,1,0,1,1,99,-3,41,1,True
5225,3,2,2,0,100,0,41,1,True
5226,0,1,1,1,101,-2,41,1,True
5227,0,1,1,1,102,-4,41,1,True
5228,2,3,2,0,103,0,41,1,True
5229,3,2,2,0,104,1,41,1,True
5230,2,3,2,0,105,1,41,1,True
5231,3,2,2,0,106,0,41,1,True
5232,1,0,0,0,107,1,41,1,True
5233,2,3,2,0,108,2,41,1,True
5234,1,0,0,0,109,1,41,1,True
5235,0,1,0,0,110,0,41,1,True
5236,2,3,2,0,111,2,41,1,True
5237,3,2,2,0,112,4,41,1,True
5238,0,1,0,0,113,0,41,1,True
5239,2,3,2,0,114,-1,41,1,True
5240,1,0,0,0,115,1,41,1,True
5241,0,1,0,0,116,-1,41,1,True
5242,1,0,1,1,117,-4,41,1,True
5243,2,3,2,0,118,-3,41,1,True
5244,1,0,0,0,119,-2,41,1,True
5245,2,3,2,0,120,-1,41,1,True
5246,1,0,1,1,121,-1,41,1,True
5247,1,0,1,1,122,-3,41,1,True
5248,2,3,2,0,123,-2,41,1,True
5249,3,2,2,0,124,-2,41,1,True
5250,2,3,3,1,0,2,42,1,True
5251,1,0,1,1,1,4,42,1,True
5252,2,3,2,0,2,-2,42,1,True
5253,2,3,3,1,3,5,42,1,True
5254,0,1,1,1,4,4,42,1,True
5255,0,1,1,1,5,2,42,1,True
5256,0,1,0,0,6,-3,42,1,True
5257,3,2,2,0,7,-3,42,1,True
5258,3,2,3,1,8,3,42,1,True
5259,3,2,3,1,9,2,42,1,True
5260,1,0,1,1,10,1,42,1,True
5261,2,3,2,0,11,3,42,1,True
5262,3,2,2,0,12,2,42,1,True
5263,0,1,1,1,13,0,42,1,True
5264,3,2,2,0,14,0,42,1,True
5265,1,0,0,0,15,0,42,1,True
5266,2,3,2,0,16,1,42,1,True
5267,0,1,1,1,17,0,42,1,True
5268,0,1,1,1,18,-3,42,1,True
5269,1,0,0,0,19,-3,42,1,True
5270,2,3,3,1,20,2,42,1,True
5271,1,0,-1,-1,21,0,42,1,True
5272,3,2,3,1,22,2,42,1,True
5273,2,3,2,0,23,0,42,1,True
5274,0,1,1,1,24,-2,42,1,True
5275,3,2,2,0,25,-1,42,1,True
5276,3,2,2,0,26,-3,42,1,True
5277,1,0,1,1,27,-3,42,1,True
5278,0,1,0,0,28,-1,42,1,True
5279,0,1,1,1,29,0,42,1,True
5280,3,2,2,0,30,-3,42,1,True
5281,1,0,1,1,31,-1,42,1,True
5282,2,3,3,1,32,-2,42,1,True
5283,3,2,3,1,33,-1,42,1,True
5284,0,1,1,1,34,0,42,1,True
5285,1,0,0,0,35,-2,42,1,True
5286,1,0,0,0,36,-2,42,1,True
5287,2,3,3,1,37,-3,42,1,True
5288,3,2,2,0,38,-3,42,1,True
5289,3,2,2,0,39,-3,42,1,True
5290,2,3,3,1,40,-3,42,1,True
5291,3,2,2,0,41,-2,42,1,True
5292,1,0,1,1,42,-2,42,1,True
5293,2,3,3,1,43,-2,42,1,True
5294,1,0,1,1,44,-3,42,1,True
5295,3,2,2,0,45,-4,42,1,True
5296,0,1,0,0,46,-2,42,1,True
5297,0,1,1,1,47,-3,42,1,True
5298,1,0,0,0,48,0,42,1,True
5299,3,2,3,1,49,-3,42,1,True
5300,1,0,0,0,50,-3,42,1,True
5301,2,3,3,1,51,-3,42,1,True
5302,1,0,1,1,52,-3,42,1,True
5303,1,0,0,0,53,-3,42,1,True
5304,2,3,3,1,54,1,42,1,True
5305,1,0,1,1,55,0,42,1,True
5306,3,2,2,0,56,-3,42,1,True
5307,1,0,1,1,57,-2,42,1,True
5308,1,0,0,0,58,-2,42,1,True
5309,0,1,1,1,59,-2,42,1,True
5310,0,1,1,1,60,-2,42,1,True
5311,0,1,0,0,61,0,42,1,True
5312,2,3,3,1,62,-3,42,1,True
5313,2,3,3,1,63,-1,42,1,True
5314,0,1,1,1,64,-1,42,1,True
5315,2,3,3,1,65,-1,42,1,True
5316,2,3,3,1,66,-4,42,1,True
5317,1,0,0,0,67,-2,42,1,True
5318,0,1,0,0,68,-2,42,1,True
5319,1,0,0,0,69,-1,42,1,True
5320,1,0,0,0,70,-1,42,1,True
5321,3,2,3,1,71,2,42,1,True
5322,3,2,2,0,72,-3,42,1,True
5323,2,3,3,1,73,1,42,1,True
5324,3,2,2,0,74,-2,42,1,True
5325,1,0,0,0,75,-4,42,1,True
5326,1,0,0,0,76,-1,42,1,True
5327,3,2,2,0,77,-2,42,1,True
5328,3,2,3,1,78,-1,42,1,True
5329,2,3,2,0,79,-3,42,1,True
5330,3,2,3,1,80,-1,42,1,True
5331,1,0,1,1,81,0,42,1,True
5332,1,0,1,1,82,-2,42,1,True
5333,1,0,1,1,83,-2,42,1,True
5334,1,0,1,1,84,-2,42,1,True
5335,2,3,2,0,85,4,42,1,True
5336,1,0,1,1,86,-1,42,1,True
5337,0,1,0,0,87,3,42,1,True
5338,3,2,3,1,88,3,42,1,True
5339,3,2,3,1,89,5,42,1,True
5340,0,1,1,1,90,4,42,1,True
5341,1,0,0,0,91,4,42,1,True
5342,0,1,0,0,92,4,42,1,True
5343,3,2,3,1,93,4,42,1,True
5344,3,2,2,0,94,1,42,1,True
5345,1,0,0,0,95,0,42,1,True
5346,0,1,0,0,96,1,42,1,True
5347,0,1,1,1,97,2,42,1,True
5348,3,2,2,0,98,2,42,1,True
5349,3,2,3,1,99,5,42,1,True
5350,3,2,2,0,100,2,42,1,True
5351,2,3,3,1,101,2,42,1,True
5352,2,3,3,1,102,0,42,1,True
5353,3,2,2,0,103,-1,42,1,True
5354,3,2,3,1,104,-2,42,1,True
5355,1,0,0,0,105,1,42,1,True
5356,3,2,3,1,106,-4,42,1,True
5357,3,2,2,0,107,3,42,1,True
5358,1,0,1,1,108,-3,42,1,True
5359,2,3,3,1,109,-4,42,1,True
5360,2,3,3,1,110,-3,42,1,True
5361,0,1,1,1,111,0,42,1,True
5362,3,2,2,0,112,1,42,1,True
5363,3,2,2,0,113,3,42,1,True
5364,3,2,2,0,114,1,42,1,True
5365,2,3,3,1,115,3,42,1,True
5366,1,0,0,0,116,2,42,1,True
5367,1,0,0,0,117,2,42,1,True
5368,3,2,2,0,118,-2,42,1,True
5369,2,3,3,1,119,1,42,1,True
5370,2,3,3,1,120,-1,42,1,True
5371,2,3,3,1,121,-1,42,1,True
5372,0,1,1,1,122,0,42,1,True
5373,0,1,0,0,123,-3,42,1,True
5374,2,3,2,0,124,1,42,1,True
5375,1,0,0,0,0,-3,43,1,True
5376,0,1,0,0,1,-3,43,1,True
5377,3,2,2,0,2,-2,43,1,True
5378,2,3,2,0,3,-4,43,1,True
5379,2,3,3,1,4,2,43,1,True
5380,2,3,3,1,5,4,43,1,True
5381,2,3,3,1,6,4,43,1,True
5382,3,2,-1,-1,7,0,43,1,True
5383,1,0,-1,-1,8,0,43,1,True
5384,3,2,3,1,9,1,43,1,True
5385,3,2,3,1,10,-2,43,1,True
5386,2,3,3,1,11,1,43,1,True
5387,2,3,3,1,12,1,43,1,True
5388,1,0,0,0,13,-1,43,1,True
5389,3,2,3,1,14,4,43,1,True
5390,0,1,0,0,15,-1,43,1,True
5391,1,0,0,0,16,-2,43,1,True
5392,1,0,1,1,17,5,43,1,True
5393,1,0,1,1,18,5,43,1,True
5394,2,3,3,1,19,3,43,1,True
5395,0,1,1,1,20,3,43,1,True
5396,2,3,3,1,21,4,43,1,True
5397,3,2,3,1,22,2,43,1,True
5398,2,3,3,1,23,1,43,1,True
5399,2,3,3,1,24,1,43,1,True
5400,3,2,3,1,25,4,43,1,True
5401,3,2,3,1,26,3,43,1,True
5402,1,0,1,1,27,2,43,1,True
5403,1,0,1,1,28,-1,43,1,True
5404,3,2,2,0,29,5,43,1,True
5405,3,2,2,0,30,5,43,1,True
5406,2,3,2,0,31,0,43,1,True
5407,0,1,0,0,32,-2,43,1,True
5408,2,3,3,1,33,-2,43,1,True
5409,2,3,3,1,34,0,43,1,True
5410,3,2,3,1,35,-1,43,1,True
5411,1,0,0,0,36,4,43,1,True
5412,3,2,3,1,37,-1,43,1,True
5413,3,2,2,0,38,5,43,1,True
5414,2,3,2,0,39,3,43,1,True
5415,2,3,2,0,40,2,43,1,True
5416,0,1,0,0,41,2,43,1,True
5417,1,0,0,0,42,4,43,1,True
5418,2,3,2,0,43,3,43,1,True
5419,2,3,2,0,44,5,43,1,True
5420,3,2,2,0,45,4,43,1,True
5421,1,0,1,1,46,3,43,1,True
5422,3,2,2,0,47,3,43,1,True
5423,3,2,2,0,48,1,43,1,True
5424,2,3,3,1,49,-2,43,1,True
5425,2,3,2,0,50,5,43,1,True
5426,0,1,0,0,51,3,43,1,True
5427,2,3,2,0,52,2,43,1,True
5428,0,1,0,0,53,1,43,1,True
5429,3,2,2,0,54,-1,43,1,True
5430,2,3,3,1,55,0,43,1,True
5431,3,2,3,1,56,-2,43,1,True
5432,1,0,0,0,57,2,43,1,True
5433,1,0,0,0,58,0,43,1,True
5434,3,2,2,0,59,0,43,1,True
5435,0,1,0,0,60,3,43,1,True
5436,0,1,0,0,61,4,43,1,True
5437,1,0,0,0,62,3,43,1,True
5438,2,3,2,0,63,-1,43,1,True
5439,0,1,0,0,64,0,43,1,True
5440,1,0,1,1,65,-4,43,1,True
5441,3,2,2,0,66,-1,43,1,True
5442,0,1,0,0,67,-1,43,1,True
5443,2,3,3,1,68,0,43,1,True
5444,3,2,3,1,69,2,43,1,True
5445,0,1,1,1,70,-1,43,1,True
5446,3,2,3,1,71,-2,43,1,True
5447,3,2,2,0,72,-3,43,1,True
5448,1,0,0,0,73,-2,43,1,True
5449,1,0,0,0,74,0,43,1,True
5450,1,0,0,0,75,-1,43,1,True
5451,2,3,3,1,76,1,43,1,True
5452,2,3,3,1,77,2,43,1,True
5453,3,2,3,1,78,0,43,1,True
5454,2,3,3,1,79,2,43,1,True
5455,0,1,1,1,80,1,43,1,True
5456,1,0,1,1,81,4,43,1,True
5457,3,2,3,1,82,4,43,1,True
5458,1,0,1,1,83,4,43,1,True
5459,0,1,1,1,84,5,43,1,True
5460,1,0,1,1,85,3,43,1,True
5461,2,3,3,1,86,2,43,1,True
5462,0,1,1,1,87,4,43,1,True
5463,1,0,1,1,88,5,43,1,True
5464,0,1,1,1,89,1,43,1,True
5465,0,1,1,1,90,4,43,1,True
5466,1,0,1,1,91,2,43,1,True
5467,0,1,1,1,92,0,43,1,True
5468,3,2,3,1,93,0,43,1,True
5469,2,3,3,1,94,-4,43,1,True
5470,2,3,2,0,95,-1,43,1,True
5471,3,2,2,0,96,-1,43,1,True
5472,2,3,2,0,97,-1,43,1,True
5473,3,2,2,0,98,0,43,1,True
5474,1,0,0,0,99,-2,43,1,True
5475,3,2,2,0,100,-2,43,1,True
5476,0,1,1,1,101,-4,43,1,True
5477,3,2,2,0,102,-4,43,1,True
5478,0,1,1,1,103,0,43,1,True
5479,2,3,2,0,104,-4,43,1,True
5480,2,3,3,1,105,-3,43,1,True
5481,2,3,3,1,106,-2,43,1,True
5482,0,1,0,0,107,-3,43,1,True
5483,1,0,1,1,108,-1,43,1,True
5484,1,0,1,1,109,0,43,1,True
5485,2,3,-1,-1,110,0,43,1,True
5486,1,0,1,1,111,-1,43,1,True
5487,3,2,2,0,112,-2,43,1,True
5488,2,3,3,1,113,1,43,1,True
5489,3,2,3,1,114,2,43,1,True
5490,2,3,3,1,115,1,43,1,True
5491,3,2,2,0,116,3,43,1,True
5492,2,3,2,0,117,4,43,1,True
5493,0,1,0,0,118,5,43,1,True
5494,2,3,2,0,119,4,43,1,True
5495,0,1,0,0,120,3,43,1,True
5496,0,1,0,0,121,4,43,1,True
5497,3,2,2,0,122,4,43,1,True
5498,3,2,2,0,123,5,43,1,True
5499,1,0,0,0,124,4,43,1,True
5500,2,3,-1,-1,0,0,44,1,True
5501,2,3,3,1,1,3,44,1,True
5502,1,0,0,0,2,-2,44,1,True
5503,1,0,1,1,3,-1,44,1,True
5504,3,2,3,1,4,-1,44,1,True
5505,0,1,0,0,5,-1,44,1,True
5506,3,2,2,0,6,0,44,1,True
5507,0,1,-1,-1,7,0,44,1,True
5508,2,3,3,1,8,-2,44,1,True
5509,1,0,-1,-1,9,0,44,1,True
5510,3,2,2,0,10,-3,44,1,True
5511,2,3,3,1,11,-3,44,1,True
5512,2,3,2,0,12,0,44,1,True
5513,1,0,1,1,13,-4,44,1,True
5514,1,0,0,0,14,-4,44,1,True
5515,1,0,-1,-1,15,0,44,1,True
5516,3,2,2,0,16,-4,44,1,True
5517,2,3,2,0,17,-2,44,1,True
5518,1,0,0,0,18,-1,44,1,True
5519,2,3,2,0,19,0,44,1,True
5520,1,0,1,1,20,-2,44,1,True
5521,3,2,2,0,21,4,44,1,True
5522,0,1,1,1,22,-3,44,1,True
5523,0,1,0,0,23,3,44,1,True
5524,3,2,3,1,24,-2,44,1,True
5525,2,3,-1,-1,25,0,44,1,True
5526,0,1,1,1,26,-3,44,1,True
5527,2,3,2,0,27,-2,44,1,True
5528,0,1,1,1,28,-1,44,1,True
5529,1,0,1,1,29,-1,44,1,True
5530,3,2,2,0,30,-1,44,1,True
5531,1,0,0,0,31,0,44,1,True
5532,2,3,2,0,32,0,44,1,True
5533,0,1,1,1,33,0,44,1,True
5534,1,0,0,0,34,-2,44,1,True
5535,0,1,0,0,35,-3,44,1,True
5536,0,1,0,0,36,-4,44,1,True
5537,1,0,0,0,37,-1,44,1,True
5538,2,3,2,0,38,-4,44,1,True
5539,1,0,0,0,39,-3,44,1,True
5540,2,3,3,1,40,-4,44,1,True
5541,2,3,2,0,41,-2,44,1,True
5542,2,3,3,1,42,-3,44,1,True
5543,2,3,3,1,43,-1,44,1,True
5544,2,3,2,0,44,-1,44,1,True
5545,2,3,2,0,45,2,44,1,True
5546,0,1,0,0,46,3,44,1,True
5547,0,1,0,0,47,2,44,1,True
5548,3,2,3,1,48,-4,44,1,True
5549,2,3,2,0,49,1,44,1,True
5550,1,0,0,0,50,1,44,1,True
5551,2,3,2,0,51,3,44,1,True
5552,3,2,2,0,52,-1,44,1,True
5553,3,2,3,1,53,-1,44,1,True
5554,3,2,2,0,54,-2,44,1,True
5555,0,1,1,1,55,1,44,1,True
5556,0,1,1,1,56,4,44,1,True
5557,3,2,2,0,57,-1,44,1,True
5558,2,3,3,1,58,1,44,1,True
5559,3,2,2,0,59,-2,44,1,True
5560,2,3,2,0,60,-2,44,1,True
5561,0,1,0,0,61,-3,44,1,True
5562,0,1,1,1,62,-1,44,1,True
5563,0,1,1,1,63,-3,44,1,True
5564,1,0,1,1,64,-3,44,1,True
5565,3,2,2,0,65,2,44,1,True
5566,3,2,2,0,66,1,44,1,True
5567,2,3,2,0,67,0,44,1,True
5568,3,2,2,0,68,1,44,1,True
5569,1,0,0,0,69,2,44,1,True
5570,2,3,3,1,70,2,44,1,True
5571,1,0,0,0,71,-2,44,1,True
5572,1,0,1,1,72,-1,44,1,True
5573,0,1,1,1,73,-4,44,1,True
5574,0,1,1,1,74,-1,44,1,True
5575,0,1,0,0,75,-3,44,1,True
5576,0,1,0,0,76,-3,44,1,True
5577,0,1,1,1,77,1,44,1,True
5578,3,2,2,0,78,-4,44,1,True
5579,3,2,3,1,79,4,44,1,True
5580,3,2,3,1,80,3,44,1,True
5581,1,0,0,0,81,-3,44,1,True
5582,0,1,1,1,82,5,44,1,True
5583,1,0,1,1,83,5,44,1,True
5584,3,2,3,1,84,5,44,1,True
5585,3,2,3,1,85,2,44,1,True
5586,0,1,0,0,86,-2,44,1,True
5587,3,2,2,0,87,1,44,1,True
5588,1,0,0,0,88,0,44,1,True
5589,1,0,1,1,89,3,44,1,True
5590,3,2,3,1,90,4,44,1,True
5591,2,3,2,0,91,-3,44,1,True
5592,0,1,0,0,92,1,44,1,True
5593,1,0,0,0,93,4,44,1,True
5594,0,1,1,1,94,-4,44,1,True
5595,1,0,1,1,95,-3,44,1,True
5596,3,2,3,1,96,-2,44,1,True
5597,0,1,1,1,97,-3,44,1,True
5598,3,2,2,0,98,0,44,1,True
5599,3,2,2,0,99,-1,44,1,True
5600,1,0,0,0,100,-3,44,1,True
5601,1,0,0,0,101,-1,44,1,True
5602,0,1,1,1,102,3,44,1,True
5603,1,0,0,0,103,-2,44,1,True
5604,3,2,3,1,104,-3,44,1,True
5605,3,2,2,0,105,-2,44,1,True
5606,1,0,0,0,106,-3,44,1,True
5607,1,0,1,1,107,-3,44,1,True
5608,0,1,1,1,108,-1,44,1,True
5609,3,2,2,0,109,2,44,1,True
5610,1,0,0,0,110,2,44,1,True
5611,3,2,3,1,111,-4,44,1,True
5612,2,3,3,1,112,-2,44,1,True
5613,1,0,0,0,113,-2,44,1,True
5614,2,3,2,0,114,0,44,1,True
5615,2,3,2,0,115,-1,44,1,True
5616,0,1,1,1,116,-3,44,1,True
5617,3,2,3,1,117,-3,44,1,True
5618,1,0,0,0,118,-4,44,1,True
5619,0,1,0,0,119,0,44,1,True
5620,3,2,3,1,120,-4,44,1,True
5621,3,2,3,1,121,-2,44,1,True
5622,3,2,2,0,122,3,44,1,True
5623,2,3,3,1,123,-4,44,1,True
5624,2,3,3,1,124,-3,44,1,True
5625,3,2,3,1,0,-3,45,1,True
5626,3,2,2,0,1,1,45,1,True
5627,0,1,1,1,2,0,45,1,True
5628,0,1,0,0,3,-1,45,1,True
5629,3,2,3,1,4,0,45,1,True
5630,2,3,2,0,5,-3,45,1,True
5631,1,0,0,0,6,0,45,1,True
5632,2,3,2,0,7,3,45,1,True
5633,2,3,2,0,8,3,45,1,True
5634,1,0,1,1,9,4,45,1,True
5635,3,2,2,0,10,-1,45,1,True
5636,0,1,0,0,11,-3,45,1,True
5637,0,1,1,1,12,4,45,1,True
5638,1,0,1,1,13,2,45,1,True
5639,1,0,1,1,14,0,45,1,True
5640,0,1,1,1,15,0,45,1,True
5641,1,0,1,1,16,-1,45,1,True
5642,3,2,3,1,17,1,45,1,True
5643,1,0,0,0,18,3,45,1,True
5644,3,2,3,1,19,0,45,1,True
5645,3,2,-1,-1,20,0,45,1,True
5646,0,1,1,1,21,3,45,1,True
5647,0,1,0,0,22,3,45,1,True
5648,3,2,2,0,23,2,45,1,True
5649,1,0,1,1,24,2,45,1,True
5650,0,1,0,0,25,4,45,1,True
5651,0,1,1,1,26,-3,45,1,True
5652,1,0,1,1,27,-4,45,1,True
5653,0,1,1,1,28,-2,45,1,True
5654,3,2,3,1,29,0,45,1,True
5655,2,3,2,0,30,4,45,1,True
5656,0,1,1,1,31,-3,45,1,True
5657,1,0,0,0,32,3,45,1,True
5658,3,2,3,1,33,0,45,1,True
5659,1,0,0,0,34,-1,45,1,True
5660,3,2,3,1,35,2,45,1,True
5661,3,2,2,0,36,0,45,1,True
5662,1,0,0,0,37,-2,45,1,True
5663,0,1,0,0,38,-3,45,1,True
5664,1,0,1,1,39,-1,45,1,True
5665,3,2,2,0,40,-3,45,1,True
5666,0,1,1,1,41,-1,45,1,True
5667,3,2,3,1,42,-3,45,1,True
5668,3,2,3,1,43,-2,45,1,True
5669,1,0,1,1,44,-4,45,1,True
5670,1,0,1,1,45,-2,45,1,True
5671,1,0,0,0,46,5,45,1,True
5672,3,2,2,0,47,4,45,1,True
5673,2,3,2,0,48,4,45,1,True
5674,1,0,0,0,49,3,45,1,True
5675,2,3,2,0,50,3,45,1,True
5676,1,0,0,0,51,1,45,1,True
5677,3,2,3,1,52,0,45,1,True
5678,0,1,1,1,53,-1,45,1,True
5679,0,1,0,0,54,4,45,1,True
5680,1,0,0,0,55,2,45,1,True
5681,0,1,0,0,56,4,45,1,True
5682,1,0,0,0,57,5,45,1,True
5683,2,3,2,0,58,5,45,1,True
5684,0,1,0,0,59,3,45,1,True
5685,2,3,2,0,60,2,45,1,True
5686,2,3,2,0,61,2,45,1,True
5687,0,1,0,0,62,2,45,1,True
5688,0,1,0,0,63,0,45,1,True
5689,0,1,1,1,64,-2,45,1,True
5690,2,3,2,0,65,2,45,1,True
5691,2,3,2,0,66,0,45,1,True
5692,0,1,0,0,67,1,45,1,True
5693,1,0,0,0,68,2,45,1,True
5694,1,0,0,0,69,1,45,1,True
5695,1,0,0,0,70,-1,45,1,True
5696,0,1,1,1,71,-2,45,1,True
5697,2,3,2,0,72,-1,45,1,True
5698,3,2,3,1,73,-3,45,1,True
5699,2,3,2,0,74,0,45,1,True
5700,2,3,2,0,75,2,45,1,True
5701,3,2,2,0,76,0,45,1,True
5702,2,3,2,0,77,2,45,1,True
5703,0,1,0,0,78,5,45,1,True
5704,3,2,2,0,79,3,45,1,True
5705,0,1,0,0,80,3,45,1,True
5706,1,0,0,0,81,1,45,1,True
5707,3,2,2,0,82,0,45,1,True
5708,3,2,2,0,83,2,45,1,True
5709,0,1,0,0,84,-2,45,1,True
5710,0,1,0,0,85,-2,45,1,True
5711,0,1,1,1,86,0,45,1,True
5712,1,0,1,1,87,2,45,1,True
5713,2,3,3,1,88,2,45,1,True
5714,1,0,1,1,89,2,45,1,True
5715,2,3,3,1,90,2,45,1,True
5716,3,2,2,0,91,-2,45,1,True
5717,1,0,0,0,92,2,45,1,True
5718,0,1,1,1,93,1,45,1,True
5719,1,0,1,1,94,-4,45,1,True
5720,3,2,2,0,95,4,45,1,True
5721,2,3,3,1,96,-3,45,1,True
5722,2,3,2,0,97,1,45,1,True
5723,1,0,0,0,98,3,45,1,True
5724,3,2,2,0,99,5,45,1,True
5725,0,1,0,0,100,2,45,1,True
5726,2,3,3,1,101,0,45,1,True
5727,3,2,2,0,102,2,45,1,True
5728,0,1,0,0,103,3,45,1,True
5729,1,0,0,0,104,4,45,1,True
5730,2,3,2,0,105,4,45,1,True
5731,3,2,3,1,106,0,45,1,True
5732,1,0,0,0,107,1,45,1,True
5733,1,0,0,0,108,1,45,1,True
5734,3,2,3,1,109,4,45,1,True
5735,2,3,2,0,110,1,45,1,True
5736,1,0,1,1,111,4,45,1,True
5737,0,1,1,1,112,4,45,1,True
5738,2,3,3,1,113,4,45,1,True
5739,3,2,3,1,114,3,45,1,True
5740,1,0,1,1,115,3,45,1,True
5741,2,3,3,1,116,3,45,1,True
5742,2,3,2,0,117,4,45,1,True
5743,2,3,2,0,118,2,45,1,True
5744,0,1,1,1,119,4,45,1,True
5745,2,3,2,0,120,3,45,1,True
5746,3,2,2,0,121,5,45,1,True
5747,0,1,1,1,122,1,45,1,True
5748,3,2,3,1,123,-1,45,1,True
5749,1,0,0,0,124,1,45,1,True
5750,2,3,3,1,0,2,46,1,True
5751,3,2,3,1,1,1,46,1,True
5752,3,2,3,1,2,2,46,1,True
5753,0,1,1,1,3,2,46,1,True
5754,0,1,1,1,4,3,46,1,True
5755,3,2,3,1,5,1,46,1,True
5756,3,2,3,1,6,-3,46,1,True
5757,0,1,1,1,7,-2,46,1,True
5758,1,0,0,0,8,-2,46,1,True
5759,3,2,3,1,9,-3,46,1,True
5760,0,1,0,0,10,1,46,1,True
5761,1,0,0,0,11,2,46,1,True
5762,3,2,2,0,12,3,46,1,True
5763,3,2,2,0,13,0,46,1,True
5764,1,0,0,0,14,0,46,1,True
5765,0,1,0,0,15,3,46,1,True
5766,2,3,2,0,16,4,46,1,True
5767,2,3,2,0,17,3,46,1,True
5768,1,0,0,0,18,3,46,1,True
5769,1,0,0,0,19,3,46,1,True
5770,3,2,2,0,20,4,46,1,True
5771,0,1,0,0,21,4,46,1,True
5772,0,1,0,0,22,4,46,1,True
5773,1,0,1,1,23,0,46,1,True
5774,2,3,2,0,24,3,46,1,True
5775,2,3,2,0,25,2,46,1,True
5776,0,1,0,0,26,-1,46,1,True
5777,0,1,0,0,27,0,46,1,True
5778,2,3,2,0,28,3,46,1,True
5779,2,3,2,0,29,-1,46,1,True
5780,1,0,0,0,30,-4,46,1,True
5781,3,2,3,1,31,5,46,1,True
5782,2,3,3,1,32,1,46,1,True
5783,1,0,1,1,33,0,46,1,True
5784,0,1,1,1,34,1,46,1,True
5785,3,2,3,1,35,0,46,1,True
5786,3,2,3,1,36,4,46,1,True
5787,1,0,1,1,37,4,46,1,True
5788,0,1,1,1,38,5,46,1,True
5789,0,1,1,1,39,5,46,1,True
5790,1,0,1,1,40,3,46,1,True
5791,1,0,1,1,41,2,46,1,True
5792,2,3,3,1,42,1,46,1,True
5793,1,0,1,1,43,1,46,1,True
5794,3,2,3,1,44,-1,46,1,True
5795,1,0,1,1,45,-1,46,1,True
5796,3,2,2,0,46,5,46,1,True
5797,1,0,0,0,47,2,46,1,True
5798,2,3,2,0,48,1,46,1,True
5799,1,0,0,0,49,1,46,1,True
5800,2,3,2,0,50,4,46,1,True
5801,0,1,0,0,51,3,46,1,True
5802,3,2,2,0,52,3,46,1,True
5803,0,1,0,0,53,5,46,1,True
5804,1,0,0,0,54,1,46,1,True
5805,2,3,2,0,55,4,46,1,True
5806,2,3,2,0,56,4,46,1,True
5807,2,3,2,0,57,2,46,1,True
5808,1,0,0,0,58,4,46,1,True
5809,0,1,0,0,59,3,46,1,True
5810,1,0,0,0,60,4,46,1,True
5811,2,3,2,0,61,4,46,1,True
5812,0,1,0,0,62,5,46,1,True
5813,0,1,0,0,63,4,46,1,True
5814,0,1,0,0,64,3,46,1,True
5815,0,1,0,0,65,3,46,1,True
5816,3,2,2,0,66,1,46,1,True
5817,0,1,0,0,67,5,46,1,True
5818,2,3,2,0,68,3,46,1,True
5819,0,1,0,0,69,3,46,1,True
5820,0,1,0,0,70,4,46,1,True
5821,3,2,2,0,71,5,46,1,True
5822,3,2,2,0,72,3,46,1,True
5823,1,0,0,0,73,1,46,1,True
5824,3,2,2,0,74,3,46,1,True
5825,3,2,2,0,75,5,46,1,True
5826,3,2,2,0,76,4,46,1,True
5827,3,2,2,0,77,0,46,1,True
5828,0,1,0,0,78,0,46,1,True
5829,0,1,0,0,79,0,46,1,True
5830,0,1,1,1,80,2,46,1,True
5831,2,3,3,1,81,2,46,1,True
5832,1,0,1,1,82,2,46,1,True
5833,2,3,3,1,83,5,46,1,True
5834,2,3,3,1,84,4,46,1,True
5835,0,1,1,1,85,4,46,1,True
5836,3,2,3,1,86,4,46,1,True
5837,3,2,3,1,87,5,46,1,True
5838,2,3,3,1,88,4,46,1,True
5839,3,2,3,1,89,4,46,1,True
5840,1,0,0,0,90,5,46,1,True
5841,1,0,0,0,91,2,46,1,True
5842,0,1,0,0,92,5,46,1,True
5843,3,2,2,0,93,5,46,1,True
5844,2,3,2,0,94,4,46,1,True
5845,0,1,0,0,95,4,46,1,True
5846,3,2,2,0,96,0,46,1,True
5847,3,2,2,0,97,2,46,1,True
5848,0,1,0,0,98,4,46,1,True
5849,1,0,1,1,99,3,46,1,True
5850,2,3,2,0,100,2,46,1,True
5851,2,3,2,0,101,0,46,1,True
5852,2,3,2,0,102,2,46,1,True
5853,3,2,2,0,103,1,46,1,True
5854,2,3,2,0,104,0,46,1,True
5855,1,0,1,1,105,5,46,1,True
5856,1,0,1,1,106,4,46,1,True
5857,1,0,1,1,107,4,46,1,True
5858,1,0,1,1,108,0,46,1,True
5859,2,3,3,1,109,2,46,1,True
5860,0,1,1,1,110,3,46,1,True
5861,3,2,3,1,111,5,46,1,True
