,Unnamed: 0,participant,task,trial,choice,reward,RT,mu0,mu1,is_training
2381,2381,11,18,1,0,2,332,1,-10,True
2382,2382,11,18,2,0,1,276,1,-10,True
2383,2383,11,18,3,0,1,216,1,-10,True
2384,2384,11,18,4,0,1,232,1,-10,True
2385,2385,11,18,5,0,1,248,1,-10,True
2386,2386,11,18,6,0,0,228,1,-10,True
2387,2387,11,18,7,0,2,216,1,-10,True
2388,2388,11,18,8,0,1,248,1,-10,True
2389,2389,11,18,9,0,1,256,1,-10,True
2390,2390,11,19,0,0,9,456,9,-6,True
2391,2391,11,19,1,1,-5,268,9,-6,True
2392,2392,11,19,2,0,10,296,9,-6,True
2393,2393,11,19,3,0,10,208,9,-6,True
2394,2394,11,19,4,0,10,208,9,-6,True
2395,2395,11,19,5,0,7,240,9,-6,True
2396,2396,11,19,6,0,8,224,9,-6,True
2397,2397,11,19,7,0,10,200,9,-6,True
2398,2398,11,19,8,0,10,388,9,-6,True
2399,2399,11,19,9,0,11,297,9,-6,True
2400,2400,12,0,0,1,0,1018,8,-2,True
2401,2401,12,0,1,0,7,1077,8,-2,True
2402,2402,12,0,2,0,9,460,8,-2,True
2403,2403,12,0,3,0,8,492,8,-2,True
2404,2404,12,0,4,0,6,391,8,-2,True
2405,2405,12,0,5,0,8,351,8,-2,True
2406,2406,12,0,6,0,8,387,8,-2,True
2407,2407,12,0,7,0,7,345,8,-2,True
2408,2408,12,0,8,0,8,434,8,-2,True
2409,2409,12,0,9,0,7,366,8,-2,True
2410,2410,12,1,0,1,5,1109,-7,7,True
2411,2411,12,1,1,0,-7,412,-7,7,True
2412,2412,12,1,2,1,8,294,-7,7,True
2413,2413,12,1,3,1,7,254,-7,7,True
2414,2414,12,1,4,1,8,281,-7,7,True
2415,2415,12,1,5,1,8,317,-7,7,True
2416,2416,12,1,6,1,7,309,-7,7,True
2417,2417,12,1,7,1,7,277,-7,7,True
2418,2418,12,1,8,1,7,350,-7,7,True
2419,2419,12,1,9,1,7,285,-7,7,True
2420,2420,12,2,0,1,-3,766,5,-3,True
2421,2421,12,2,1,0,5,344,5,-3,True
2422,2422,12,2,2,0,7,287,5,-3,True
2423,2423,12,2,3,0,5,374,5,-3,True
2424,2424,12,2,4,0,4,397,5,-3,True
2425,2425,12,2,5,0,6,367,5,-3,True
2426,2426,12,2,6,0,4,375,5,-3,True
2427,2427,12,2,7,0,5,342,5,-3,True
2428,2428,12,2,8,0,5,381,5,-3,True
2429,2429,12,2,9,0,4,399,5,-3,True
2430,2430,12,3,0,1,3,806,0,3,True
2431,2431,12,3,1,0,1,406,0,3,True
2432,2432,12,3,2,1,4,273,0,3,True
2433,2433,12,3,3,0,0,407,0,3,True
2434,2434,12,3,4,1,2,285,0,3,True
2435,2435,12,3,5,1,2,259,0,3,True
2436,2436,12,3,6,1,3,135,0,3,True
2437,2437,12,3,7,1,2,497,0,3,True
2438,2438,12,3,8,0,-2,977,0,3,True
2439,2439,12,3,9,1,4,285,0,3,True
2440,2440,12,4,0,1,-9,743,5,-8,True
2441,2441,12,4,1,0,6,349,5,-8,True
2442,2442,12,4,2,0,7,575,5,-8,True
2443,2443,12,4,3,0,4,337,5,-8,True
2444,2444,12,4,4,0,4,368,5,-8,True
2445,2445,12,4,5,0,4,359,5,-8,True
2446,2446,12,4,6,0,4,366,5,-8,True
2447,2447,12,4,7,0,6,356,5,-8,True
2448,2448,12,4,8,0,4,413,5,-8,True
2449,2449,12,4,9,0,6,361,5,-8,True
2450,2450,12,5,0,0,8,697,9,7,True
2451,2451,12,5,1,1,6,291,9,7,True
2452,2452,12,5,2,0,10,347,9,7,True
2453,2453,12,5,3,1,7,461,9,7,True
2454,2454,12,5,4,0,9,342,9,7,True
2455,2455,12,5,5,0,10,286,9,7,True
2456,2456,12,5,6,0,10,339,9,7,True
2457,2457,12,5,7,0,9,383,9,7,True
2458,2458,12,5,8,0,7,333,9,7,True
2459,2459,12,5,9,0,11,390,9,7,True
2460,2460,12,6,0,0,-9,532,-10,5,True
2461,2461,12,6,1,1,5,513,-10,5,True
2462,2462,12,6,2,1,5,347,-10,5,True
2463,2463,12,6,3,1,4,289,-10,5,True
2464,2464,12,6,4,1,6,350,-10,5,True
2465,2465,12,6,5,0,-10,317,-10,5,True
2466,2466,12,6,6,1,5,269,-10,5,True
2467,2467,12,6,7,1,6,367,-10,5,True
2468,2468,12,6,8,1,3,357,-10,5,True
2469,2469,12,6,9,1,5,350,-10,5,True
2470,2470,12,7,0,1,-10,496,29,-9,True
2471,2471,12,7,1,0,30,317,29,-9,True
2472,2472,12,7,2,0,28,349,29,-9,True
2473,2473,12,7,3,0,28,301,29,-9,True
2474,2474,12,7,4,0,28,332,29,-9,True
2475,2475,12,7,5,0,30,302,29,-9,True
2476,2476,12,7,6,0,29,235,29,-9,True
2477,2477,12,7,7,0,29,319,29,-9,True
2478,2478,12,7,8,0,30,312,29,-9,True
2479,2479,12,7,9,0,30,342,29,-9,True
2480,2480,12,8,0,0,9,638,8,0,True
2481,2481,12,8,1,1,1,596,8,0,True
2482,2482,12,8,2,0,8,466,8,0,True
2483,2483,12,8,3,0,7,523,8,0,True
2484,2484,12,8,4,0,10,333,8,0,True
2485,2485,12,8,5,0,6,317,8,0,True
2486,2486,12,8,6,0,8,307,8,0,True
2487,2487,12,8,7,0,8,333,8,0,True
2488,2488,12,8,8,0,9,332,8,0,True
2489,2489,12,8,9,0,10,359,8,0,True
2490,2490,12,9,0,0,-4,691,-4,-7,True
2491,2491,12,9,1,1,-6,299,-4,-7,True
2492,2492,12,9,2,0,-4,303,-4,-7,True
2493,2493,12,9,3,1,-10,341,-4,-7,True
2494,2494,12,9,4,0,-4,318,-4,-7,True
2495,2495,12,9,5,0,-4,276,-4,-7,True
2496,2496,12,9,6,0,-6,375,-4,-7,True
2497,2497,12,9,7,0,-4,341,-4,-7,True
2498,2498,12,9,8,0,-4,409,-4,-7,True
2499,2499,12,9,9,0,-3,326,-4,-7,True
2500,2500,12,10,0,0,1,469,1,1,True
2501,2501,12,10,1,1,1,375,1,1,True
2502,2502,12,10,2,0,1,350,1,1,True
2503,2503,12,10,3,1,3,847,1,1,True
2504,2504,12,10,4,1,0,365,1,1,True
2505,2505,12,10,5,0,3,398,1,1,True
2506,2506,12,10,6,0,2,357,1,1,True
2507,2507,12,10,7,0,0,320,1,1,True
2508,2508,12,10,8,1,2,373,1,1,True
2509,2509,12,10,9,1,2,349,1,1,True
2510,2510,12,11,0,0,12,615,13,-2,True
2511,2511,12,11,1,1,-2,366,13,-2,True
2512,2512,12,11,2,0,12,302,13,-2,True
2513,2513,12,11,3,1,-4,326,13,-2,True
2514,2514,12,11,4,0,12,292,13,-2,True
2515,2515,12,11,5,0,14,387,13,-2,True
2516,2516,12,11,6,0,14,323,13,-2,True
2517,2517,12,11,7,0,14,302,13,-2,True
2518,2518,12,11,8,0,13,337,13,-2,True
2519,2519,12,11,9,0,13,334,13,-2,True
2520,2520,12,12,0,0,-2,598,-1,-9,True
2521,2521,12,12,1,1,-8,292,-1,-9,True
2522,2522,12,12,2,0,0,457,-1,-9,True
2523,2523,12,12,3,1,-10,635,-1,-9,True
2524,2524,12,12,4,0,1,279,-1,-9,True
2525,2525,12,12,5,0,-1,268,-1,-9,True
2526,2526,12,12,6,0,0,310,-1,-9,True
2527,2527,12,12,7,0,-1,305,-1,-9,True
2528,2528,12,12,8,0,0,300,-1,-9,True
2529,2529,12,12,9,0,-2,342,-1,-9,True
2530,2530,12,13,0,1,7,3421,21,7,True
2531,2531,12,13,1,0,22,414,21,7,True
2532,2532,12,13,2,0,22,278,21,7,True
2533,2533,12,13,3,0,22,282,21,7,True
2534,2534,12,13,4,0,20,487,21,7,True
2535,2535,12,13,5,0,21,301,21,7,True
2536,2536,12,13,6,0,22,690,21,7,True
2537,2537,12,13,7,0,19,341,21,7,True
2538,2538,12,13,8,0,21,339,21,7,True
2539,2539,12,13,9,0,21,284,21,7,True
2540,2540,12,14,0,0,-6,419,-7,0,True
2541,2541,12,14,1,1,-1,307,-7,0,True
2542,2542,12,14,2,0,-6,334,-7,0,True
2543,2543,12,14,3,1,-2,295,-7,0,True
2544,2544,12,14,4,1,1,276,-7,0,True
2545,2545,12,14,5,1,0,338,-7,0,True
2546,2546,12,14,6,1,0,285,-7,0,True
2547,2547,12,14,7,1,0,332,-7,0,True
2548,2548,12,14,8,1,-1,311,-7,0,True
2549,2549,12,14,9,1,-1,318,-7,0,True
2550,2550,12,15,0,1,-2,438,-11,-3,True
2551,2551,12,15,1,0,-12,310,-11,-3,True
2552,2552,12,15,2,1,-2,395,-11,-3,True
2553,2553,12,15,3,1,-5,317,-11,-3,True
2554,2554,12,15,4,1,-3,387,-11,-3,True
2555,2555,12,15,5,1,-4,281,-11,-3,True
2556,2556,12,15,6,1,-3,308,-11,-3,True
2557,2557,12,15,7,1,-1,270,-11,-3,True
2558,2558,12,15,8,1,-3,340,-11,-3,True
2559,2559,12,15,9,1,-2,310,-11,-3,True
2560,2560,12,16,0,1,1,471,7,1,True
2561,2561,12,16,1,0,8,295,7,1,True
2562,2562,12,16,2,0,6,277,7,1,True
2563,2563,12,16,3,0,8,381,7,1,True
2564,2564,12,16,4,0,8,335,7,1,True
2565,2565,12,16,5,0,8,332,7,1,True
2566,2566,12,16,6,0,7,332,7,1,True
2567,2567,12,16,7,0,7,284,7,1,True
2568,2568,12,16,8,0,7,335,7,1,True
2569,2569,12,16,9,0,8,332,7,1,True
2570,2570,12,17,0,1,3,1621,-14,1,True
2571,2571,12,17,1,0,-15,476,-14,1,True
2572,2572,12,17,2,1,1,303,-14,1,True
2573,2573,12,17,3,1,1,295,-14,1,True
2574,2574,12,17,4,1,2,316,-14,1,True
2575,2575,12,17,5,1,0,300,-14,1,True
2576,2576,12,17,6,1,3,402,-14,1,True
2577,2577,12,17,7,1,0,372,-14,1,True
2578,2578,12,17,8,0,-14,353,-14,1,True
2579,2579,12,17,9,1,3,291,-14,1,True
2580,2580,12,18,0,1,-6,470,-3,-6,True
2581,2581,12,18,1,0,-1,337,-3,-6,True
2582,2582,12,18,2,0,-1,645,-3,-6,True
2583,2583,12,18,3,1,-6,334,-3,-6,True
2584,2584,12,18,4,0,-4,339,-3,-6,True
2585,2585,12,18,5,0,-5,365,-3,-6,True
2586,2586,12,18,6,0,-3,348,-3,-6,True
2587,2587,12,18,7,0,-1,324,-3,-6,True
2588,2588,12,18,8,0,-1,380,-3,-6,True
2589,2589,12,18,9,0,-2,353,-3,-6,True
2590,2590,12,19,0,0,-6,437,-5,-4,True
2591,2591,12,19,1,1,-5,288,-5,-4,True
2592,2592,12,19,2,0,-5,445,-5,-4,True
2593,2593,12,19,3,1,-4,352,-5,-4,True
2594,2594,12,19,4,0,-4,429,-5,-4,True
2595,2595,12,19,5,1,-3,375,-5,-4,True
2596,2596,12,19,6,1,-3,350,-5,-4,True
2597,2597,12,19,7,1,-4,382,-5,-4,True
2598,2598,12,19,8,1,-3,365,-5,-4,True
2599,2599,12,19,9,1,-2,359,-5,-4,True
2600,2600,13,0,0,0,3,1182,1,-22,True
2601,2601,13,0,1,0,3,601,1,-22,True
2602,2602,13,0,2,1,-23,432,1,-22,True
2603,2603,13,0,3,0,1,423,1,-22,True
2604,2604,13,0,4,0,2,307,1,-22,True
2605,2605,13,0,5,0,2,311,1,-22,True
2606,2606,13,0,6,0,0,314,1,-22,True
2607,2607,13,0,7,0,1,472,1,-22,True
2608,2608,13,0,8,0,1,319,1,-22,True
2609,2609,13,0,9,0,1,292,1,-22,True
2610,2610,13,1,0,0,-3,590,-2,7,True
2611,2611,13,1,1,1,6,424,-2,7,True
2612,2612,13,1,2,1,5,319,-2,7,True
2613,2613,13,1,3,1,7,334,-2,7,True
2614,2614,13,1,4,1,8,391,-2,7,True
2615,2615,13,1,5,1,6,387,-2,7,True
2616,2616,13,1,6,1,7,367,-2,7,True
2617,2617,13,1,7,1,6,348,-2,7,True
2618,2618,13,1,8,1,8,361,-2,7,True
2619,2619,13,1,9,1,7,402,-2,7,True
2620,2620,13,2,0,1,13,782,0,11,True
2621,2621,13,2,1,1,11,279,0,11,True
2622,2622,13,2,2,1,10,312,0,11,True
2623,2623,13,2,3,1,12,312,0,11,True
2624,2624,13,2,4,1,10,341,0,11,True
2625,2625,13,2,5,1,11,330,0,11,True
2626,2626,13,2,6,1,11,319,0,11,True
2627,2627,13,2,7,1,9,319,0,11,True
2628,2628,13,2,8,1,11,352,0,11,True
2629,2629,13,2,9,1,12,350,0,11,True
2630,2630,13,3,0,1,3,656,8,3,True
2631,2631,13,3,1,0,8,440,8,3,True
2632,2632,13,3,2,0,7,321,8,3,True
2633,2633,13,3,3,0,7,383,8,3,True
2634,2634,13,3,4,0,9,355,8,3,True
2635,2635,13,3,5,0,9,356,8,3,True
2636,2636,13,3,6,0,8,330,8,3,True
2637,2637,13,3,7,0,9,424,8,3,True
2638,2638,13,3,8,0,9,383,8,3,True
2639,2639,13,3,9,0,8,361,8,3,True
2640,2640,13,4,0,1,8,778,-13,9,True
2641,2641,13,4,1,1,9,388,-13,9,True
2642,2642,13,4,2,1,10,455,-13,9,True
2643,2643,13,4,3,1,9,402,-13,9,True
2644,2644,13,4,4,1,11,368,-13,9,True
2645,2645,13,4,5,1,9,358,-13,9,True
2646,2646,13,4,6,1,10,347,-13,9,True
2647,2647,13,4,7,1,8,360,-13,9,True
2648,2648,13,4,8,1,8,366,-13,9,True
2649,2649,13,4,9,1,9,343,-13,9,True
2650,2650,13,5,0,1,8,372,-17,7,True
2651,2651,13,5,1,0,-17,356,-17,7,True
2652,2652,13,5,2,1,6,372,-17,7,True
2653,2653,13,5,3,1,7,261,-17,7,True
2654,2654,13,5,4,1,5,322,-17,7,True
2655,2655,13,5,5,1,6,284,-17,7,True
2656,2656,13,5,6,1,5,357,-17,7,True
2657,2657,13,5,7,1,7,313,-17,7,True
2658,2658,13,5,8,1,7,329,-17,7,True
2659,2659,13,5,9,1,7,349,-17,7,True
2660,2660,13,6,0,0,-6,956,-6,-8,True
2661,2661,13,6,1,1,-9,347,-6,-8,True
2662,2662,13,6,2,0,-6,489,-6,-8,True
2663,2663,13,6,3,0,-7,381,-6,-8,True
2664,2664,13,6,4,1,-8,320,-6,-8,True
2665,2665,13,6,5,0,-5,364,-6,-8,True
2666,2666,13,6,6,1,-10,329,-6,-8,True
2667,2667,13,6,7,0,-6,362,-6,-8,True
2668,2668,13,6,8,0,-6,312,-6,-8,True
2669,2669,13,6,9,0,-6,348,-6,-8,True
2670,2670,13,7,0,1,3,442,3,3,True
2671,2671,13,7,1,0,3,335,3,3,True
2672,2672,13,7,2,1,3,388,3,3,True
2673,2673,13,7,3,0,4,363,3,3,True
2674,2674,13,7,4,1,3,342,3,3,True
2675,2675,13,7,5,0,4,357,3,3,True
2676,2676,13,7,6,0,4,349,3,3,True
2677,2677,13,7,7,0,3,379,3,3,True
2678,2678,13,7,8,0,2,431,3,3,True
2679,2679,13,7,9,0,3,418,3,3,True
2680,2680,13,8,0,1,-6,543,-3,-7,True
2681,2681,13,8,1,0,-3,383,-3,-7,True
2682,2682,13,8,2,0,-3,367,-3,-7,True
2683,2683,13,8,3,1,-8,460,-3,-7,True
2684,2684,13,8,4,0,-2,435,-3,-7,True
2685,2685,13,8,5,1,-7,403,-3,-7,True
2686,2686,13,8,6,0,-2,455,-3,-7,True
2687,2687,13,8,7,0,-3,483,-3,-7,True
2688,2688,13,8,8,0,-2,360,-3,-7,True
2689,2689,13,8,9,0,-1,345,-3,-7,True
2690,2690,13,9,0,0,1,558,1,7,True
2691,2691,13,9,1,1,7,363,1,7,True
2692,2692,13,9,2,0,1,402,1,7,True
2693,2693,13,9,3,1,8,373,1,7,True
2694,2694,13,9,4,1,7,367,1,7,True
2695,2695,13,9,5,1,7,377,1,7,True
2696,2696,13,9,6,1,8,405,1,7,True
2697,2697,13,9,7,1,7,389,1,7,True
2698,2698,13,9,8,1,7,398,1,7,True
2699,2699,13,9,9,1,10,378,1,7,True
2700,2700,13,10,0,1,1,688,-5,1,True
2701,2701,13,10,1,0,-5,511,-5,1,True
2702,2702,13,10,2,0,-5,398,-5,1,True
2703,2703,13,10,3,1,0,371,-5,1,True
2704,2704,13,10,4,1,0,411,-5,1,True
2705,2705,13,10,5,1,1,297,-5,1,True
2706,2706,13,10,6,1,3,335,-5,1,True
2707,2707,13,10,7,1,1,307,-5,1,True
2708,2708,13,10,8,1,2,301,-5,1,True
2709,2709,13,10,9,1,0,316,-5,1,True
2710,2710,13,11,0,1,16,361,2,15,True
2711,2711,13,11,1,1,17,297,2,15,True
2712,2712,13,11,2,1,13,343,2,15,True
2713,2713,13,11,3,1,15,346,2,15,True
2714,2714,13,11,4,1,16,373,2,15,True
2715,2715,13,11,5,1,15,361,2,15,True
2716,2716,13,11,6,1,16,369,2,15,True
2717,2717,13,11,7,1,13,421,2,15,True
2718,2718,13,11,8,1,15,380,2,15,True
2719,2719,13,11,9,1,15,427,2,15,True
2720,2720,13,12,0,1,9,398,-2,8,True
2721,2721,13,12,1,1,7,357,-2,8,True
2722,2722,13,12,2,1,8,403,-2,8,True
2723,2723,13,12,3,1,8,394,-2,8,True
2724,2724,13,12,4,1,7,289,-2,8,True
2725,2725,13,12,5,1,7,327,-2,8,True
2726,2726,13,12,6,1,7,367,-2,8,True
2727,2727,13,12,7,1,8,408,-2,8,True
2728,2728,13,12,8,1,8,387,-2,8,True
2729,2729,13,12,9,1,8,399,-2,8,True
2730,2730,13,13,0,1,6,700,6,7,True
2731,2731,13,13,1,1,7,379,6,7,True
2732,2732,13,13,2,1,5,378,6,7,True
2733,2733,13,13,3,1,7,358,6,7,True
2734,2734,13,13,4,1,8,365,6,7,True
2735,2735,13,13,5,1,6,364,6,7,True
2736,2736,13,13,6,1,6,379,6,7,True
2737,2737,13,13,7,1,8,355,6,7,True
2738,2738,13,13,8,1,7,359,6,7,True
2739,2739,13,13,9,1,7,367,6,7,True
2740,2740,13,14,0,1,-1,394,-1,1,True
2741,2741,13,14,1,0,-1,450,-1,1,True
2742,2742,13,14,2,1,0,382,-1,1,True
2743,2743,13,14,3,1,1,386,-1,1,True
2744,2744,13,14,4,1,1,343,-1,1,True
2745,2745,13,14,5,1,2,354,-1,1,True
2746,2746,13,14,6,1,4,326,-1,1,True
2747,2747,13,14,7,1,2,297,-1,1,True
2748,2748,13,14,8,1,0,298,-1,1,True
2749,2749,13,14,9,1,1,292,-1,1,True
2750,2750,13,15,0,1,-3,402,0,-4,True
2751,2751,13,15,1,0,0,411,0,-4,True
2752,2752,13,15,2,0,0,345,0,-4,True
2753,2753,13,15,3,0,-2,327,0,-4,True
2754,2754,13,15,4,0,0,787,0,-4,True
2755,2755,13,15,5,0,2,408,0,-4,True
2756,2756,13,15,6,0,2,475,0,-4,True
2757,2757,13,15,7,0,0,349,0,-4,True
2758,2758,13,15,8,0,1,353,0,-4,True
2759,2759,13,15,9,0,1,367,0,-4,True
2760,2760,13,16,0,1,-6,427,-6,-7,True
2761,2761,13,16,1,0,-7,388,-6,-7,True
2762,2762,13,16,2,1,-9,373,-6,-7,True
2763,2763,13,16,3,0,-6,392,-6,-7,True
2764,2764,13,16,4,1,-6,371,-6,-7,True
2765,2765,13,16,5,0,-5,380,-6,-7,True
2766,2766,13,16,6,1,-8,363,-6,-7,True
2767,2767,13,16,7,0,-5,397,-6,-7,True
2768,2768,13,16,8,1,-7,380,-6,-7,True
2769,2769,13,16,9,0,-6,403,-6,-7,True
2770,2770,13,17,0,1,5,379,4,6,True
2771,2771,13,17,1,1,5,368,4,6,True
2772,2772,13,17,2,1,6,344,4,6,True
2773,2773,13,17,3,1,6,386,4,6,True
2774,2774,13,17,4,1,5,382,4,6,True
2775,2775,13,17,5,1,5,364,4,6,True
2776,2776,13,17,6,1,5,367,4,6,True
2777,2777,13,17,7,1,5,345,4,6,True
2778,2778,13,17,8,1,7,357,4,6,True
2779,2779,13,17,9,1,7,394,4,6,True
2780,2780,13,18,0,1,0,341,-4,0,True
2781,2781,13,18,1,1,0,458,-4,0,True
2782,2782,13,18,2,1,0,365,-4,0,True
2783,2783,13,18,3,1,1,348,-4,0,True
2784,2784,13,18,4,1,1,348,-4,0,True
2785,2785,13,18,5,1,0,332,-4,0,True
2786,2786,13,18,6,1,-1,331,-4,0,True
2787,2787,13,18,7,1,2,520,-4,0,True
2788,2788,13,18,8,1,-1,389,-4,0,True
2789,2789,13,18,9,1,0,478,-4,0,True
2790,2790,13,19,0,1,8,733,3,7,True
2791,2791,13,19,1,1,8,304,3,7,True
2792,2792,13,19,2,1,6,489,3,7,True
2793,2793,13,19,3,1,8,326,3,7,True
2794,2794,13,19,4,0,2,564,3,7,True
2795,2795,13,19,5,1,7,355,3,7,True
2796,2796,13,19,6,1,8,369,3,7,True
2797,2797,13,19,7,0,3,496,3,7,True
2798,2798,13,19,8,1,7,366,3,7,True
2799,2799,13,19,9,1,5,413,3,7,True
2800,2800,14,0,0,0,20,1289,20,4,True
2801,2801,14,0,1,1,3,1174,20,4,True
2802,2802,14,0,2,0,20,1166,20,4,True
2803,2803,14,0,3,0,21,488,20,4,True
2804,2804,14,0,4,0,19,886,20,4,True
2805,2805,14,0,5,0,18,567,20,4,True
2806,2806,14,0,6,0,19,456,20,4,True
2807,2807,14,0,7,0,20,711,20,4,True
2808,2808,14,0,8,0,20,519,20,4,True
2809,2809,14,0,9,0,20,480,20,4,True
2810,2810,14,1,0,0,12,1064,11,-9,True
2811,2811,14,1,1,1,-11,455,11,-9,True
2812,2812,14,1,2,0,12,375,11,-9,True
2813,2813,14,1,3,0,10,525,11,-9,True
2814,2814,14,1,4,0,11,407,11,-9,True
2815,2815,14,1,5,0,13,464,11,-9,True
2816,2816,14,1,6,0,10,408,11,-9,True
2817,2817,14,1,7,0,11,495,11,-9,True
2818,2818,14,1,8,0,12,471,11,-9,True
2819,2819,14,1,9,0,10,423,11,-9,True
2820,2820,14,2,0,0,11,849,9,5,True
2821,2821,14,2,1,1,6,449,9,5,True
2822,2822,14,2,2,0,8,438,9,5,True
2823,2823,14,2,3,1,7,462,9,5,True
2824,2824,14,2,4,0,8,414,9,5,True
2825,2825,14,2,5,1,4,440,9,5,True
2826,2826,14,2,6,0,9,414,9,5,True
2827,2827,14,2,7,0,9,457,9,5,True
2828,2828,14,2,8,0,8,428,9,5,True
2829,2829,14,2,9,0,10,439,9,5,True
2830,2830,14,3,0,0,-5,703,-4,4,True
2831,2831,14,3,1,1,5,480,-4,4,True
2832,2832,14,3,2,1,3,454,-4,4,True
2833,2833,14,3,3,1,4,406,-4,4,True
2834,2834,14,3,4,1,3,430,-4,4,True
2835,2835,14,3,5,1,3,496,-4,4,True
2836,2836,14,3,6,1,4,441,-4,4,True
2837,2837,14,3,7,1,5,432,-4,4,True
2838,2838,14,3,8,1,2,449,-4,4,True
2839,2839,14,3,9,1,6,431,-4,4,True
2840,2840,14,4,0,0,-2,983,-2,23,True
2841,2841,14,4,1,1,23,440,-2,23,True
2842,2842,14,4,2,1,22,560,-2,23,True
2843,2843,14,4,3,1,23,471,-2,23,True
2844,2844,14,4,4,1,23,448,-2,23,True
2845,2845,14,4,5,1,22,447,-2,23,True
2846,2846,14,4,6,1,23,385,-2,23,True
2847,2847,14,4,7,1,21,562,-2,23,True
2848,2848,14,4,8,1,23,479,-2,23,True
2849,2849,14,4,9,1,22,481,-2,23,True
2850,2850,14,5,0,0,0,901,1,11,True
2851,2851,14,5,1,1,11,408,1,11,True
2852,2852,14,5,2,1,10,416,1,11,True
2853,2853,14,5,3,1,11,471,1,11,True
2854,2854,14,5,4,1,10,415,1,11,True
2855,2855,14,5,5,1,11,369,1,11,True
2856,2856,14,5,6,1,11,560,1,11,True
2857,2857,14,5,7,1,13,408,1,11,True
2858,2858,14,5,8,1,10,408,1,11,True
2859,2859,14,5,9,1,10,416,1,11,True
2860,2860,14,6,0,0,7,896,8,13,True
2861,2861,14,6,1,1,14,407,8,13,True
2862,2862,14,6,2,1,13,784,8,13,True
2863,2863,14,6,3,1,13,425,8,13,True
2864,2864,14,6,4,1,12,424,8,13,True
2865,2865,14,6,5,1,12,431,8,13,True
2866,2866,14,6,6,1,14,429,8,13,True
2867,2867,14,6,7,1,13,415,8,13,True
2868,2868,14,6,8,1,13,360,8,13,True
2869,2869,14,6,9,1,13,400,8,13,True
2870,2870,14,7,0,0,-2,1070,-3,-9,True
2871,2871,14,7,1,1,-11,349,-3,-9,True
2872,2872,14,7,2,0,-4,384,-3,-9,True
2873,2873,14,7,3,1,-9,400,-3,-9,True
2874,2874,14,7,4,0,-2,375,-3,-9,True
2875,2875,14,7,5,0,-3,398,-3,-9,True
2876,2876,14,7,6,0,-2,375,-3,-9,True
2877,2877,14,7,7,0,-4,376,-3,-9,True
2878,2878,14,7,8,0,-3,393,-3,-9,True
2879,2879,14,7,9,0,-3,360,-3,-9,True
2880,2880,14,8,0,0,-3,610,-2,-5,True
2881,2881,14,8,1,1,-5,368,-2,-5,True
2882,2882,14,8,2,0,-3,376,-2,-5,True
2883,2883,14,8,3,1,-5,392,-2,-5,True
2884,2884,14,8,4,0,-2,384,-2,-5,True
2885,2885,14,8,5,0,-2,319,-2,-5,True
2886,2886,14,8,6,0,-4,302,-2,-5,True
2887,2887,14,8,7,0,-1,336,-2,-5,True
2888,2888,14,8,8,0,-4,350,-2,-5,True
2889,2889,14,8,9,0,-1,341,-2,-5,True
2890,2890,14,9,0,0,0,656,1,-6,True
2891,2891,14,9,1,1,-6,897,1,-6,True
2892,2892,14,9,2,0,1,382,1,-6,True
2893,2893,14,9,3,1,-8,406,1,-6,True
2894,2894,14,9,4,0,1,391,1,-6,True
2895,2895,14,9,5,0,1,335,1,-6,True
2896,2896,14,9,6,0,0,344,1,-6,True
2897,2897,14,9,7,0,2,400,1,-6,True
2898,2898,14,9,8,0,0,871,1,-6,True
2899,2899,14,9,9,0,1,439,1,-6,True
2900,2900,14,10,0,0,-1,960,-1,8,True
2901,2901,14,10,1,1,7,423,-1,8,True
2902,2902,14,10,2,1,9,367,-1,8,True
2903,2903,14,10,3,1,9,385,-1,8,True
2904,2904,14,10,4,1,9,368,-1,8,True
2905,2905,14,10,5,1,8,400,-1,8,True
2906,2906,14,10,6,1,8,374,-1,8,True
2907,2907,14,10,7,1,7,361,-1,8,True
2908,2908,14,10,8,1,8,365,-1,8,True
2909,2909,14,10,9,1,7,391,-1,8,True
2910,2910,14,11,0,0,16,1264,16,-2,True
2911,2911,14,11,1,1,-1,641,16,-2,True
2912,2912,14,11,2,0,17,361,16,-2,True
2913,2913,14,11,3,0,15,361,16,-2,True
2914,2914,14,11,4,0,16,392,16,-2,True
2915,2915,14,11,5,0,16,383,16,-2,True
2916,2916,14,11,6,0,16,326,16,-2,True
2917,2917,14,11,7,0,16,360,16,-2,True
2918,2918,14,11,8,0,16,366,16,-2,True
2919,2919,14,11,9,0,17,392,16,-2,True
2920,2920,14,12,0,0,12,640,12,-8,True
2921,2921,14,12,1,0,12,560,12,-8,True
2922,2922,14,12,2,0,11,416,12,-8,True
2923,2923,14,12,3,0,13,368,12,-8,True
2924,2924,14,12,4,0,11,368,12,-8,True
2925,2925,14,12,5,0,13,385,12,-8,True
2926,2926,14,12,6,0,13,417,12,-8,True
2927,2927,14,12,7,0,12,390,12,-8,True
2928,2928,14,12,8,0,14,359,12,-8,True
2929,2929,14,12,9,0,11,399,12,-8,True
2930,2930,14,13,0,0,15,641,14,1,True
2931,2931,14,13,1,0,14,353,14,1,True
2932,2932,14,13,2,0,14,385,14,1,True
2933,2933,14,13,3,0,13,448,14,1,True
2934,2934,14,13,4,0,16,398,14,1,True
2935,2935,14,13,5,0,14,455,14,1,True
2936,2936,14,13,6,0,13,424,14,1,True
