,Unnamed: 0,participant,task,trial,choice,reward,x0,x1,target,time,is_training
1787,1787,5,28,7,0,1.0,0.75,0.06,0,3052530.0,True
1788,1788,5,28,8,1,1.0,-0.66,-0.65,1,3056854.0,True
1789,1789,5,28,9,0,1.0,0.71,0.13,0,3060383.0,True
1790,1790,5,29,0,1,-1.0,-1.1,0.07,0,3084843.0,True
1791,1791,5,29,1,1,1.0,1.34,0.88,1,3098159.0,True
1792,1792,5,29,2,1,1.0,0.19,0.16,1,3102620.0,True
1793,1793,5,29,3,0,1.0,-1.64,-2.52,0,3106506.0,True
1794,1794,5,29,4,0,1.0,-1.54,0.3,0,3110562.0,True
1795,1795,5,29,5,0,1.0,-0.15,-0.8,0,3114583.0,True
1796,1796,5,29,6,0,1.0,-0.07,-0.58,0,3118963.0,True
1797,1797,5,29,7,1,1.0,1.6,1.33,1,3123073.0,True
1798,1798,5,29,8,1,1.0,0.89,-0.66,1,3126748.0,True
1799,1799,5,29,9,1,-1.0,-0.35,-0.14,0,3131247.0,True
1800,1800,6,0,0,1,1.0,-0.24,1.1,1,255550.0,True
1801,1801,6,0,1,0,-1.0,-0.8,-1.12,1,262139.0,True
1802,1802,6,0,2,1,1.0,-1.22,0.47,1,270578.0,True
1803,1803,6,0,3,0,-1.0,-0.25,-0.74,1,276658.0,True
1804,1804,6,0,4,0,-1.0,-1.61,-0.39,1,281568.0,True
1805,1805,6,0,5,0,-1.0,-1.72,-0.03,1,287164.0,True
1806,1806,6,0,6,0,-1.0,-2.06,-1.09,1,291806.0,True
1807,1807,6,0,7,1,-1.0,0.24,-0.48,0,296912.0,True
1808,1808,6,0,8,0,-1.0,-0.7,-1.43,1,301472.0,True
1809,1809,6,0,9,1,-1.0,-0.7,0.39,0,307658.0,True
1810,1810,6,1,0,1,1.0,-1.66,0.33,1,348274.0,True
1811,1811,6,1,1,1,-1.0,-0.28,-1.33,0,355356.0,True
1812,1812,6,1,2,1,1.0,-0.91,1.04,1,366073.0,True
1813,1813,6,1,3,1,-1.0,-1.69,-1.58,0,370470.0,True
1814,1814,6,1,4,1,1.0,-1.73,1.11,1,375069.0,True
1815,1815,6,1,5,1,-1.0,-2.8,-0.89,0,379010.0,True
1816,1816,6,1,6,0,1.0,1.28,-0.42,0,382881.0,True
1817,1817,6,1,7,0,-1.0,1.03,2.35,1,386896.0,True
1818,1818,6,1,8,1,-1.0,-0.1,-0.12,0,390919.0,True
1819,1819,6,1,9,0,1.0,1.28,-1.55,0,394837.0,True
1820,1820,6,2,0,0,-1.0,0.74,0.28,1,423336.0,True
1821,1821,6,2,1,0,1.0,-0.04,0.49,0,428349.0,True
1822,1822,6,2,2,0,1.0,-1.02,-2.08,0,432690.0,True
1823,1823,6,2,3,1,1.0,1.14,0.99,1,436884.0,True
1824,1824,6,2,4,1,1.0,1.18,1.74,1,441272.0,True
1825,1825,6,2,5,0,1.0,-0.33,-1.32,0,446063.0,True
1826,1826,6,2,6,1,-1.0,0.08,1.15,0,450108.0,True
1827,1827,6,2,7,0,1.0,-3.02,-3.11,0,453668.0,True
1828,1828,6,2,8,0,1.0,-1.8,-1.67,0,457092.0,True
1829,1829,6,2,9,0,1.0,-0.06,0.69,0,460821.0,True
1830,1830,6,3,0,1,1.0,0.9,-0.19,1,479856.0,True
1831,1831,6,3,1,0,1.0,-0.24,0.05,0,490607.0,True
1832,1832,6,3,2,0,1.0,-2.36,3.3,0,496107.0,True
1833,1833,6,3,3,0,-1.0,-0.12,0.71,1,500259.0,True
1834,1834,6,3,4,0,-1.0,-0.54,3.0,1,504759.0,True
1835,1835,6,3,5,0,1.0,-0.55,0.64,0,509553.0,True
1836,1836,6,3,6,1,1.0,0.71,-0.25,1,514740.0,True
1837,1837,6,3,7,1,1.0,1.43,-1.06,1,520098.0,True
1838,1838,6,3,8,0,1.0,-1.38,-1.08,0,531284.0,True
1839,1839,6,3,9,0,1.0,-1.71,3.46,0,535308.0,True
1840,1840,6,4,0,1,-1.0,-2.58,1.8,0,554054.0,True
1841,1841,6,4,1,0,-1.0,-0.2,-0.64,1,562578.0,True
1842,1842,6,4,2,1,1.0,1.72,2.07,1,566467.0,True
1843,1843,6,4,3,1,-1.0,0.85,1.43,0,571357.0,True
1844,1844,6,4,4,1,-1.0,0.64,1.15,0,574888.0,True
1845,1845,6,4,5,0,-1.0,-2.13,-3.67,1,579814.0,True
1846,1846,6,4,6,1,1.0,0.7,-1.12,1,584511.0,True
1847,1847,6,4,7,1,-1.0,0.05,1.48,0,588735.0,True
1848,1848,6,4,8,1,1.0,0.45,0.06,1,593317.0,True
1849,1849,6,4,9,0,1.0,-1.52,-0.81,0,598008.0,True
1850,1850,6,5,0,1,-1.0,0.19,1.79,0,617933.0,True
1851,1851,6,5,1,0,1.0,0.36,-0.33,0,622536.0,True
1852,1852,6,5,2,1,1.0,-1.76,0.32,1,626480.0,True
1853,1853,6,5,3,1,1.0,-1.37,-1.79,1,632129.0,True
1854,1854,6,5,4,0,1.0,1.08,-1.49,0,635959.0,True
1855,1855,6,5,5,1,1.0,-0.41,0.42,1,640482.0,True
1856,1856,6,5,6,1,1.0,-2.66,-0.84,1,645867.0,True
1857,1857,6,5,7,0,1.0,0.75,0.06,0,650821.0,True
1858,1858,6,5,8,1,1.0,-0.66,-0.65,1,656369.0,True
1859,1859,6,5,9,0,1.0,0.71,0.13,0,662398.0,True
1860,1860,6,6,0,0,-1.0,1.22,-1.52,1,678834.0,True
1861,1861,6,6,1,1,1.0,0.2,0.05,1,683052.0,True
1862,1862,6,6,2,1,1.0,1.06,-0.12,1,687033.0,True
1863,1863,6,6,3,1,-1.0,0.33,2.34,0,691032.0,True
1864,1864,6,6,4,1,1.0,1.1,-0.21,1,695252.0,True
1865,1865,6,6,5,0,1.0,-0.26,1.99,0,700076.0,True
1866,1866,6,6,6,0,1.0,-0.73,-0.5,0,703867.0,True
1867,1867,6,6,7,1,1.0,1.47,-1.75,1,708073.0,True
1868,1868,6,6,8,0,1.0,-1.08,-0.39,0,711537.0,True
1869,1869,6,6,9,1,1.0,0.74,0.42,1,715153.0,True
1870,1870,6,7,0,0,-1.0,-1.01,-0.75,1,730111.0,True
1871,1871,6,7,1,0,1.0,2.61,-2.55,0,734548.0,True
1872,1872,6,7,2,1,1.0,-2.33,1.42,1,739058.0,True
1873,1873,6,7,3,1,1.0,-0.41,-1.43,1,742206.0,True
1874,1874,6,7,4,0,1.0,0.47,-0.23,0,746835.0,True
1875,1875,6,7,5,1,1.0,-1.16,0.25,1,749807.0,True
1876,1876,6,7,6,1,1.0,-1.18,0.89,1,753446.0,True
1877,1877,6,7,7,1,1.0,-1.14,0.51,1,756395.0,True
1878,1878,6,7,8,0,-1.0,0.32,-0.93,1,759755.0,True
1879,1879,6,7,9,0,1.0,3.02,-1.59,0,763358.0,True
1880,1880,6,8,0,1,-1.0,-1.1,0.07,0,778399.0,True
1881,1881,6,8,1,0,-1.0,1.34,0.88,1,781764.0,True
1882,1882,6,8,2,0,-1.0,0.19,0.16,1,787490.0,True
1883,1883,6,8,3,0,1.0,-1.64,-2.52,0,791680.0,True
1884,1884,6,8,4,0,1.0,-1.54,0.3,0,795827.0,True
1885,1885,6,8,5,0,1.0,-0.15,-0.8,0,801561.0,True
1886,1886,6,8,6,0,1.0,-0.07,-0.58,0,805411.0,True
1887,1887,6,8,7,0,-1.0,1.6,1.33,1,809081.0,True
1888,1888,6,8,8,1,1.0,0.89,-0.66,1,812811.0,True
1889,1889,6,8,9,1,-1.0,-0.35,-0.14,0,816710.0,True
1890,1890,6,9,0,1,-1.0,-1.14,0.59,0,831398.0,True
1891,1891,6,9,1,1,1.0,0.75,-2.07,1,836184.0,True
1892,1892,6,9,2,0,1.0,0.2,1.57,0,839718.0,True
1893,1893,6,9,3,1,-1.0,2.93,-1.45,0,844228.0,True
1894,1894,6,9,4,0,-1.0,-1.26,0.52,1,848106.0,True
1895,1895,6,9,5,0,-1.0,-0.97,-1.4,1,852768.0,True
1896,1896,6,9,6,0,-1.0,-1.34,0.83,1,857301.0,True
1897,1897,6,9,7,1,-1.0,1.97,-0.05,0,861025.0,True
1898,1898,6,9,8,1,-1.0,1.62,1.02,0,864810.0,True
1899,1899,6,9,9,0,1.0,0.27,0.15,0,869277.0,True
1900,1900,6,10,0,1,-1.0,1.61,0.32,0,888866.0,True
1901,1901,6,10,1,0,1.0,1.38,0.31,0,892098.0,True
1902,1902,6,10,2,1,1.0,-0.09,0.07,1,897912.0,True
1903,1903,6,10,3,1,1.0,-3.05,1.35,1,902833.0,True
1904,1904,6,10,4,1,1.0,-0.4,0.32,1,906587.0,True
1905,1905,6,10,5,0,1.0,0.49,0.18,0,910901.0,True
1906,1906,6,10,6,0,1.0,1.9,-0.59,0,914571.0,True
1907,1907,6,10,7,1,1.0,-1.31,0.58,1,917910.0,True
1908,1908,6,10,8,1,-1.0,1.66,-0.78,0,921407.0,True
1909,1909,6,10,9,1,1.0,-2.56,-3.29,1,924834.0,True
1910,1910,6,11,0,1,1.0,1.58,-2.55,1,936947.0,True
1911,1911,6,11,1,0,1.0,-0.31,0.2,0,942272.0,True
1912,1912,6,11,2,0,1.0,-0.47,-0.56,0,947026.0,True
1913,1913,6,11,3,0,-1.0,-0.53,2.16,1,952644.0,True
1914,1914,6,11,4,0,1.0,-2.74,-0.11,0,956589.0,True
1915,1915,6,11,5,1,1.0,-0.4,2.5,1,959844.0,True
1916,1916,6,11,6,0,1.0,-0.85,-0.64,0,963591.0,True
1917,1917,6,11,7,1,1.0,0.13,0.73,1,966877.0,True
1918,1918,6,11,8,1,-1.0,-0.88,0.28,0,970420.0,True
1919,1919,6,11,9,0,-1.0,0.81,-0.06,1,974130.0,True
1920,1920,6,12,0,1,1.0,-1.51,-1.98,1,986167.0,True
1921,1921,6,12,1,1,1.0,-1.65,-2.58,1,989883.0,True
1922,1922,6,12,2,1,1.0,0.01,-0.33,1,994210.0,True
1923,1923,6,12,3,0,1.0,2.89,2.25,0,997856.0,True
1924,1924,6,12,4,0,1.0,-0.65,0.5,0,1000846.0,True
1925,1925,6,12,5,0,1.0,1.71,1.01,0,1003885.0,True
1926,1926,6,12,6,1,1.0,-4.35,-3.19,1,1006882.0,True
1927,1927,6,12,7,1,-1.0,-0.2,-0.1,0,1010015.0,True
1928,1928,6,12,8,1,-1.0,-2.5,-0.31,0,1013039.0,True
1929,1929,6,12,9,0,1.0,0.09,0.76,0,1016197.0,True
1930,1930,6,13,0,1,-1.0,-1.16,-0.46,0,1032934.0,True
1931,1931,6,13,1,0,1.0,-1.35,-2.22,0,1036388.0,True
1932,1932,6,13,2,0,1.0,-0.77,-2.64,0,1040014.0,True
1933,1933,6,13,3,1,1.0,0.4,0.79,1,1043246.0,True
1934,1934,6,13,4,0,1.0,-3.19,-4.62,0,1046643.0,True
1935,1935,6,13,5,1,1.0,1.18,-0.51,1,1051199.0,True
1936,1936,6,13,6,0,1.0,-0.44,0.18,0,1055682.0,True
1937,1937,6,13,7,0,-1.0,-0.05,-0.51,1,1058955.0,True
1938,1938,6,13,8,1,1.0,0.23,0.76,1,1062120.0,True
1939,1939,6,13,9,1,1.0,0.02,-0.19,1,1065344.0,True
1940,1940,6,14,0,0,1.0,-0.92,-0.16,0,1078267.0,True
1941,1941,6,14,1,1,1.0,1.02,0.32,1,1082956.0,True
1942,1942,6,14,2,0,1.0,-2.11,-1.2,0,1086228.0,True
1943,1943,6,14,3,1,-1.0,0.65,-1.28,0,1090574.0,True
1944,1944,6,14,4,0,1.0,-2.43,-1.6,0,1093584.0,True
1945,1945,6,14,5,0,1.0,0.81,-1.26,0,1096766.0,True
1946,1946,6,14,6,0,1.0,-1.46,-1.98,0,1099817.0,True
1947,1947,6,14,7,0,1.0,-0.71,-0.5,0,1102718.0,True
1948,1948,6,14,8,0,1.0,-3.55,-2.56,0,1105640.0,True
1949,1949,6,14,9,1,1.0,3.05,2.03,1,1108626.0,True
1950,1950,6,15,0,0,1.0,-2.03,0.92,0,1124707.0,True
1951,1951,6,15,1,0,1.0,-1.11,1.54,0,1127838.0,True
1952,1952,6,15,2,1,1.0,1.01,0.38,1,1131171.0,True
1953,1953,6,15,3,1,-1.0,1.94,0.83,0,1134900.0,True
1954,1954,6,15,4,0,1.0,-0.08,2.16,0,1139021.0,True
1955,1955,6,15,5,0,-1.0,-2.79,-1.17,1,1142528.0,True
1956,1956,6,15,6,1,1.0,0.66,-1.61,1,1146198.0,True
1957,1957,6,15,7,0,-1.0,-0.21,-0.28,1,1149767.0,True
1958,1958,6,15,8,0,1.0,-1.79,1.2,0,1154261.0,True
1959,1959,6,15,9,0,-1.0,-1.15,-0.91,1,1157552.0,True
1960,1960,6,16,0,1,-1.0,-2.21,2.69,0,1173386.0,True
1961,1961,6,16,1,1,1.0,1.3,-2.0,1,1177611.0,True
1962,1962,6,16,2,1,1.0,2.97,-2.34,1,1183034.0,True
1963,1963,6,16,3,1,-1.0,1.16,-1.04,0,1186340.0,True
1964,1964,6,16,4,0,1.0,-1.9,1.63,0,1190134.0,True
1965,1965,6,16,5,0,1.0,-0.66,0.41,0,1194361.0,True
1966,1966,6,16,6,1,-1.0,0.34,0.5,0,1199754.0,True
1967,1967,6,16,7,0,1.0,-3.91,3.49,0,1202911.0,True
1968,1968,6,16,8,0,-1.0,2.03,-2.23,1,1207836.0,True
1969,1969,6,16,9,1,1.0,-0.74,0.41,1,1213091.0,True
1970,1970,6,17,0,0,1.0,2.02,3.36,0,1225291.0,True
1971,1971,6,17,1,0,1.0,2.21,0.46,0,1228703.0,True
1972,1972,6,17,2,0,1.0,1.21,-0.53,0,1232995.0,True
1973,1973,6,17,3,0,1.0,0.48,-1.14,0,1236182.0,True
1974,1974,6,17,4,0,1.0,0.93,-2.85,0,1239737.0,True
1975,1975,6,17,5,1,1.0,-1.82,0.09,1,1245070.0,True
1976,1976,6,17,6,0,1.0,0.33,0.54,0,1248454.0,True
1977,1977,6,17,7,1,1.0,-0.39,-0.27,1,1252134.0,True
1978,1978,6,17,8,1,1.0,-0.33,-0.91,1,1256437.0,True
1979,1979,6,17,9,1,1.0,-3.12,-1.08,1,1260640.0,True
1980,1980,6,18,0,0,1.0,1.26,-1.48,0,1273984.0,True
1981,1981,6,18,1,1,-1.0,-1.16,-2.48,0,1277989.0,True
1982,1982,6,18,2,1,1.0,-0.08,0.94,1,1281163.0,True
1983,1983,6,18,3,1,-1.0,-2.02,0.62,0,1284295.0,True
1984,1984,6,18,4,0,-1.0,1.48,1.06,1,1287769.0,True
1985,1985,6,18,5,1,1.0,0.4,0.28,1,1292348.0,True
1986,1986,6,18,6,1,1.0,-0.39,1.99,1,1296148.0,True
1987,1987,6,18,7,1,-1.0,-0.39,-2.38,0,1300635.0,True
1988,1988,6,18,8,0,-1.0,2.06,1.5,1,1304864.0,True
1989,1989,6,18,9,1,1.0,1.7,1.33,1,1310760.0,True
1990,1990,6,19,0,1,1.0,-1.46,-1.73,1,1323066.0,True
1991,1991,6,19,1,1,1.0,-0.44,0.16,1,1327932.0,True
1992,1992,6,19,2,1,1.0,-0.81,0.37,1,1332766.0,True
1993,1993,6,19,3,0,1.0,1.84,-0.19,0,1337008.0,True
1994,1994,6,19,4,1,1.0,-1.3,-1.44,1,1340774.0,True
1995,1995,6,19,5,1,1.0,-2.96,-1.33,1,1344111.0,True
1996,1996,6,19,6,1,-1.0,-0.09,1.06,0,1348185.0,True
1997,1997,6,19,7,0,1.0,0.2,1.54,0,1351744.0,True
1998,1998,6,19,8,1,1.0,-0.55,-1.14,1,1355100.0,True
1999,1999,6,19,9,0,1.0,0.92,-0.63,0,1358673.0,True
2000,2000,6,20,0,1,1.0,-0.05,0.23,1,1373079.0,True
2001,2001,6,20,1,0,-1.0,2.47,-0.08,1,1377643.0,True
2002,2002,6,20,2,0,-1.0,1.36,0.83,1,1381955.0,True
2003,2003,6,20,3,0,-1.0,4.12,-0.95,1,1386375.0,True
2004,2004,6,20,4,0,-1.0,1.2,0.49,1,1390235.0,True
2005,2005,6,20,5,0,1.0,-0.74,-0.18,0,1393751.0,True
2006,2006,6,20,6,1,1.0,-0.48,1.9,1,1398641.0,True
2007,2007,6,20,7,0,1.0,2.92,-1.36,0,1401633.0,True
2008,2008,6,20,8,0,1.0,-2.16,-0.16,0,1404616.0,True
2009,2009,6,20,9,0,1.0,2.25,-1.3,0,1408106.0,True
2010,2010,6,21,0,1,-1.0,1.75,0.51,0,1425229.0,True
2011,2011,6,21,1,0,1.0,1.65,-0.29,0,1429524.0,True
2012,2012,6,21,2,1,1.0,-0.9,1.59,1,1433337.0,True
2013,2013,6,21,3,0,1.0,2.02,0.6,0,1437498.0,True
2014,2014,6,21,4,1,1.0,-0.2,-1.35,1,1441632.0,True
2015,2015,6,21,5,0,1.0,2.72,-1.88,0,1445506.0,True
2016,2016,6,21,6,0,1.0,1.18,0.72,0,1449000.0,True
2017,2017,6,21,7,0,1.0,0.01,1.42,0,1453035.0,True
2018,2018,6,21,8,0,1.0,0.24,3.15,0,1456620.0,True
2019,2019,6,21,9,1,1.0,-1.24,-0.4,1,1459873.0,True
2020,2020,6,22,0,1,1.0,-1.8,-0.15,1,1472275.0,True
2021,2021,6,22,1,0,1.0,0.89,1.51,0,1475915.0,True
2022,2022,6,22,2,0,1.0,2.28,1.8,0,1479135.0,True
2023,2023,6,22,3,0,1.0,1.4,0.11,0,1483193.0,True
2024,2024,6,22,4,1,1.0,-0.31,-2.84,1,1486906.0,True
2025,2025,6,22,5,1,1.0,-0.65,-0.98,1,1490180.0,True
2026,2026,6,22,6,1,1.0,-1.89,0.54,1,1494103.0,True
2027,2027,6,22,7,0,-1.0,-0.32,-0.27,1,1499049.0,True
2028,2028,6,22,8,1,-1.0,-0.4,-0.4,0,1503175.0,True
2029,2029,6,22,9,1,1.0,-0.44,-0.73,1,1507214.0,True
2030,2030,6,23,0,1,-1.0,1.21,0.36,0,1520092.0,True
2031,2031,6,23,1,1,1.0,-1.98,-0.21,1,1523271.0,True
2032,2032,6,23,2,0,1.0,1.31,-0.57,0,1526837.0,True
2033,2033,6,23,3,0,1.0,0.2,-0.18,0,1530521.0,True
2034,2034,6,23,4,0,-1.0,-1.09,-1.6,1,1533945.0,True
2035,2035,6,23,5,0,1.0,0.4,-0.41,0,1537534.0,True
2036,2036,6,23,6,0,1.0,0.44,0.09,0,1541448.0,True
2037,2037,6,23,7,1,1.0,-1.31,-1.83,1,1546862.0,True
2038,2038,6,23,8,1,1.0,-0.93,-1.24,1,1551207.0,True
2039,2039,6,23,9,1,1.0,0.38,1.43,1,1555645.0,True
2040,2040,6,24,0,0,1.0,1.82,-0.97,0,1568454.0,True
2041,2041,6,24,1,1,1.0,-1.93,0.15,1,1572172.0,True
2042,2042,6,24,2,0,-1.0,0.26,0.69,1,1575619.0,True
2043,2043,6,24,3,0,1.0,2.63,0.05,0,1580094.0,True
2044,2044,6,24,4,0,1.0,0.91,-1.88,0,1583726.0,True
2045,2045,6,24,5,1,-1.0,-1.17,-0.81,0,1587308.0,True
2046,2046,6,24,6,0,1.0,-1.43,-1.7,0,1590283.0,True
2047,2047,6,24,7,0,1.0,-1.78,-1.01,0,1593335.0,True
2048,2048,6,24,8,1,1.0,-1.02,-0.24,1,1596592.0,True
2049,2049,6,24,9,0,1.0,0.94,0.23,0,1600058.0,True
2050,2050,6,25,0,0,1.0,0.26,-1.11,0,1611552.0,True
2051,2051,6,25,1,0,-1.0,1.54,2.06,1,1615251.0,True
2052,2052,6,25,2,0,-1.0,0.08,1.65,1,1620234.0,True
2053,2053,6,25,3,1,1.0,0.14,1.37,1,1623438.0,True
2054,2054,6,25,4,1,1.0,-0.34,0.72,1,1626859.0,True
2055,2055,6,25,5,0,-1.0,0.19,-0.11,1,1630042.0,True
2056,2056,6,25,6,1,1.0,1.33,0.17,1,1633131.0,True
2057,2057,6,25,7,0,1.0,-0.91,-2.08,0,1636310.0,True
2058,2058,6,25,8,1,1.0,3.11,0.09,1,1640452.0,True
2059,2059,6,25,9,0,1.0,-1.51,-1.11,0,1644438.0,True
2060,2060,6,26,0,0,1.0,0.05,-1.56,0,1659289.0,True
2061,2061,6,26,1,0,1.0,-2.46,-2.12,0,1663567.0,True
2062,2062,6,26,2,0,1.0,-1.61,0.26,0,1668882.0,True
2063,2063,6,26,3,1,1.0,0.98,0.43,1,1672268.0,True
2064,2064,6,26,4,0,1.0,-1.12,-1.27,0,1676543.0,True
2065,2065,6,26,5,0,1.0,-0.26,-1.26,0,1680288.0,True
2066,2066,6,26,6,0,1.0,-1.56,-2.0,0,1684161.0,True
2067,2067,6,26,7,1,1.0,0.01,0.31,1,1687832.0,True
2068,2068,6,26,8,1,1.0,0.84,1.53,1,1692691.0,True
2069,2069,6,26,9,1,1.0,2.66,0.41,1,1696194.0,True
2070,2070,6,27,0,1,1.0,-1.92,-0.64,1,1708068.0,True
2071,2071,6,27,1,1,1.0,-0.3,-2.2,1,1712418.0,True
2072,2072,6,27,2,1,1.0,-1.5,-1.06,1,1715454.0,True
2073,2073,6,27,3,0,1.0,1.01,0.07,0,1718699.0,True
2074,2074,6,27,4,1,1.0,-2.04,1.0,1,1722074.0,True
2075,2075,6,27,5,1,-1.0,-0.53,0.53,0,1725065.0,True
2076,2076,6,27,6,0,-1.0,0.09,-2.64,1,1728429.0,True
2077,2077,6,27,7,1,1.0,-1.72,-1.24,1,1731435.0,True
2078,2078,6,27,8,0,1.0,0.98,0.37,0,1734571.0,True
2079,2079,6,27,9,0,1.0,0.64,1.67,0,1737863.0,True
2080,2080,6,28,0,1,-1.0,-3.25,2.35,0,1748789.0,True
2081,2081,6,28,1,1,1.0,0.25,-1.28,1,1753212.0,True
2082,2082,6,28,2,0,1.0,-2.46,2.77,0,1756777.0,True
2083,2083,6,28,3,0,-1.0,-0.06,-0.92,1,1760685.0,True
2084,2084,6,28,4,1,1.0,0.98,-0.93,1,1763776.0,True
2085,2085,6,28,5,0,1.0,-0.56,0.69,0,1766778.0,True
2086,2086,6,28,6,1,1.0,2.66,-0.06,1,1771241.0,True
2087,2087,6,28,7,0,1.0,-1.27,1.53,0,1774089.0,True
2088,2088,6,28,8,1,1.0,-0.01,-0.83,1,1777163.0,True
2089,2089,6,28,9,0,1.0,-1.19,1.02,0,1783132.0,True
2090,2090,6,29,0,1,1.0,-0.99,-1.97,1,1797520.0,True
2091,2091,6,29,1,0,1.0,0.85,2.06,0,1800832.0,True
2092,2092,6,29,2,1,1.0,-2.78,-0.81,1,1803660.0,True
2093,2093,6,29,3,0,1.0,1.84,-0.44,0,1806356.0,True
2094,2094,6,29,4,1,-1.0,-0.68,0.49,0,1809074.0,True
2095,2095,6,29,5,1,1.0,0.57,-2.52,1,1811817.0,True
2096,2096,6,29,6,1,1.0,-0.53,-2.01,1,1814690.0,True
2097,2097,6,29,7,0,1.0,0.33,0.6,0,1817720.0,True
2098,2098,6,29,8,1,1.0,-0.1,-0.91,1,1820736.0,True
2099,2099,6,29,9,1,1.0,-1.82,-2.76,1,1823506.0,True
2100,2100,7,0,0,1,-1.0,-1.16,-0.46,0,675663.0,True
2101,2101,7,0,1,0,1.0,-1.35,-2.22,0,680253.0,True
2102,2102,7,0,2,0,1.0,-0.77,-2.64,0,684338.0,True
2103,2103,7,0,3,1,1.0,0.4,0.79,1,688290.0,True
2104,2104,7,0,4,0,1.0,-3.19,-4.62,0,691646.0,True
2105,2105,7,0,5,1,1.0,1.18,-0.51,1,694753.0,True
2106,2106,7,0,6,0,1.0,-0.44,0.18,0,698224.0,True
2107,2107,7,0,7,0,-1.0,-0.05,-0.51,1,701635.0,True
2108,2108,7,0,8,1,1.0,0.23,0.76,1,706721.0,True
2109,2109,7,0,9,1,1.0,0.02,-0.19,1,712038.0,True
2110,2110,7,1,0,1,-1.0,-2.03,0.92,0,732242.0,True
2111,2111,7,1,1,0,1.0,-1.11,1.54,0,736070.0,True
2112,2112,7,1,2,1,1.0,1.01,0.38,1,739804.0,True
2113,2113,7,1,3,1,-1.0,1.94,0.83,0,744958.0,True
2114,2114,7,1,4,0,1.0,-0.08,2.16,0,749091.0,True
2115,2115,7,1,5,0,-1.0,-2.79,-1.17,1,754626.0,True
2116,2116,7,1,6,1,1.0,0.66,-1.61,1,758804.0,True
2117,2117,7,1,7,0,-1.0,-0.21,-0.28,1,764761.0,True
2118,2118,7,1,8,0,1.0,-1.79,1.2,0,769722.0,True
2119,2119,7,1,9,1,1.0,-1.15,-0.91,1,773479.0,True
2120,2120,7,2,0,0,-1.0,-0.05,0.23,1,792190.0,True
2121,2121,7,2,1,0,-1.0,2.47,-0.08,1,799283.0,True
2122,2122,7,2,2,1,1.0,1.36,0.83,1,802673.0,True
2123,2123,7,2,3,1,1.0,4.12,-0.95,1,807655.0,True
2124,2124,7,2,4,1,1.0,1.2,0.49,1,811046.0,True
2125,2125,7,2,5,0,1.0,-0.74,-0.18,0,814328.0,True
2126,2126,7,2,6,1,1.0,-0.48,1.9,1,818353.0,True
2127,2127,7,2,7,1,-1.0,2.92,-1.36,0,823321.0,True
2128,2128,7,2,8,0,1.0,-2.16,-0.16,0,826985.0,True
2129,2129,7,2,9,0,1.0,2.25,-1.3,0,830968.0,True
2130,2130,7,3,0,0,1.0,1.82,-0.97,0,855237.0,True
2131,2131,7,3,1,1,1.0,-1.93,0.15,1,860709.0,True
2132,2132,7,3,2,1,1.0,0.26,0.69,1,866967.0,True
2133,2133,7,3,3,0,1.0,2.63,0.05,0,872554.0,True
2134,2134,7,3,4,0,1.0,0.91,-1.88,0,876558.0,True
2135,2135,7,3,5,1,-1.0,-1.17,-0.81,0,881655.0,True
2136,2136,7,3,6,1,-1.0,-1.43,-1.7,0,886133.0,True
2137,2137,7,3,7,0,1.0,-1.78,-1.01,0,892645.0,True
2138,2138,7,3,8,1,1.0,-1.02,-0.24,1,899352.0,True
2139,2139,7,3,9,0,1.0,0.94,0.23,0,905360.0,True
2140,2140,7,4,0,0,-1.0,-1.8,-0.15,1,924770.0,True
2141,2141,7,4,1,0,1.0,0.89,1.51,0,929121.0,True
2142,2142,7,4,2,0,1.0,2.28,1.8,0,932839.0,True
2143,2143,7,4,3,0,1.0,1.4,0.11,0,938096.0,True
2144,2144,7,4,4,1,1.0,-0.31,-2.84,1,942476.0,True
2145,2145,7,4,5,1,1.0,-0.65,-0.98,1,945928.0,True
2146,2146,7,4,6,1,1.0,-1.89,0.54,1,951681.0,True
2147,2147,7,4,7,1,1.0,-0.32,-0.27,1,956372.0,True
2148,2148,7,4,8,1,-1.0,-0.4,-0.4,0,962428.0,True
2149,2149,7,4,9,1,1.0,-0.44,-0.73,1,966402.0,True
2150,2150,7,5,0,0,1.0,1.75,0.51,0,986565.0,True
2151,2151,7,5,1,0,1.0,1.65,-0.29,0,990840.0,True
2152,2152,7,5,2,1,1.0,-0.9,1.59,1,994431.0,True
2153,2153,7,5,3,0,1.0,2.02,0.6,0,997630.0,True
2154,2154,7,5,4,1,1.0,-0.2,-1.35,1,1000753.0,True
2155,2155,7,5,5,0,1.0,2.72,-1.88,0,1004030.0,True
2156,2156,7,5,6,0,1.0,1.18,0.72,0,1007243.0,True
2157,2157,7,5,7,0,1.0,0.01,1.42,0,1012226.0,True
2158,2158,7,5,8,0,1.0,0.24,3.15,0,1015853.0,True
2159,2159,7,5,9,1,1.0,-1.24,-0.4,1,1019143.0,True
2160,2160,7,6,0,1,1.0,-0.99,-1.97,1,1034009.0,True
2161,2161,7,6,1,0,1.0,0.85,2.06,0,1037325.0,True
2162,2162,7,6,2,1,1.0,-2.78,-0.81,1,1040610.0,True
2163,2163,7,6,3,0,1.0,1.84,-0.44,0,1044188.0,True
2164,2164,7,6,4,1,-1.0,-0.68,0.49,0,1047396.0,True
