,participant,task,trial,choice,reward,setsize,state,imageseq,folderseq,iterseq,corchoice,key,cor,rt,cond,pcor,delay,subno,is_training
4345,7,2,6,2,0,6,3,0.0,1.0,0.0,1,32.0,0.0,1.465292360999911,1,0.0,,18966.0,True
4346,7,2,7,1,0,6,1,2.0,1.0,1.0,0,31.0,0.0,1.3597240620001685,1,1.0,6.0,18966.0,True
4347,7,2,8,1,1,6,2,3.0,1.0,0.0,1,31.0,1.0,1.6188289510000686,1,0.0,,18966.0,True
4348,7,2,9,0,1,6,1,2.0,1.0,2.0,0,30.0,1.0,0.9916907640001682,1,1.0,8.0,18966.0,True
4349,7,2,10,1,0,6,4,1.0,1.0,1.0,2,31.0,0.0,1.917022395000004,1,0.0,,18966.0,True
4350,7,2,11,0,0,6,5,5.0,1.0,2.0,2,30.0,0.0,0.7527033129999836,1,0.0,,18966.0,True
4351,7,2,12,2,0,6,3,0.0,1.0,1.0,1,32.0,0.0,0.9411859750000532,1,0.0,,18966.0,True
4352,7,2,13,0,1,6,0,4.0,1.0,2.0,0,30.0,1.0,1.6891405200001373,1,0.0,,18966.0,True
4353,7,2,14,0,1,6,0,4.0,1.0,3.0,0,30.0,1.0,0.6349260110000614,1,1.0,1.0,18966.0,True
4354,7,2,15,2,0,6,3,0.0,1.0,2.0,1,32.0,0.0,0.9679728090000026,1,0.0,,18966.0,True
4355,7,2,16,2,1,6,5,5.0,1.0,3.0,2,32.0,1.0,1.4829946170000312,1,0.0,,18966.0,True
4356,7,2,17,1,0,6,1,2.0,1.0,3.0,0,31.0,0.0,1.1803986649999842,1,2.0,8.0,18966.0,True
4357,7,2,18,1,1,6,2,3.0,1.0,1.0,1,31.0,1.0,1.9346056660001525,1,1.0,10.0,18966.0,True
4358,7,2,19,1,1,6,2,3.0,1.0,2.0,1,31.0,1.0,1.2054887560000225,1,2.0,1.0,18966.0,True
4359,7,2,20,2,0,6,1,2.0,1.0,4.0,0,32.0,0.0,1.187527935000162,1,2.0,11.0,18966.0,True
4360,7,2,21,2,1,6,4,1.0,1.0,2.0,2,32.0,1.0,0.860880047999899,1,0.0,,18966.0,True
4361,7,2,22,1,0,6,5,5.0,1.0,4.0,2,31.0,0.0,1.5616525719999572,1,1.0,6.0,18966.0,True
4362,7,2,23,1,0,6,4,1.0,1.0,3.0,2,31.0,0.0,1.2196398870000849,1,1.0,2.0,18966.0,True
4363,7,2,24,0,1,6,0,4.0,1.0,4.0,0,30.0,1.0,0.8607773930000349,1,2.0,10.0,18966.0,True
4364,7,2,25,0,1,6,0,4.0,1.0,5.0,0,30.0,1.0,0.600138811999841,1,3.0,1.0,18966.0,True
4365,7,2,26,2,0,6,3,0.0,1.0,3.0,1,32.0,0.0,0.8390501440001117,1,0.0,,18966.0,True
4366,7,2,27,0,0,6,3,0.0,1.0,4.0,1,30.0,0.0,1.4713647049998144,1,0.0,,18966.0,True
4367,7,2,28,1,1,6,2,3.0,1.0,3.0,1,31.0,1.0,0.9179916690000028,1,3.0,9.0,18966.0,True
4368,7,2,29,2,0,6,1,2.0,1.0,5.0,0,32.0,0.0,1.1912155080001412,1,2.0,20.0,18966.0,True
4369,7,2,30,1,0,6,5,5.0,1.0,5.0,2,31.0,0.0,1.8333866670000132,1,1.0,14.0,18966.0,True
4370,7,2,31,1,0,6,4,1.0,1.0,4.0,2,31.0,0.0,2.05604376600013,1,1.0,10.0,18966.0,True
4371,7,2,32,1,1,6,2,3.0,1.0,4.0,1,31.0,1.0,1.005942037000068,1,4.0,4.0,18966.0,True
4372,7,2,33,2,0,6,1,2.0,1.0,6.0,0,32.0,0.0,0.9554950300000656,1,2.0,24.0,18966.0,True
4373,7,2,34,2,0,6,0,4.0,1.0,6.0,0,32.0,0.0,0.8720571379999456,1,4.0,9.0,18966.0,True
4374,7,2,35,0,1,6,0,4.0,1.0,7.0,0,30.0,1.0,0.4704600769998706,1,4.0,10.0,18966.0,True
4375,7,2,36,0,0,6,5,5.0,1.0,6.0,2,30.0,0.0,1.5314064859999237,1,1.0,20.0,18966.0,True
4376,7,2,37,2,0,6,3,0.0,1.0,5.0,1,32.0,0.0,1.3583383939999294,1,0.0,,18966.0,True
4377,7,2,38,1,1,6,2,3.0,1.0,5.0,1,31.0,1.0,1.0657928149998952,1,5.0,6.0,18966.0,True
4378,7,2,39,1,0,6,4,1.0,1.0,5.0,2,31.0,0.0,1.6045250670001678,1,1.0,18.0,18966.0,True
4379,7,2,40,2,1,6,4,1.0,1.0,6.0,2,32.0,1.0,1.2290855100000044,1,1.0,19.0,18966.0,True
4380,7,2,41,0,1,6,1,2.0,1.0,7.0,0,30.0,1.0,1.4500307920000068,1,2.0,32.0,18966.0,True
4381,7,2,42,1,1,6,2,3.0,1.0,6.0,1,31.0,1.0,1.2128704089998337,1,6.0,4.0,18966.0,True
4382,7,2,43,0,0,6,5,5.0,1.0,7.0,2,30.0,0.0,1.0656877409999197,1,1.0,27.0,18966.0,True
4383,7,2,44,2,0,6,3,0.0,1.0,6.0,1,32.0,0.0,1.2725542299999688,1,0.0,,18966.0,True
4384,7,2,45,0,1,6,0,4.0,1.0,8.0,0,30.0,1.0,0.7758433020001121,1,5.0,10.0,18966.0,True
4385,7,2,46,0,1,6,1,2.0,1.0,8.0,0,30.0,1.0,1.9185777510001567,1,3.0,5.0,18966.0,True
4386,7,2,47,2,1,6,5,5.0,1.0,8.0,2,32.0,1.0,0.9497071270000106,1,1.0,31.0,18966.0,True
4387,7,2,48,1,1,6,2,3.0,1.0,7.0,1,31.0,1.0,0.8058197220000238,1,7.0,6.0,18966.0,True
4388,7,2,49,1,0,6,4,1.0,1.0,7.0,2,31.0,0.0,1.396658417000026,1,2.0,9.0,18966.0,True
4389,7,2,50,1,1,6,3,0.0,1.0,7.0,1,31.0,1.0,1.7576348549998784,1,0.0,,18966.0,True
4390,7,2,51,1,0,6,4,1.0,1.0,8.0,2,31.0,0.0,1.1722371759999533,1,2.0,11.0,18966.0,True
4391,7,2,52,1,1,6,3,0.0,1.0,8.0,1,31.0,1.0,1.0545495640001263,1,1.0,2.0,18966.0,True
4392,7,2,53,1,1,6,2,3.0,1.0,8.0,1,31.0,1.0,0.9704841929999476,1,8.0,5.0,18966.0,True
4393,7,2,54,0,1,6,1,2.0,1.0,9.0,0,30.0,1.0,1.9937601060000816,1,4.0,8.0,18966.0,True
4394,7,2,55,0,1,6,0,4.0,1.0,9.0,0,30.0,1.0,0.4944074730001375,1,6.0,10.0,18966.0,True
4395,7,2,56,1,0,6,5,5.0,1.0,9.0,2,31.0,0.0,1.0504015530000288,1,2.0,9.0,18966.0,True
4396,7,2,57,1,0,6,1,2.0,1.0,10.0,0,31.0,0.0,0.8900414909999199,1,5.0,3.0,18966.0,True
4397,7,2,58,1,0,6,5,5.0,1.0,10.0,2,31.0,0.0,1.153010939000069,1,2.0,11.0,18966.0,True
4398,7,2,59,0,1,6,0,4.0,1.0,10.0,0,30.0,1.0,0.67590823799992,1,7.0,4.0,18966.0,True
4399,7,2,60,2,1,6,4,1.0,1.0,9.0,2,32.0,1.0,1.624055073999898,1,2.0,20.0,18966.0,True
4400,7,2,61,1,1,6,2,3.0,1.0,9.0,1,31.0,1.0,0.9314860309998494,1,9.0,8.0,18966.0,True
4401,7,2,62,1,0,6,4,1.0,1.0,10.0,2,31.0,0.0,1.4606840819999434,1,3.0,2.0,18966.0,True
4402,7,2,63,1,1,6,2,3.0,1.0,10.0,1,31.0,1.0,0.7227383040001314,1,10.0,2.0,18966.0,True
4403,7,2,64,2,0,6,3,0.0,1.0,9.0,1,32.0,0.0,1.1649513449999631,1,2.0,12.0,18966.0,True
4404,7,2,65,1,1,6,3,0.0,1.0,10.0,1,31.0,1.0,0.9444134029999988,1,2.0,13.0,18966.0,True
4405,7,2,66,2,1,6,5,5.0,1.0,11.0,2,32.0,1.0,1.0243356149999272,1,2.0,19.0,18966.0,True
4406,7,2,67,0,1,6,0,4.0,1.0,11.0,0,30.0,1.0,0.6692695179999646,1,8.0,8.0,18966.0,True
4407,7,2,68,0,1,6,1,2.0,1.0,11.0,0,30.0,1.0,1.4577243740000083,1,5.0,14.0,18966.0,True
4408,7,2,69,1,0,6,5,5.0,1.0,12.0,2,31.0,0.0,0.8759813379999741,1,3.0,3.0,18966.0,True
4409,7,2,70,1,0,6,4,1.0,1.0,11.0,2,31.0,0.0,1.1873253880000902,1,3.0,10.0,18966.0,True
4410,7,2,71,2,0,6,1,2.0,1.0,12.0,0,32.0,0.0,1.124209216000054,1,6.0,3.0,18966.0,True
4411,7,2,72,1,1,6,2,3.0,1.0,11.0,1,31.0,1.0,0.7770787730000848,1,11.0,9.0,18966.0,True
4412,7,2,73,1,1,6,3,0.0,1.0,11.0,1,31.0,1.0,1.4252361199999086,1,3.0,8.0,18966.0,True
4413,7,2,74,1,1,6,3,0.0,1.0,12.0,1,31.0,1.0,0.8689647500000319,1,4.0,1.0,18966.0,True
4414,7,2,75,1,1,6,2,3.0,1.0,12.0,1,31.0,1.0,0.7931286680000085,1,12.0,3.0,18966.0,True
4415,7,2,76,2,1,6,4,1.0,1.0,12.0,2,32.0,1.0,1.5998296039999786,1,3.0,16.0,18966.0,True
4416,7,2,77,0,1,6,0,4.0,1.0,12.0,0,30.0,1.0,0.7086311600000954,1,9.0,10.0,18966.0,True
4417,7,2,78,2,1,6,5,5.0,1.0,13.0,2,32.0,1.0,1.191502483999784,1,3.0,12.0,18966.0,True
4418,7,2,79,0,1,6,0,4.0,1.0,13.0,0,30.0,1.0,0.7092121509999743,1,10.0,2.0,18966.0,True
4419,7,2,80,0,0,6,5,5.0,1.0,14.0,2,30.0,0.0,0.984006552999972,1,4.0,2.0,18966.0,True
4420,7,2,81,1,0,6,4,1.0,1.0,13.0,2,31.0,0.0,1.209460505000152,1,4.0,5.0,18966.0,True
4421,7,2,82,2,0,6,1,2.0,1.0,13.0,0,32.0,0.0,1.2908017740001014,1,6.0,14.0,18966.0,True
4422,7,2,83,1,1,6,2,3.0,1.0,13.0,1,31.0,1.0,0.9438542660000168,1,13.0,8.0,18966.0,True
4423,7,2,84,1,1,6,3,0.0,1.0,13.0,1,31.0,1.0,1.0732651000000717,1,5.0,10.0,18966.0,True
4424,7,2,85,1,1,6,2,3.0,1.0,14.0,1,31.0,1.0,0.7795444660000612,1,14.0,2.0,18966.0,True
4425,7,2,86,0,1,6,1,2.0,1.0,14.0,0,30.0,1.0,0.882985514999973,1,6.0,18.0,18966.0,True
4426,7,2,87,1,1,6,3,0.0,1.0,14.0,1,31.0,1.0,0.9096757350000644,1,6.0,3.0,18966.0,True
4427,7,2,88,0,1,6,0,4.0,1.0,14.0,0,30.0,1.0,0.6402006559999336,1,11.0,9.0,18966.0,True
4428,7,2,89,2,1,6,4,1.0,1.0,14.0,2,32.0,1.0,0.5725117449999289,1,4.0,13.0,18966.0,True
4429,7,3,0,1,0,5,0,2.0,3.0,0.0,0,31.0,0.0,1.007035642000119,1,0.0,,18966.0,True
4430,7,3,1,0,0,5,3,5.0,3.0,0.0,2,30.0,0.0,0.9799568860000818,1,0.0,,18966.0,True
4431,7,3,2,0,0,5,3,5.0,3.0,1.0,2,30.0,0.0,0.7908473250001862,1,0.0,,18966.0,True
4432,7,3,3,2,0,5,0,2.0,3.0,1.0,0,32.0,0.0,0.6563850449999791,1,0.0,,18966.0,True
4433,7,3,4,1,0,5,2,0.0,3.0,0.0,2,31.0,0.0,1.2494743199999905,1,0.0,,18966.0,True
4434,7,3,5,0,0,5,2,0.0,3.0,1.0,2,30.0,0.0,1.2168334980001418,1,0.0,,18966.0,True
4435,7,3,6,2,1,5,4,4.0,3.0,0.0,2,32.0,1.0,1.1456561069999225,1,0.0,,18966.0,True
4436,7,3,7,1,1,5,1,3.0,3.0,0.0,1,31.0,1.0,1.3772641369998837,1,0.0,,18966.0,True
4437,7,3,8,1,1,5,1,3.0,3.0,1.0,1,31.0,1.0,0.9847652470000412,1,1.0,1.0,18966.0,True
4438,7,3,9,0,0,5,3,5.0,3.0,2.0,2,30.0,0.0,1.1432376939999358,1,0.0,,18966.0,True
4439,7,3,10,2,1,5,4,4.0,3.0,1.0,2,32.0,1.0,0.9871900000000552,1,1.0,4.0,18966.0,True
4440,7,3,11,1,0,5,3,5.0,3.0,3.0,2,31.0,0.0,0.8816807030000291,1,0.0,,18966.0,True
4441,7,3,12,0,1,5,0,2.0,3.0,2.0,0,30.0,1.0,1.1769432199998846,1,0.0,,18966.0,True
4442,7,3,13,0,1,5,0,2.0,3.0,3.0,0,30.0,1.0,0.6789974139999231,1,1.0,1.0,18966.0,True
4443,7,3,14,0,0,5,2,0.0,3.0,2.0,2,30.0,0.0,1.466535482999916,1,0.0,,18966.0,True
4444,7,3,15,2,1,5,2,0.0,3.0,3.0,2,32.0,1.0,0.8174254059999839,1,0.0,,18966.0,True
4445,7,3,16,2,0,5,1,3.0,3.0,2.0,1,32.0,0.0,0.8868203680001443,1,2.0,8.0,18966.0,True
4446,7,3,17,1,1,5,1,3.0,3.0,3.0,1,31.0,1.0,1.1180213049999566,1,2.0,9.0,18966.0,True
4447,7,3,18,0,0,5,3,5.0,3.0,4.0,2,30.0,0.0,0.942893647000119,1,0.0,,18966.0,True
4448,7,3,19,2,1,5,4,4.0,3.0,2.0,2,32.0,1.0,0.6903165660000923,1,2.0,9.0,18966.0,True
4449,7,3,20,1,0,5,3,5.0,3.0,5.0,2,31.0,0.0,1.6621710129998064,1,0.0,,18966.0,True
4450,7,3,21,0,1,5,0,2.0,3.0,4.0,0,30.0,1.0,0.9639915719999408,1,2.0,8.0,18966.0,True
4451,7,3,22,1,0,5,2,0.0,3.0,4.0,2,31.0,0.0,1.5632921059998353,1,1.0,7.0,18966.0,True
4452,7,3,23,1,1,5,1,3.0,3.0,4.0,1,31.0,1.0,0.9418352279999452,1,3.0,6.0,18966.0,True
4453,7,3,24,2,1,5,3,5.0,3.0,6.0,2,32.0,1.0,0.9502188149999712,1,0.0,,18966.0,True
4454,7,3,25,2,1,5,4,4.0,3.0,3.0,2,32.0,1.0,0.6622222260000399,1,3.0,6.0,18966.0,True
4455,7,3,26,2,1,5,2,0.0,3.0,5.0,2,32.0,1.0,1.3072284340000806,1,1.0,11.0,18966.0,True
4456,7,3,27,2,1,5,4,4.0,3.0,4.0,2,32.0,1.0,0.7318602519999331,1,4.0,2.0,18966.0,True
4457,7,3,28,0,1,5,0,2.0,3.0,5.0,0,30.0,1.0,0.861670815000025,1,3.0,7.0,18966.0,True
4458,7,3,29,0,0,5,2,0.0,3.0,6.0,2,30.0,0.0,0.6887533599999642,1,2.0,3.0,18966.0,True
4459,7,3,30,1,1,5,1,3.0,3.0,5.0,1,31.0,1.0,1.200059031000137,1,4.0,7.0,18966.0,True
4460,7,3,31,1,0,5,3,5.0,3.0,7.0,2,31.0,0.0,0.46961647299986,1,1.0,7.0,18966.0,True
4461,7,3,32,2,1,5,4,4.0,3.0,5.0,2,32.0,1.0,0.6460235229999398,1,5.0,5.0,18966.0,True
4462,7,3,33,0,0,5,2,0.0,3.0,7.0,2,30.0,0.0,1.2826102100000298,1,2.0,7.0,18966.0,True
4463,7,3,34,1,1,5,1,3.0,3.0,6.0,1,31.0,1.0,1.2081941889998689,1,5.0,4.0,18966.0,True
4464,7,3,35,0,1,5,0,2.0,3.0,6.0,0,30.0,1.0,0.5824988590002249,1,4.0,7.0,18966.0,True
4465,7,3,36,2,1,5,4,4.0,3.0,6.0,2,32.0,1.0,0.7414631920000829,1,6.0,4.0,18966.0,True
4466,7,3,37,1,1,5,1,3.0,3.0,7.0,1,31.0,1.0,1.367118928000309,1,6.0,3.0,18966.0,True
4467,7,3,38,2,1,5,2,0.0,3.0,8.0,2,32.0,1.0,1.09344038800009,1,2.0,12.0,18966.0,True
4468,7,3,39,0,1,5,0,2.0,3.0,7.0,0,30.0,1.0,0.8568730060001144,1,5.0,4.0,18966.0,True
4469,7,3,40,0,0,5,3,5.0,3.0,8.0,2,30.0,0.0,1.204606641999817,1,1.0,16.0,18966.0,True
4470,7,3,41,1,1,5,1,3.0,3.0,8.0,1,31.0,1.0,1.0211317039997994,1,7.0,4.0,18966.0,True
4471,7,3,42,2,1,5,4,4.0,3.0,7.0,2,32.0,1.0,0.8261818020000646,1,7.0,6.0,18966.0,True
4472,7,3,43,2,1,5,4,4.0,3.0,8.0,2,32.0,1.0,0.7682346440001311,1,8.0,1.0,18966.0,True
4473,7,3,44,0,1,5,0,2.0,3.0,8.0,0,30.0,1.0,0.5206896400000005,1,6.0,5.0,18966.0,True
4474,7,3,45,2,1,5,4,4.0,3.0,9.0,2,32.0,1.0,0.8183687549999377,1,9.0,2.0,18966.0,True
4475,7,3,46,0,1,5,0,2.0,3.0,9.0,0,30.0,1.0,0.8085299059998761,1,7.0,2.0,18966.0,True
4476,7,3,47,1,0,5,2,0.0,3.0,9.0,2,31.0,0.0,1.3098634779998974,1,3.0,9.0,18966.0,True
4477,7,3,48,2,1,5,2,0.0,3.0,10.0,2,32.0,1.0,0.6671273500001007,1,3.0,10.0,18966.0,True
4478,7,3,49,0,1,5,0,2.0,3.0,10.0,0,30.0,1.0,1.1115032779998728,1,8.0,3.0,18966.0,True
4479,7,3,50,0,0,5,3,5.0,3.0,9.0,2,30.0,0.0,1.4005262890000267,1,1.0,26.0,18966.0,True
4480,7,3,51,1,0,5,3,5.0,3.0,10.0,2,31.0,0.0,1.2012811640001928,1,1.0,27.0,18966.0,True
4481,7,3,52,1,1,5,1,3.0,3.0,9.0,1,31.0,1.0,1.2033543630000167,1,8.0,11.0,18966.0,True
4482,7,3,53,1,1,5,1,3.0,3.0,10.0,1,31.0,1.0,1.328586347000055,1,9.0,1.0,18966.0,True
4483,7,3,54,2,1,5,4,4.0,3.0,10.0,2,32.0,1.0,0.8979196489999595,1,10.0,9.0,18966.0,True
4484,7,3,55,2,1,5,4,4.0,3.0,11.0,2,32.0,1.0,1.083665822999592,1,11.0,1.0,18966.0,True
4485,7,3,56,0,1,5,0,2.0,3.0,11.0,0,30.0,1.0,1.110986242999843,1,9.0,7.0,18966.0,True
4486,7,3,57,2,1,5,2,0.0,3.0,11.0,2,32.0,1.0,1.191685545999917,1,4.0,9.0,18966.0,True
4487,7,3,58,1,0,5,3,5.0,3.0,11.0,2,31.0,0.0,1.3260947660000966,1,1.0,34.0,18966.0,True
4488,7,3,59,0,1,5,0,2.0,3.0,12.0,0,30.0,1.0,0.6257721649999439,1,10.0,3.0,18966.0,True
4489,7,3,60,2,1,5,2,0.0,3.0,12.0,2,32.0,1.0,1.3759273880000364,1,5.0,3.0,18966.0,True
4490,7,3,61,1,1,5,1,3.0,3.0,11.0,1,31.0,1.0,1.2539120470000853,1,10.0,8.0,18966.0,True
4491,7,3,62,2,1,5,4,4.0,3.0,12.0,2,32.0,1.0,1.4816042679999557,1,12.0,7.0,18966.0,True
4492,7,3,63,1,0,5,2,0.0,3.0,13.0,2,31.0,0.0,3.1794414319997486,1,6.0,3.0,18966.0,True
4493,7,3,64,0,1,5,0,2.0,3.0,13.0,0,30.0,1.0,0.7228726650000681,1,11.0,5.0,18966.0,True
4494,7,3,65,1,1,5,1,3.0,3.0,12.0,1,31.0,1.0,1.211595467999814,1,11.0,4.0,18966.0,True
4495,7,3,66,2,1,5,3,5.0,3.0,12.0,2,32.0,1.0,1.1135152619999644,1,1.0,42.0,18966.0,True
4496,7,3,67,0,1,5,0,2.0,3.0,14.0,0,30.0,1.0,0.8748876079998809,1,12.0,3.0,18966.0,True
4497,7,3,68,0,0,5,3,5.0,3.0,13.0,2,30.0,0.0,0.990899743999762,1,2.0,2.0,18966.0,True
4498,7,3,69,2,1,5,4,4.0,3.0,13.0,2,32.0,1.0,0.792094600999917,1,13.0,7.0,18966.0,True
4499,7,3,70,2,1,5,2,0.0,3.0,14.0,2,32.0,1.0,1.1034601390001626,1,6.0,10.0,18966.0,True
4500,7,3,71,1,1,5,1,3.0,3.0,13.0,1,31.0,1.0,1.3372841240002344,1,12.0,6.0,18966.0,True
4501,7,3,72,1,1,5,1,3.0,3.0,14.0,1,31.0,1.0,0.9611391150001508,1,13.0,1.0,18966.0,True
4502,7,3,73,2,1,5,4,4.0,3.0,14.0,2,32.0,1.0,0.7215698029999658,1,14.0,4.0,18966.0,True
4503,7,3,74,0,0,5,3,5.0,3.0,14.0,2,30.0,0.0,1.914845398000125,1,2.0,8.0,18966.0,True
4504,7,4,0,0,1,3,0,1.0,12.0,0.0,0,30.0,1.0,0.8464584719999948,1,0.0,,18966.0,True
4505,7,4,1,2,0,3,1,3.0,12.0,0.0,1,32.0,0.0,0.9657581420001408,1,0.0,,18966.0,True
4506,7,4,2,0,1,3,0,1.0,12.0,1.0,0,30.0,1.0,0.888784029999897,1,1.0,2.0,18966.0,True
4507,7,4,3,1,0,3,2,2.0,12.0,0.0,2,31.0,0.0,0.6440330830000676,1,0.0,,18966.0,True
4508,7,4,4,1,1,3,1,3.0,12.0,1.0,1,31.0,1.0,1.3330978620001588,1,0.0,,18966.0,True
4509,7,4,5,2,1,3,2,2.0,12.0,1.0,2,32.0,1.0,0.7488285800000085,1,0.0,,18966.0,True
4510,7,4,6,0,1,3,0,1.0,12.0,2.0,0,30.0,1.0,0.733890104999773,1,2.0,4.0,18966.0,True
4511,7,4,7,2,1,3,2,2.0,12.0,2.0,2,32.0,1.0,1.2785932950000642,1,1.0,2.0,18966.0,True
4512,7,4,8,1,1,3,1,3.0,12.0,2.0,1,31.0,1.0,0.433231920000253,1,1.0,4.0,18966.0,True
4513,7,4,9,1,1,3,1,3.0,12.0,3.0,1,31.0,1.0,0.7274858269997821,1,2.0,1.0,18966.0,True
4514,7,4,10,2,1,3,2,2.0,12.0,3.0,2,32.0,1.0,0.4647364000002199,1,2.0,3.0,18966.0,True
4515,7,4,11,0,1,3,0,1.0,12.0,3.0,0,30.0,1.0,0.4529716619999817,1,3.0,5.0,18966.0,True
4516,7,4,12,2,1,3,2,2.0,12.0,4.0,2,32.0,1.0,0.5782190730001275,1,3.0,2.0,18966.0,True
4517,7,4,13,1,1,3,1,3.0,12.0,4.0,1,31.0,1.0,0.7052111769999101,1,3.0,4.0,18966.0,True
4518,7,4,14,0,1,3,0,1.0,12.0,4.0,0,30.0,1.0,0.6445442180001919,1,4.0,3.0,18966.0,True
4519,7,4,15,1,1,3,1,3.0,12.0,5.0,1,31.0,1.0,0.8007565629995952,1,4.0,2.0,18966.0,True
4520,7,4,16,2,1,3,2,2.0,12.0,5.0,2,32.0,1.0,0.655434108999998,1,4.0,4.0,18966.0,True
4521,7,4,17,2,1,3,2,2.0,12.0,6.0,2,32.0,1.0,0.7388492390000465,1,5.0,1.0,18966.0,True
4522,7,4,18,1,1,3,1,3.0,12.0,6.0,1,31.0,1.0,0.620533486000113,1,5.0,3.0,18966.0,True
4523,7,4,19,0,1,3,0,1.0,12.0,5.0,0,30.0,1.0,0.6826861849999659,1,5.0,5.0,18966.0,True
4524,7,4,20,0,1,3,0,1.0,12.0,6.0,0,30.0,1.0,0.6534937540000101,1,6.0,1.0,18966.0,True
4525,7,4,21,2,1,3,2,2.0,12.0,7.0,2,32.0,1.0,0.5543895359996895,1,6.0,4.0,18966.0,True
4526,7,4,22,2,1,3,2,2.0,12.0,8.0,2,32.0,1.0,0.6427081830001953,1,7.0,1.0,18966.0,True
4527,7,4,23,1,1,3,1,3.0,12.0,7.0,1,31.0,1.0,0.9687315319997652,1,6.0,5.0,18966.0,True
4528,7,4,24,0,1,3,0,1.0,12.0,7.0,0,30.0,1.0,0.9198447620001388,1,7.0,4.0,18966.0,True
4529,7,4,25,0,1,3,0,1.0,12.0,8.0,0,30.0,1.0,0.7297209939997629,1,8.0,1.0,18966.0,True
4530,7,4,26,1,1,3,1,3.0,12.0,8.0,1,31.0,1.0,0.5386057949999667,1,7.0,3.0,18966.0,True
4531,7,4,27,2,1,3,2,2.0,12.0,9.0,2,32.0,1.0,0.7085127000000284,1,8.0,5.0,18966.0,True
4532,7,4,28,0,1,3,0,1.0,12.0,9.0,0,30.0,1.0,0.86243838900009,1,9.0,3.0,18966.0,True
4533,7,4,29,2,1,3,2,2.0,12.0,10.0,2,32.0,1.0,0.7381746269998075,1,9.0,2.0,18966.0,True
4534,7,4,30,1,1,3,1,3.0,12.0,9.0,1,31.0,1.0,0.9945439879998048,1,8.0,4.0,18966.0,True
4535,7,4,31,1,1,3,1,3.0,12.0,10.0,1,31.0,1.0,0.8415125729998181,1,9.0,1.0,18966.0,True
4536,7,4,32,0,1,3,0,1.0,12.0,10.0,0,30.0,1.0,0.4937883460002013,1,10.0,4.0,18966.0,True
4537,7,4,33,2,1,3,2,2.0,12.0,11.0,2,32.0,1.0,0.4254704429999947,1,10.0,4.0,18966.0,True
4538,7,4,34,1,1,3,1,3.0,12.0,11.0,1,31.0,1.0,0.7746811750002962,1,10.0,3.0,18966.0,True
4539,7,4,35,1,1,3,1,3.0,12.0,12.0,1,31.0,1.0,1.030966373999945,1,11.0,1.0,18966.0,True
4540,7,4,36,2,1,3,2,2.0,12.0,12.0,2,32.0,1.0,0.7553006690000075,1,11.0,3.0,18966.0,True
4541,7,4,37,0,1,3,0,1.0,12.0,11.0,0,30.0,1.0,0.6442812979998962,1,11.0,5.0,18966.0,True
4542,7,4,38,2,1,3,2,2.0,12.0,13.0,2,32.0,1.0,0.9926092040000184,1,12.0,2.0,18966.0,True
4543,7,4,39,0,1,3,0,1.0,12.0,12.0,0,30.0,1.0,0.720018656999855,1,12.0,2.0,18966.0,True
4544,7,4,40,1,1,3,1,3.0,12.0,13.0,1,31.0,1.0,0.7293164689999685,1,12.0,5.0,18966.0,True
4545,7,4,41,0,1,3,0,1.0,12.0,13.0,0,30.0,1.0,0.7390176080002675,1,13.0,2.0,18966.0,True
4546,7,4,42,2,1,3,2,2.0,12.0,14.0,2,32.0,1.0,0.7311106679999284,1,13.0,4.0,18966.0,True
4547,7,4,43,1,1,3,1,3.0,12.0,14.0,1,31.0,1.0,0.7728396859997702,1,13.0,3.0,18966.0,True
4548,7,4,44,0,1,3,0,1.0,12.0,14.0,0,30.0,1.0,0.6843007419997775,1,14.0,3.0,18966.0,True
4549,7,5,0,1,1,2,1,1.0,17.0,0.0,1,31.0,1.0,1.689703905999977,1,0.0,,18966.0,True
4550,7,5,1,1,1,2,1,1.0,17.0,1.0,1,31.0,1.0,0.8829630850000285,1,1.0,1.0,18966.0,True
4551,7,5,2,2,0,2,0,5.0,17.0,0.0,0,32.0,0.0,1.1741823030001797,1,0.0,,18966.0,True
4552,7,5,3,0,1,2,0,5.0,17.0,1.0,0,30.0,1.0,0.7775861599998279,1,0.0,,18966.0,True
4553,7,5,4,1,1,2,1,1.0,17.0,2.0,1,31.0,1.0,0.7041700109998601,1,2.0,3.0,18966.0,True
4554,7,5,5,1,1,2,1,1.0,17.0,3.0,1,31.0,1.0,0.7153495939996901,1,3.0,1.0,18966.0,True
4555,7,5,6,0,1,2,0,5.0,17.0,2.0,0,30.0,1.0,0.5251170869996713,1,1.0,3.0,18966.0,True
4556,7,5,7,0,1,2,0,5.0,17.0,3.0,0,30.0,1.0,0.6076724679996914,1,2.0,1.0,18966.0,True
4557,7,5,8,1,1,2,1,1.0,17.0,4.0,1,31.0,1.0,0.6940184680001948,1,4.0,3.0,18966.0,True
4558,7,5,9,1,1,2,1,1.0,17.0,5.0,1,31.0,1.0,0.4729528130001199,1,5.0,1.0,18966.0,True
4559,7,5,10,0,1,2,0,5.0,17.0,4.0,0,30.0,1.0,0.740236909000032,1,3.0,3.0,18966.0,True
4560,7,5,11,1,1,2,1,1.0,17.0,6.0,1,31.0,1.0,0.8216783709999618,1,6.0,2.0,18966.0,True
