"Subject" "Age" "Handedness" "Sex" "Counterbalance" "afleider" "brugofniet" "opgaveAbstr" "operator.SubTrial." "PostConf.RESP.SubTrial." "PreCj.RESP.SubTrial." "stim1.SubTrial." "stim2.SubTrial." "Target.ACC.SubTrial." "Target.RT.SubTrial." "Procedure.SubTrial." "antwoord.SubTrial."
"1646" 14 18 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*X" "*" "3" 2 55 3 0 1331 "TrialProcStim" 166
"1647" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-X" "-" "0" 0 31 9 1 1710 "TrialProcStim" 12
"1648" 14 18 "right" "female" 2 "Incorrect_Related" "na" "X*XX" "*" "9" 0 3 46 1 1125 "TrialProcStim" 141
"1649" 14 18 "right" "female" 2 "Correct" "Geen brug" "XX-XX" "-" "9" 3 39 18 0 339 "TrialProcStim" 21
"1650" 14 18 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "9" 3 677 160 0 636 "TrialProcStim" 527
"1651" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "3" 9 119 52 0 2213 "TrialProcStim" 63
"1652" 14 18 "right" "female" 2 "Correct" "na" "X*XX" "*" "9" 9 7 21 0 2533 "TrialProcStim" 147
"1653" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "{SPACE}" 9 39 18 0 0 "TrialProcStim" 11
"1654" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "3" 9 72 51 1 1946 "TrialProcStim" 29
"1655" 14 18 "right" "female" 2 "Incorrect_Related" "na" "XX*X" "*" "9" 9 15 7 1 1975 "TrialProcStim" 90
"1656" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "8" 2 263 177 0 2690 "TrialProcStim" 84
"1657" 14 18 "right" "female" 2 "Correct" "Geen brug" "XX-X" "-" "0" 0 59 1 1 1421 "TrialProcStim" 58
"1658" 14 18 "right" "female" 2 "Correct" "na" "XX*XX" "*" "3" 0 50 21 1 2241 "TrialProcStim" 1050
"1659" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "9" 0 105 22 0 1710 "TrialProcStim" 87
"1660" 14 18 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*X" "*" "3" 3 24 5 1 1466 "TrialProcStim" 119
"1661" 14 18 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "9" 9 888 574 1 910 "TrialProcStim" 304
"1662" 14 18 "right" "female" 2 "Last_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "9" 9 279 45 0 1853 "TrialProcStim" 236
"1663" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "1" 0 45 9 0 1453 "TrialProcStim" 34
"1664" 14 18 "right" "female" 2 "Correct" "Brug" "XXX-XXX" "-" "{SPACE}" 0 326 253 0 0 "TrialProcStim" 73
"1665" 14 18 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "{SPACE}" 2 663 22 0 0 "TrialProcStim" 631
"1666" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "9" 9 91 57 0 2126 "TrialProcStim" 24
"1667" 14 18 "right" "female" 2 "Incorrect_Unrelated" "na" "X*XX" "*" "3" 9 3 46 0 1616 "TrialProcStim" 139
"1668" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 0 85 2 1 2038 "TrialProcStim" 82
"1669" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "0" 0 79 68 1 2609 "TrialProcStim" 19
"1670" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "0" 8 123 66 1 2535 "TrialProcStim" 53
"1671" 14 18 "right" "female" 2 "Correct" "Brug" "XXX-XXX" "-" "9" 8 537 444 1 2619 "TrialProcStim" 93
"1672" 14 18 "right" "female" 2 "Correct" "Geen brug" "XXX-XX" "-" "3" 3 279 45 1 950 "TrialProcStim" 234
"1673" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "0" 0 31 9 1 2729 "TrialProcStim" 28
"1674" 14 18 "right" "female" 2 "Incorrect_Related" "na" "XX*X" "*" "0" 0 10 9 1 1241 "TrialProcStim" 80
"1675" 14 18 "right" "female" 2 "Incorrect_Related" "na" "XX*X" "*" "3" 9 24 5 1 1106 "TrialProcStim" 96
"1676" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "3" 9 32 15 0 1457 "TrialProcStim" 27
"1677" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "8" 9 81 37 0 1837 "TrialProcStim" 46
"1678" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 0 59 1 1 1825 "TrialProcStim" 48
"1679" 14 18 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "3" 8 774 53 0 1513 "TrialProcStim" 711
"1680" 14 18 "right" "female" 2 "Correct" "na" "XX*X" "*" "3" 3 75 6 0 1329 "TrialProcStim" 450
"1681" 14 18 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*X" "*" "0" 0 10 9 1 1904 "TrialProcStim" 89
"1682" 14 18 "right" "female" 2 "Correct" "Brug" "XX-X" "-" "{SPACE}" 0 71 9 0 0 "TrialProcStim" 62
"1683" 14 18 "right" "female" 2 "Correct" "Geen brug" "XXX-XXX" "-" "9" 9 784 431 1 906 "TrialProcStim" 353
"1684" 14 18 "right" "female" 2 "Correct" "na" "X*XX" "*" "2" 3 8 31 0 1159 "TrialProcStim" 248
"1685" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "1" 8 58 16 0 2594 "TrialProcStim" 48
"1686" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "0" 9 72 51 1 2763 "TrialProcStim" 11
"1687" 14 18 "right" "female" 2 "Correct" "na" "XX*X" "*" "2" 2 55 3 1 1417 "TrialProcStim" 165
"1688" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-X" "-" "0" 0 71 9 1 1889 "TrialProcStim" 52
"1689" 14 18 "right" "female" 2 "Correct" "na" "X*XX" "*" "3" 1 4 56 0 832 "TrialProcStim" 224
"1690" 14 18 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*XX" "*" "0" 0 11 11 1 1544 "TrialProcStim" 122
"1691" 14 18 "right" "female" 2 "Correct" "Brug" "XX-X" "-" "1" 0 94 8 0 2962 "TrialProcStim" 86
"1692" 14 18 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*X" "*" "0" 0 15 7 1 2206 "TrialProcStim" 104
"1693" 14 18 "right" "female" 2 "Incorrect_Related" "na" "XX*XX" "*" "0" 0 11 11 1 1389 "TrialProcStim" 132
"1694" 14 18 "right" "female" 2 "Incorrect_Unrelated" "na" "X*XX" "*" "2" 9 7 21 0 1836 "TrialProcStim" 146
"1695" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "1" 0 46 12 1 1812 "TrialProcStim" 24
"1696" 14 18 "right" "female" 2 "Incorrect_Unrelated" "na" "X*XX" "*" "2" 2 5 29 1 1052 "TrialProcStim" 146
"1697" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "8" 9 882 795 0 1413 "TrialProcStim" 77
"1698" 14 18 "right" "female" 2 "Correct" "Geen brug" "XXX-XX" "-" "8" 9 888 62 1 2736 "TrialProcStim" 826
"1699" 14 18 "right" "female" 2 "Incorrect_Related" "na" "XX*X" "*" "3" 8 75 6 1 1499 "TrialProcStim" 525
"1700" 14 18 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "8" 8 479 105 0 2327 "TrialProcStim" 384
"1701" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "0" 9 51 9 1 1948 "TrialProcStim" 48
"1702" 14 18 "right" "female" 2 "Correct" "Brug" "XXX-XX" "-" "9" 8 169 85 0 671 "TrialProcStim" 84
"1703" 14 18 "right" "female" 2 "Correct" "Brug" "XXX-XXX" "-" "{SPACE}" 8 254 188 0 0 "TrialProcStim" 66
"1704" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "0" 0 64 12 1 2201 "TrialProcStim" 58
"1705" 14 18 "right" "female" 2 "Incorrect_Related" "na" "X*XX" "*" "0" 8 7 21 1 2493 "TrialProcStim" 140
"1706" 14 18 "right" "female" 2 "Correct" "na" "XX*XX" "*" "0" 0 11 11 1 2061 "TrialProcStim" 121
"1707" 14 18 "right" "female" 2 "Correct" "na" "XX*X" "*" "3" 9 15 7 0 1221 "TrialProcStim" 105
"1708" 14 18 "right" "female" 2 "Last_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "3" 9 465 22 0 1876 "TrialProcStim" 447
"1709" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "0" 9 79 68 1 1540 "TrialProcStim" 21
"1710" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "{SPACE}" 8 32 15 0 0 "TrialProcStim" 13
"1711" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 0 58 6 1 999 "TrialProcStim" 42
"1712" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "{SPACE}" 3 263 177 0 0 "TrialProcStim" 96
"1713" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "8" 9 46 27 0 577 "TrialProcStim" 29
"1714" 14 18 "right" "female" 2 "Correct" "Geen brug" "XXX-XX" "-" "8" 8 465 22 1 424 "TrialProcStim" 443
"1715" 14 18 "right" "female" 2 "Correct" "na" "XX*X" "*" "2" 9 87 2 0 1766 "TrialProcStim" 174
"1716" 14 18 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*X" "*" "8" 9 61 8 1 755 "TrialProcStim" 489
"1717" 14 18 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "9" 2 339 111 1 1329 "TrialProcStim" 218
"1718" 14 18 "right" "female" 2 "Incorrect_Related" "na" "XX*XX" "*" "9" 2 15 31 1 2049 "TrialProcStim" 480
"1719" 14 18 "right" "female" 2 "Correct" "Brug" "XXX-XX" "-" "9" 9 172 99 1 753 "TrialProcStim" 73
"1720" 14 18 "right" "female" 2 "Correct" "Geen brug" "XX-X" "-" "0" 0 85 2 1 1168 "TrialProcStim" 83
"1721" 14 18 "right" "female" 2 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "9" 9 495 244 0 722 "TrialProcStim" 259
"1722" 14 18 "right" "female" 2 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "{SPACE}" 9 888 574 0 0 "TrialProcStim" 316
"1723" 14 18 "right" "female" 2 "Correct" "Geen brug" "XXX-XX" "-" "8" 8 663 22 0 1788 "TrialProcStim" 641
"1724" 14 18 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "2" 0 963 52 1 1909 "TrialProcStim" 921
"1725" 14 18 "right" "female" 2 "Incorrect_Related" "na" "X*XX" "*" "3" 3 8 31 0 1065 "TrialProcStim" 240
"1726" 14 18 "right" "female" 2 "Incorrect_Related" "na" "XX*XX" "*" "{SPACE}" 8 25 11 0 0 "TrialProcStim" 250
"1727" 14 18 "right" "female" 2 "Correct" "Geen brug" "XXX-XX" "-" "3" 2 774 53 1 578 "TrialProcStim" 721
"1728" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "3" 2 132 55 0 1322 "TrialProcStim" 73
"1729" 14 18 "right" "female" 2 "Correct" "Brug" "XXX-XX" "-" "3" 3 132 55 1 2183 "TrialProcStim" 77
"1730" 14 18 "right" "female" 2 "Correct" "Geen brug" "XX-XX" "-" "8" 3 72 51 1 1324 "TrialProcStim" 21
"1731" 14 18 "right" "female" 2 "Correct" "na" "X*XX" "*" "3" 3 2 98 1 1447 "TrialProcStim" 196
"1732" 14 18 "right" "female" 2 "Last_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "8" 3 774 53 0 1430 "TrialProcStim" 729
"1733" 14 18 "right" "female" 2 "Incorrect_Related" "na" "XX*X" "*" "3" 3 55 3 1 1164 "TrialProcStim" 220
"1734" 14 18 "right" "female" 2 "Correct" "Brug" "XX-X" "-" "0" 0 51 9 1 2675 "TrialProcStim" 42
"1735" 14 18 "right" "female" 2 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "8" 3 465 22 0 552 "TrialProcStim" 453
"1736" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "9" 3 652 559 0 776 "TrialProcStim" 83
"1737" 14 18 "right" "female" 2 "Incorrect_Related" "na" "X*XX" "*" "9" 9 6 16 0 2032 "TrialProcStim" 102
"1738" 14 18 "right" "female" 2 "Correct" "Brug" "XX-XX" "-" "9" 0 32 15 0 2207 "TrialProcStim" 17
"1739" 14 18 "right" "female" 2 "Incorrect_Unrelated" "na" "X*XX" "*" "3" 2 8 31 1 2522 "TrialProcStim" 247
"1740" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "8" 0 67 3 1 1880 "TrialProcStim" 54
"1741" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "0" 0 66 7 1 2420 "TrialProcStim" 51
"1742" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "0" 0 82 71 1 1932 "TrialProcStim" 19
"1743" 14 18 "right" "female" 2 "Correct" "Geen brug" "XXX-XXX" "-" "8" 2 479 105 1 1507 "TrialProcStim" 374
"1744" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "0" 0 71 9 1 2491 "TrialProcStim" 68
"1745" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "{SPACE}" 9 64 12 0 0 "TrialProcStim" 42
"1746" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "9" 9 81 37 0 1713 "TrialProcStim" 54
"1747" 14 18 "right" "female" 2 "Correct" "Brug" "XX-X" "-" "0" 0 66 7 1 1041 "TrialProcStim" 59
"1748" 14 18 "right" "female" 2 "Incorrect_Related" "na" "XX*X" "*" "9" 9 87 2 0 410 "TrialProcStim" 261
"1749" 14 18 "right" "female" 2 "Correct" "na" "XX*XX" "*" "3" 3 14 14 1 625 "TrialProcStim" 196
"1750" 14 18 "right" "female" 2 "Correct" "Brug" "XXX-XXX" "-" "1" 9 652 559 0 1300 "TrialProcStim" 93
"1751" 14 18 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*XX" "*" "1" 1 25 11 1 1098 "TrialProcStim" 274
"1752" 14 18 "right" "female" 2 "Incorrect_Unrelated" "na" "X*XX" "*" "0" 3 9 24 1 546 "TrialProcStim" 215
"1753" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "0" 3 172 99 1 1152 "TrialProcStim" 77
"1754" 14 18 "right" "female" 2 "Incorrect_Unrelated" "na" "XX*XX" "*" "3" 1 50 21 0 603 "TrialProcStim" 1049
"1755" 14 18 "right" "female" 2 "Correct" "Geen brug" "XX-XX" "-" "0" 0 64 12 1 2185 "TrialProcStim" 52
"1756" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "9" 9 788 699 0 1449 "TrialProcStim" 81
"1757" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 0 77 5 1 1762 "TrialProcStim" 71
"1758" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "9" 9 254 188 1 569 "TrialProcStim" 76
"1759" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "9" 3 148 56 1 354 "TrialProcStim" 82
"1760" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "9" 3 52 16 1 385 "TrialProcStim" 34
"1761" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 0 45 4 1 2108 "TrialProcStim" 42
"1762" 14 18 "right" "female" 2 "Correct" "Brug" "XX-XX" "-" "8" 8 46 27 0 1287 "TrialProcStim" 19
"1763" 14 18 "right" "female" 2 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "3" 3 91 57 1 1827 "TrialProcStim" 36
"1764" 14 18 "right" "female" 2 "First_Digit_Incorrect" "Brug" "XX-X" "-" "{SPACE}" 3 94 8 0 0 "TrialProcStim" 76
"1795" 15 22 "right" "female" 1 "Incorrect_Related" "na" "X*XX" "*" "8" 8 4 56 0 1678 "TrialProcStim" 220
"1796" 15 22 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*X" "*" "3" 8 55 3 1 1560 "TrialProcStim" 166
"1797" 15 22 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*X" "*" "3" 3 15 7 1 2985 "TrialProcStim" 104
"1798" 15 22 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*X" "*" "{SPACE}" 9 87 2 0 0 "TrialProcStim" 175
"1799" 15 22 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "3" 8 479 105 1 1832 "TrialProcStim" 384
"1800" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "2" 2 79 68 1 1890 "TrialProcStim" 21
"1801" 15 22 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "2" 8 4 56 1 2287 "TrialProcStim" 223
"1802" 15 22 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "8" 8 75 6 0 1929 "TrialProcStim" 525
"1803" 15 22 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "3" 3 784 431 0 2104 "TrialProcStim" 357
"1804" 15 22 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "3" 2 66 29 1 2985 "TrialProcStim" 37
"1805" 15 22 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "3" 3 774 53 0 2952 "TrialProcStim" 711
"1806" 15 22 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "8" 3 7 21 0 2635 "TrialProcStim" 146
"1807" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "{SPACE}" 3 64 12 0 0 "TrialProcStim" 42
"1808" 15 22 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "2" 3 663 22 1 2510 "TrialProcStim" 631
"1809" 15 22 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "8" 3 452 369 1 2022 "TrialProcStim" 87
"1810" 15 22 "right" "female" 1 "Correct" "na" "X*XX" "*" "9" 8 9 24 0 2016 "TrialProcStim" 216
"1811" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "2" 3 172 99 0 2237 "TrialProcStim" 83
"1812" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "2" 3 82 71 0 2169 "TrialProcStim" 21
"1813" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "0" 1 77 5 1 2138 "TrialProcStim" 62
"1814" 15 22 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "{SPACE}" 3 677 160 0 0 "TrialProcStim" 517
"1815" 15 22 "right" "female" 1 "Correct" "Geen brug" "XX-XX" "-" "{SPACE}" 3 64 12 0 0 "TrialProcStim" 52
"1816" 15 22 "right" "female" 1 "Correct" "Geen brug" "XX-X" "-" "1" 2 77 5 1 1497 "TrialProcStim" 72
"1817" 15 22 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "0" 2 58 16 1 2268 "TrialProcStim" 48
"1818" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XX" "-" "{SPACE}" 2 148 56 0 0 "TrialProcStim" 82
"1819" 15 22 "right" "female" 1 "Incorrect_Unrelated" "na" "X*XX" "*" "8" 0 8 31 1 2264 "TrialProcStim" 247
"1820" 15 22 "right" "female" 1 "Correct" "na" "X*XX" "*" "8" 8 2 98 0 2287 "TrialProcStim" 196
"1821" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "{SPACE}" 2 537 444 0 0 "TrialProcStim" 83
"1822" 15 22 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "3" 3 465 22 0 1545 "TrialProcStim" 447
"1823" 15 22 "right" "female" 1 "Correct" "na" "XX*XX" "*" "8" 9 13 13 1 2112 "TrialProcStim" 169
"1824" 15 22 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "3" 9 66 29 0 2114 "TrialProcStim" 33
"1825" 15 22 "right" "female" 1 "Last_Digit_Incorrect" "Geen brug" "XXX-XX" "-" "3" 3 599 63 0 2521 "TrialProcStim" 567
"1826" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "{SPACE}" 3 652 559 0 0 "TrialProcStim" 83
"1827" 15 22 "right" "female" 1 "Incorrect_Related" "na" "X*XX" "*" "0" 0 8 31 1 1612 "TrialProcStim" 240
"1828" 15 22 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "2" 3 888 574 1 1856 "TrialProcStim" 314
"1829" 15 22 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-X" "-" "{SPACE}" 2 45 9 0 0 "TrialProcStim" 34
"1830" 15 22 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-X" "-" "1" 1 59 1 1 1374 "TrialProcStim" 52
"1831" 15 22 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XXX" "-" "9" 3 652 559 1 2935 "TrialProcStim" 97
"1832" 15 22 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 3 46 27 0 2912 "TrialProcStim" 11
"1833" 15 22 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "9" 8 677 160 0 2716 "TrialProcStim" 527
"1834" 15 22 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "0" 0 61 8 1 1498 "TrialProcStim" 549
"1835" 15 22 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-XX" "-" "8" 2 64 12 0 2257 "TrialProcStim" 58
"1836" 15 22 "right" "female" 1 "Correct" "na" "X*XX" "*" "0" 0 7 21 0 1733 "TrialProcStim" 147
"1837" 15 22 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "8" 8 576 225 1 1822 "TrialProcStim" 351
"1838" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "8" 8 254 188 1 1438 "TrialProcStim" 76
"1839" 15 22 "right" "female" 1 "Correct" "Geen brug" "XX-XX" "-" "3" 2 79 68 1 1684 "TrialProcStim" 11
"1840" 15 22 "right" "female" 1 "Correct" "Brug" "XXX-XXX" "-" "3" 3 326 253 1 1819 "TrialProcStim" 73
"1841" 15 22 "right" "female" 1 "Middle_Digit_Incorrect" "Geen brug" "XXX-XXX" "-" "3" 9 576 225 1 2164 "TrialProcStim" 341
"1842" 15 22 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "9" 0 15 7 1 1670 "TrialProcStim" 90
"1843" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 2 91 57 1 2402 "TrialProcStim" 24
"1844" 15 22 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "8" 2 46 27 1 2399 "TrialProcStim" 19
"1845" 15 22 "right" "female" 1 "Incorrect_Unrelated" "na" "XX*XX" "*" "0" 0 25 18 0 1444 "TrialProcStim" 451
"1846" 15 22 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "3" 2 91 57 1 1627 "TrialProcStim" 34
"1847" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-XX" "-" "3" 3 98 64 1 2856 "TrialProcStim" 24
"1848" 15 22 "right" "female" 1 "Correct" "Geen brug" "XX-XX" "-" "2" 3 46 12 1 1633 "TrialProcStim" 34
"1849" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-X" "-" "{SPACE}" 2 51 9 0 0 "TrialProcStim" 32
"1850" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "8" 2 326 253 1 1855 "TrialProcStim" 83
"1851" 15 22 "right" "female" 1 "Incorrect_Related" "na" "XX*X" "*" "1" 1 10 9 1 1400 "TrialProcStim" 80
"1852" 15 22 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "8" 8 32 15 1 1439 "TrialProcStim" 17
"1853" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-X" "-" "2" 3 71 9 1 1725 "TrialProcStim" 52
"1854" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-X" "-" "3" 3 45 9 1 2158 "TrialProcStim" 26
"1855" 15 22 "right" "female" 1 "Correct" "na" "XX*XX" "*" "3" 0 50 21 1 1708 "TrialProcStim" 1050
"1856" 15 22 "right" "female" 1 "Correct" "Brug" "XX-XX" "-" "{SPACE}" 2 75 26 0 0 "TrialProcStim" 49
"1857" 15 22 "right" "female" 1 "Correct" "Geen brug" "XXX-XX" "-" "{SPACE}" 3 663 22 0 0 "TrialProcStim" 641
"1858" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "2" 2 66 29 1 1695 "TrialProcStim" 27
"1859" 15 22 "right" "female" 1 "Correct" "na" "XX*XX" "*" "0" 0 25 11 1 1625 "TrialProcStim" 275
"1860" 15 22 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "9" 9 479 105 1 2791 "TrialProcStim" 374
"1861" 15 22 "right" "female" 1 "Correct" "na" "XX*XX" "*" "9" 0 14 14 0 1678 "TrialProcStim" 196
"1862" 15 22 "right" "female" 1 "Second_Digit_Incorrect" "Geen brug" "XX-X" "-" "1" 1 77 5 1 1222 "TrialProcStim" 71
"1863" 15 22 "right" "female" 1 "Second_Digit_Incorrect" "Brug" "XXX-XX" "-" "9" 8 123 66 1 2273 "TrialProcStim" 53
"1864" 15 22 "right" "female" 1 "Correct" "Geen brug" "XXX-XXX" "-" "8" 3 495 244 1 1778 "TrialProcStim" 251
"1865" 15 22 "right" "female" 1 "Correct" "Geen brug" "XXX-XX" "-" "3" 8 774 53 1 1460 "TrialProcStim" 721
"1866" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Geen brug" "XX-X" "-" "8" 3 67 3 0 2273 "TrialProcStim" 54
"1867" 15 22 "right" "female" 1 "Correct" "Brug" "XXX-XX" "-" "8" 8 156 63 1 2338 "TrialProcStim" 93
"1868" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XX-XX" "-" "3" 3 75 26 0 2003 "TrialProcStim" 59
"1869" 15 22 "right" "female" 1 "First_Digit_Incorrect" "Brug" "XXX-XXX" "-" "8" 3 788 699 1 1832 "TrialProcStim" 79
