,participant,trial,A_feature1,A_feature2,A_feature3,A_feature4,B_feature1,B_feature2,B_feature3,B_feature4,decisions
1893,19,69,0,0,0,0,1,1,0,0,1
1894,19,70,0,1,1,0,1,0,0,0,0
1895,19,71,0,1,1,0,1,0,0,0,0
1896,19,72,1,1,0,1,0,0,0,1,0
1897,19,73,0,1,1,0,1,0,0,0,1
1898,19,74,0,1,0,1,1,1,0,0,1
1899,19,75,1,0,0,0,0,1,1,0,1
1900,19,76,0,0,1,1,1,0,1,0,1
1901,19,77,0,1,1,1,1,0,0,1,0
1902,19,78,1,1,1,0,0,0,1,0,0
1903,19,79,0,1,1,1,1,0,0,1,1
1904,19,80,1,1,0,0,0,1,0,1,0
1905,19,81,0,1,0,1,1,1,0,0,1
1906,19,82,1,0,1,1,0,0,0,0,0
1907,19,83,0,0,0,0,1,1,0,0,1
1908,19,84,0,1,0,0,1,1,1,1,1
1909,19,85,1,1,1,1,0,0,1,1,0
1910,19,86,1,1,0,1,0,0,0,1,0
1911,19,87,1,0,0,0,0,1,1,0,1
1912,19,88,1,0,0,0,0,1,1,0,1
1913,19,89,0,1,1,1,1,1,1,0,1
1914,19,90,1,0,0,1,0,1,1,1,0
1915,19,91,0,0,1,0,1,1,1,0,1
1916,19,92,1,0,0,1,0,1,1,1,0
1917,19,93,1,1,0,0,0,0,0,0,0
1918,19,94,0,1,0,0,1,1,1,1,1
1919,19,95,1,1,1,1,0,1,0,0,0
1920,20,0,0,0,1,1,1,0,1,0,1
1921,20,1,1,0,0,0,0,0,0,1,0
1922,20,2,1,1,1,1,0,1,0,0,0
1923,20,3,0,1,0,0,1,1,1,1,1
1924,20,4,1,0,0,0,0,1,1,0,1
1925,20,5,0,0,0,1,1,0,0,0,1
1926,20,6,1,1,0,1,0,0,0,1,0
1927,20,7,0,0,0,1,1,1,0,1,1
1928,20,8,0,1,0,0,1,1,1,1,1
1929,20,9,0,0,0,0,1,1,0,0,1
1930,20,10,1,0,1,1,0,0,0,0,0
1931,20,11,1,0,0,0,0,0,0,1,0
1932,20,12,1,0,0,1,0,1,1,1,1
1933,20,13,1,1,0,0,0,1,0,1,0
1934,20,14,0,0,0,0,1,0,1,1,1
1935,20,15,0,0,0,1,1,0,0,0,1
1936,20,16,0,1,1,0,1,0,0,0,0
1937,20,17,0,1,1,1,1,1,1,0,1
1938,20,18,0,0,1,1,1,0,1,0,1
1939,20,19,1,1,1,1,0,0,1,1,0
1940,20,20,1,0,0,0,0,1,1,0,1
1941,20,21,1,0,0,1,0,1,1,1,1
1942,20,22,1,0,0,1,0,1,1,1,1
1943,20,23,1,1,1,0,0,1,1,1,0
1944,20,24,0,0,1,0,1,1,1,0,1
1945,20,25,0,1,0,1,1,1,0,0,1
1946,20,26,0,1,1,1,1,1,1,0,1
1947,20,27,1,0,1,1,0,0,0,0,0
1948,20,28,1,0,0,1,0,1,1,1,1
1949,20,29,1,0,0,0,0,1,1,0,1
1950,20,30,1,0,1,0,0,0,1,1,0
1951,20,31,1,1,1,1,0,1,0,0,0
1952,20,32,0,0,0,1,1,1,0,1,1
1953,20,33,0,1,1,1,1,0,0,1,0
1954,20,34,0,0,0,1,1,0,0,0,1
1955,20,35,0,1,1,0,1,0,0,0,0
1956,20,36,1,0,0,0,0,0,0,1,0
1957,20,37,0,1,1,1,1,0,0,1,1
1958,20,38,1,1,0,0,0,1,0,1,0
1959,20,39,0,1,1,1,1,0,0,1,1
1960,20,40,1,0,1,0,0,0,1,1,0
1961,20,41,1,1,1,1,0,1,0,0,0
1962,20,42,1,1,1,0,0,0,1,0,0
1963,20,43,1,1,1,1,0,0,1,1,0
1964,20,44,0,0,0,0,1,1,0,0,1
1965,20,45,1,1,1,0,0,1,1,1,0
1966,20,46,1,1,0,1,0,0,0,1,0
1967,20,47,1,0,1,0,0,0,1,1,0
1968,20,48,1,0,0,0,0,1,1,0,1
1969,20,49,0,1,0,1,1,1,0,0,1
1970,20,50,0,0,0,0,1,0,1,1,1
1971,20,51,0,1,1,1,1,1,1,0,1
1972,20,52,0,0,1,1,1,1,1,1,1
1973,20,53,0,1,1,1,1,0,0,1,1
1974,20,54,1,1,0,0,0,1,0,1,0
1975,20,55,1,1,1,0,0,0,1,0,0
1976,20,56,0,0,0,0,1,1,0,0,1
1977,20,57,1,1,0,0,0,1,0,1,0
1978,20,58,1,0,0,1,0,1,1,1,1
1979,20,59,0,1,1,1,1,1,1,0,1
1980,20,60,0,1,1,1,1,0,0,1,0
1981,20,61,1,0,0,0,0,1,1,0,1
1982,20,62,0,1,1,0,1,0,0,0,1
1983,20,63,1,0,0,0,0,0,0,1,0
1984,20,64,0,1,0,1,1,1,0,0,1
1985,20,65,0,0,1,1,1,1,1,1,1
1986,20,66,1,0,0,1,0,1,1,1,1
1987,20,67,1,0,1,0,0,0,1,1,0
1988,20,68,0,0,1,1,1,0,1,0,1
1989,20,69,0,0,1,0,1,1,1,0,1
1990,20,70,0,1,1,0,1,0,0,0,1
1991,20,71,1,1,1,0,0,1,1,1,0
1992,20,72,1,1,1,0,0,0,1,0,0
1993,20,73,1,1,0,0,0,0,0,0,0
1994,20,74,0,1,1,1,1,0,0,1,1
1995,20,75,1,0,0,1,0,1,1,1,0
1996,20,76,0,0,0,0,1,0,1,1,1
1997,20,77,1,1,0,1,0,0,0,1,0
1998,20,78,0,1,1,0,1,0,0,0,1
1999,20,79,0,1,0,1,1,1,0,0,1
2000,20,80,1,1,1,0,0,1,1,1,0
2001,20,81,0,1,1,0,1,0,0,0,1
2002,20,82,0,1,1,0,1,0,0,0,1
2003,20,83,1,0,0,0,0,1,1,0,1
2004,20,84,1,0,0,0,0,1,1,0,1
2005,20,85,1,0,1,1,0,0,0,0,0
2006,20,86,0,1,1,0,1,0,0,0,0
2007,20,87,0,1,1,1,1,0,0,1,1
2008,20,88,1,0,0,1,0,1,1,1,0
2009,20,89,1,1,0,0,0,0,0,0,0
2010,20,90,1,0,0,0,0,1,1,0,1
2011,20,91,0,0,0,1,1,0,0,0,1
2012,20,92,1,1,0,0,0,0,0,0,0
2013,20,93,0,0,1,1,1,0,1,0,1
2014,20,94,1,1,1,1,0,0,1,1,0
2015,20,95,0,1,1,1,1,0,0,1,0
2016,21,0,0,0,0,0,1,1,0,0,1
2017,21,1,1,0,0,0,0,0,0,1,0
2018,21,2,1,0,1,0,0,0,1,1,0
2019,21,3,1,1,1,1,0,0,1,1,0
2020,21,4,1,1,0,0,0,1,0,1,0
2021,21,5,0,0,1,0,1,1,1,0,1
2022,21,6,0,0,0,0,1,0,1,1,1
2023,21,7,0,1,1,0,1,0,0,0,0
2024,21,8,0,1,1,1,1,0,0,1,0
2025,21,9,1,0,0,0,0,1,1,0,1
2026,21,10,0,0,1,1,1,0,1,0,1
2027,21,11,0,1,0,0,1,1,1,1,1
2028,21,12,1,0,1,1,0,0,0,0,0
2029,21,13,0,0,0,1,1,1,0,1,1
2030,21,14,1,1,0,1,0,0,0,1,0
2031,21,15,1,1,1,0,0,1,1,1,0
2032,21,16,0,1,0,1,1,1,0,0,1
2033,21,17,1,0,0,0,0,1,1,0,1
2034,21,18,1,0,0,1,0,1,1,1,1
2035,21,19,1,1,0,0,0,0,0,0,0
2036,21,20,0,1,1,1,1,1,1,0,1
2037,21,21,0,1,1,1,1,0,0,1,0
2038,21,22,1,0,0,0,0,1,1,0,1
2039,21,23,1,0,1,0,0,0,1,1,0
2040,21,24,0,0,0,1,1,0,0,0,1
2041,21,25,0,1,1,1,1,0,0,1,0
2042,21,26,0,1,1,1,1,0,0,1,0
2043,21,27,0,1,1,1,1,0,0,1,0
2044,21,28,0,0,0,1,1,1,0,1,1
2045,21,29,0,1,1,1,1,1,1,0,1
2046,21,30,1,0,0,0,0,1,1,0,1
2047,21,31,1,0,1,0,0,0,1,1,0
2048,21,32,0,0,0,0,1,0,1,1,1
2049,21,33,1,1,1,0,0,0,1,0,0
2050,21,34,1,0,0,1,0,1,1,1,1
2051,21,35,1,1,0,0,0,0,0,0,0
2052,21,36,1,0,0,1,0,1,1,1,1
2053,21,37,0,1,1,0,1,0,0,0,0
2054,21,38,1,0,0,0,0,0,0,1,0
2055,21,39,1,0,0,0,0,1,1,0,1
2056,21,40,0,1,1,1,1,1,1,0,1
2057,21,41,1,0,0,1,0,1,1,1,1
2058,21,42,0,1,1,1,1,1,1,0,1
2059,21,43,0,0,1,1,1,0,1,0,1
2060,21,44,0,0,1,0,1,1,1,0,1
2061,21,45,0,1,1,0,1,0,0,0,0
2062,21,46,0,1,1,0,1,0,0,0,0
2063,21,47,0,0,0,0,1,1,0,0,1
2064,21,48,1,0,0,0,0,0,0,1,0
2065,21,49,0,1,1,1,1,0,0,1,0
2066,21,50,0,1,1,1,1,0,0,1,0
2067,21,51,0,0,0,1,1,0,0,0,1
2068,21,52,0,1,1,1,1,0,0,1,0
2069,21,53,1,0,0,1,0,1,1,1,1
2070,21,54,1,1,1,1,0,1,0,0,0
2071,21,55,1,1,0,0,0,1,0,1,0
2072,21,56,1,0,0,0,0,1,1,0,1
2073,21,57,1,0,1,1,0,0,0,0,0
2074,21,58,0,1,1,0,1,0,0,0,0
2075,21,59,0,0,0,0,1,1,0,0,1
2076,21,60,1,0,0,0,0,1,1,0,1
2077,21,61,1,1,1,1,0,1,0,0,0
2078,21,62,1,0,1,1,0,0,0,0,0
2079,21,63,0,0,1,1,1,0,1,0,1
2080,21,64,1,0,1,0,0,0,1,1,0
2081,21,65,0,1,1,0,1,0,0,0,0
2082,21,66,1,1,1,0,0,0,1,0,0
2083,21,67,0,1,0,1,1,1,0,0,1
2084,21,68,1,1,0,1,0,0,0,1,0
2085,21,69,1,1,1,1,0,0,1,1,0
2086,21,70,0,1,1,0,1,0,0,0,0
2087,21,71,0,1,0,1,1,1,0,0,1
2088,21,72,0,0,0,1,1,0,0,0,1
2089,21,73,0,0,0,0,1,0,1,1,1
2090,21,74,1,1,1,0,0,1,1,1,0
2091,21,75,1,1,1,0,0,1,1,1,0
2092,21,76,1,1,1,1,0,1,0,0,0
2093,21,77,0,1,1,0,1,0,0,0,0
2094,21,78,1,0,0,1,0,1,1,1,1
2095,21,79,1,1,0,1,0,0,0,1,0
2096,21,80,0,1,0,1,1,1,0,0,1
2097,21,81,0,0,1,1,1,1,1,1,1
2098,21,82,1,0,0,1,0,1,1,1,1
2099,21,83,1,0,0,0,0,0,0,1,0
2100,21,84,1,1,1,1,0,0,1,1,0
2101,21,85,1,0,0,0,0,1,1,0,1
2102,21,86,1,1,1,0,0,1,1,1,0
2103,21,87,1,1,0,0,0,1,0,1,0
2104,21,88,0,1,0,0,1,1,1,1,1
2105,21,89,0,0,1,1,1,0,1,0,1
2106,21,90,0,0,0,1,1,0,0,0,1
2107,21,91,1,1,1,0,0,0,1,0,0
2108,21,92,0,0,1,1,1,1,1,1,1
2109,21,93,1,0,0,1,0,1,1,1,1
2110,21,94,1,1,0,0,0,0,0,0,0
2111,21,95,1,1,0,0,0,1,0,1,0
2112,22,0,0,0,0,1,1,1,0,1,1
2113,22,1,0,0,1,1,1,0,1,0,1
2114,22,2,0,1,1,1,1,0,0,1,0
2115,22,3,0,0,0,1,1,0,0,0,1
2116,22,4,1,0,0,0,0,1,1,0,0
2117,22,5,1,0,1,1,0,0,0,0,0
2118,22,6,0,1,1,1,1,0,0,1,0
2119,22,7,0,1,1,1,1,1,1,0,1
2120,22,8,1,0,0,0,0,1,1,0,1
2121,22,9,1,0,1,1,0,0,0,0,0
2122,22,10,0,0,1,1,1,0,1,0,1
2123,22,11,0,1,1,0,1,0,0,0,1
2124,22,12,0,1,1,1,1,0,0,1,1
2125,22,13,1,0,1,0,0,0,1,1,0
2126,22,14,0,0,0,0,1,0,1,1,1
2127,22,15,1,1,1,1,0,1,0,0,0
2128,22,16,1,1,0,1,0,0,0,1,0
2129,22,17,1,1,1,1,0,0,1,1,0
2130,22,18,0,1,1,1,1,1,1,0,1
2131,22,19,1,0,0,0,0,0,0,1,0
2132,22,20,1,0,1,0,0,0,1,1,0
2133,22,21,0,0,0,0,1,0,1,1,1
2134,22,22,1,1,1,1,0,1,0,0,0
2135,22,23,0,1,0,1,1,1,0,0,1
2136,22,24,0,1,1,1,1,0,0,1,1
2137,22,25,0,1,1,1,1,0,0,1,1
2138,22,26,1,1,1,1,0,0,1,1,0
2139,22,27,1,0,0,1,0,1,1,1,0
2140,22,28,1,0,1,0,0,0,1,1,0
2141,22,29,1,0,0,1,0,1,1,1,0
2142,22,30,1,1,1,0,0,1,1,1,0
2143,22,31,0,1,1,0,1,0,0,0,1
2144,22,32,0,0,1,1,1,0,1,0,1
2145,22,33,1,0,0,0,0,1,1,0,0
2146,22,34,1,1,1,0,0,0,1,0,0
2147,22,35,0,1,1,1,1,0,0,1,1
2148,22,36,0,1,0,1,1,1,0,0,1
2149,22,37,0,0,0,1,1,0,0,0,1
2150,22,38,1,0,0,0,0,1,1,0,0
2151,22,39,1,1,0,0,0,1,0,1,0
2152,22,40,1,0,0,0,0,1,1,0,0
2153,22,41,1,0,0,0,0,0,0,1,0
2154,22,42,0,1,1,0,1,0,0,0,1
2155,22,43,1,1,1,0,0,1,1,1,0
2156,22,44,0,1,0,0,1,1,1,1,1
2157,22,45,0,1,1,1,1,0,0,1,1
2158,22,46,1,1,1,0,0,1,1,1,0
2159,22,47,1,1,1,0,0,1,1,1,0
2160,22,48,1,0,0,1,0,1,1,1,0
2161,22,49,1,0,0,1,0,1,1,1,0
2162,22,50,1,0,0,0,0,0,0,1,0
2163,22,51,1,0,0,0,0,0,0,1,0
2164,22,52,1,1,1,1,0,0,1,1,0
2165,22,53,0,0,0,0,1,1,0,0,1
2166,22,54,0,1,1,0,1,0,0,0,1
2167,22,55,1,1,0,0,0,0,0,0,0
2168,22,56,0,1,1,0,1,0,0,0,1
2169,22,57,0,1,0,0,1,1,1,1,1
2170,22,58,0,0,0,1,1,1,0,1,1
2171,22,59,0,0,1,1,1,0,1,0,1
2172,22,60,0,0,1,1,1,1,1,1,1
2173,22,61,0,0,0,1,1,0,0,0,1
2174,22,62,1,1,1,0,0,0,1,0,0
2175,22,63,1,0,0,1,0,1,1,1,0
2176,22,64,1,0,0,0,0,1,1,0,0
2177,22,65,0,0,1,0,1,1,1,0,1
2178,22,66,1,0,1,1,0,0,0,0,0
2179,22,67,1,1,0,0,0,0,0,0,0
2180,22,68,0,0,0,0,1,1,0,0,1
2181,22,69,0,1,0,1,1,1,0,0,1
2182,22,70,0,1,1,0,1,0,0,0,1
2183,22,71,0,1,1,0,1,0,0,0,1
2184,22,72,1,1,0,0,0,1,0,1,0
2185,22,73,1,1,0,0,0,0,0,0,0
2186,22,74,0,0,0,0,1,1,0,0,1
2187,22,75,1,0,0,0,0,1,1,0,0
2188,22,76,1,0,0,1,0,1,1,1,0
2189,22,77,1,0,0,1,0,1,1,1,0
2190,22,78,1,0,0,0,0,1,1,0,0
2191,22,79,0,1,1,1,1,0,0,1,1
2192,22,80,0,1,1,1,1,1,1,0,1
2193,22,81,0,0,1,0,1,1,1,0,1
2194,22,82,0,0,1,1,1,1,1,1,1
2195,22,83,1,1,1,1,0,1,0,0,0
2196,22,84,0,0,0,1,1,0,0,0,1
2197,22,85,1,1,0,0,0,1,0,1,0
2198,22,86,1,1,1,0,0,0,1,0,0
2199,22,87,0,1,1,0,1,0,0,0,1
2200,22,88,0,1,0,1,1,1,0,0,1
2201,22,89,1,1,0,0,0,1,0,1,0
2202,22,90,1,1,0,1,0,0,0,1,0
2203,22,91,0,0,0,0,1,0,1,1,1
2204,22,92,1,1,0,1,0,0,0,1,0
2205,22,93,0,1,1,1,1,1,1,0,1
2206,22,94,1,0,1,0,0,0,1,1,0
2207,22,95,1,0,0,1,0,1,1,1,1
2208,23,0,0,1,1,1,1,0,0,1,1
2209,23,1,0,1,1,1,1,0,0,1,1
2210,23,2,1,1,1,0,0,1,1,1,0
2211,23,3,0,1,1,0,1,0,0,0,0
2212,23,4,1,0,0,0,0,0,0,1,0
2213,23,5,1,0,0,1,0,1,1,1,1
2214,23,6,0,0,0,1,1,0,0,0,1
2215,23,7,1,1,1,0,0,0,1,0,0
2216,23,8,0,1,1,1,1,0,0,1,0
2217,23,9,0,1,1,1,1,0,0,1,1
2218,23,10,1,1,1,1,0,1,0,0,0
2219,23,11,0,1,1,1,1,1,1,0,1
2220,23,12,1,0,0,1,0,1,1,1,1
2221,23,13,1,0,0,1,0,1,1,1,0
2222,23,14,0,0,1,0,1,1,1,0,1
2223,23,15,1,1,0,0,0,0,0,0,0
2224,23,16,0,0,1,1,1,0,1,0,1
2225,23,17,1,1,0,0,0,1,0,1,0
2226,23,18,1,0,0,1,0,1,1,1,1
2227,23,19,0,1,0,1,1,1,0,0,1
2228,23,20,0,1,0,1,1,1,0,0,1
2229,23,21,0,1,1,1,1,0,0,1,1
2230,23,22,1,1,1,0,0,0,1,0,0
2231,23,23,0,1,1,1,1,1,1,0,1
2232,23,24,1,1,0,0,0,0,0,0,0
2233,23,25,1,0,0,0,0,1,1,0,1
2234,23,26,1,0,0,0,0,1,1,0,1
2235,23,27,1,1,1,1,0,0,1,1,0
2236,23,28,1,0,0,0,0,1,1,0,1
2237,23,29,0,0,0,0,1,1,0,0,1
2238,23,30,0,1,1,0,1,0,0,0,0
2239,23,31,1,0,1,1,0,0,0,0,0
2240,23,32,1,0,1,0,0,0,1,1,0
2241,23,33,0,1,1,0,1,0,0,0,0
2242,23,34,1,0,0,1,0,1,1,1,1
2243,23,35,0,0,1,1,1,0,1,0,1
2244,23,36,0,1,0,0,1,1,1,1,1
2245,23,37,0,0,0,0,1,0,1,1,1
2246,23,38,0,1,1,1,1,1,1,0,1
2247,23,39,0,1,1,1,1,0,0,1,0
2248,23,40,1,0,0,0,0,1,1,0,1
2249,23,41,1,1,1,0,0,1,1,1,0
2250,23,42,1,1,0,0,0,1,0,1,0
2251,23,43,0,0,0,1,1,0,0,0,1
2252,23,44,1,0,0,0,0,1,1,0,1
2253,23,45,1,1,0,1,0,0,0,1,0
2254,23,46,1,1,1,0,0,0,1,0,0
2255,23,47,0,0,0,0,1,1,0,0,1
2256,23,48,1,0,0,0,0,1,1,0,1
2257,23,49,0,0,1,0,1,1,1,0,1
2258,23,50,1,0,1,1,0,0,0,0,0
2259,23,51,1,1,0,0,0,0,0,0,0
2260,23,52,0,0,1,1,1,0,1,0,1
2261,23,53,0,1,0,1,1,1,0,0,1
2262,23,54,0,1,1,1,1,0,0,1,0
2263,23,55,1,0,0,0,0,0,0,1,0
2264,23,56,0,1,1,0,1,0,0,0,0
2265,23,57,0,1,1,0,1,0,0,0,0
2266,23,58,1,0,0,1,0,1,1,1,1
2267,23,59,1,0,0,0,0,0,0,1,0
2268,23,60,0,1,0,0,1,1,1,1,1
2269,23,61,0,0,0,0,1,0,1,1,1
2270,23,62,0,0,1,1,1,0,1,0,1
2271,23,63,1,0,0,0,0,1,1,0,0
2272,23,64,0,1,1,0,1,0,0,0,0
2273,23,65,0,0,0,1,1,0,0,0,1
2274,23,66,1,1,1,1,0,1,0,0,0
2275,23,67,0,1,1,1,1,0,0,1,0
2276,23,68,1,0,0,0,0,0,0,1,0
2277,23,69,0,1,1,0,1,0,0,0,0
2278,23,70,1,1,1,0,0,1,1,1,0
2279,23,71,0,0,0,0,1,0,1,1,1
2280,23,72,0,1,0,1,1,1,0,0,1
2281,23,73,0,0,1,1,1,1,1,1,1
2282,23,74,0,1,1,1,1,1,1,0,1
2283,23,75,0,1,1,0,1,0,0,0,0
2284,23,76,0,0,0,0,1,1,0,0,1
2285,23,77,1,0,1,0,0,0,1,1,0
2286,23,78,1,0,1,0,0,0,1,1,0
2287,23,79,1,0,0,1,0,1,1,1,1
2288,23,80,1,0,1,0,0,0,1,1,0
2289,23,81,1,1,0,0,0,1,0,1,0
2290,23,82,1,1,0,1,0,0,0,1,0
2291,23,83,1,1,1,0,0,1,1,1,0
2292,23,84,1,0,0,0,0,1,1,0,1
2293,23,85,1,1,1,1,0,0,1,1,0
2294,23,86,1,1,1,1,0,1,0,0,0
2295,23,87,0,0,1,1,1,1,1,1,1
2296,23,88,1,1,0,0,0,1,0,1,0
2297,23,89,0,0,0,1,1,1,0,1,1
2298,23,90,1,0,0,1,0,1,1,1,1
2299,23,91,1,0,1,1,0,0,0,0,0
2300,23,92,1,1,1,1,0,0,1,1,0
2301,23,93,0,0,0,1,1,1,0,1,1
2302,23,94,1,1,0,1,0,0,0,1,0
2303,23,95,0,0,0,1,1,0,0,0,1
2304,24,0,0,1,1,1,1,0,0,1,0
2305,24,1,1,0,0,1,0,1,1,1,1
2306,24,2,0,1,1,1,1,0,0,1,0
2307,24,3,0,1,1,0,1,0,0,0,1
2308,24,4,0,1,1,1,1,0,0,1,0
2309,24,5,0,0,1,1,1,0,1,0,1
2310,24,6,0,1,1,0,1,0,0,0,0
2311,24,7,1,0,0,0,0,1,1,0,1
2312,24,8,1,1,1,1,0,1,0,0,0
2313,24,9,0,0,0,1,1,0,0,0,1
2314,24,10,0,0,0,1,1,1,0,1,1
2315,24,11,1,1,0,1,0,0,0,1,0
2316,24,12,1,0,0,0,0,1,1,0,1
2317,24,13,1,1,0,1,0,0,0,1,0
2318,24,14,1,1,1,0,0,1,1,1,0
2319,24,15,1,0,0,1,0,1,1,1,1
2320,24,16,1,0,0,0,0,1,1,0,1
2321,24,17,1,1,0,1,0,0,0,1,0
2322,24,18,1,1,0,0,0,1,0,1,0
2323,24,19,1,0,0,0,0,1,1,0,1
2324,24,20,0,0,1,1,1,1,1,1,1
2325,24,21,1,1,1,1,0,0,1,1,0
2326,24,22,0,1,1,0,1,0,0,0,0
2327,24,23,1,0,0,0,0,0,0,1,0
2328,24,24,1,0,0,1,0,1,1,1,1
2329,24,25,0,0,0,0,1,0,1,1,1
2330,24,26,0,1,1,0,1,0,0,0,0
2331,24,27,1,1,1,0,0,1,1,1,0
2332,24,28,0,1,0,1,1,1,0,0,1
2333,24,29,0,1,1,1,1,1,1,0,1
2334,24,30,0,1,1,0,1,0,0,0,0
2335,24,31,1,1,0,0,0,1,0,1,0
2336,24,32,1,1,1,0,0,0,1,0,0
2337,24,33,1,0,1,1,0,0,0,0,0
2338,24,34,0,0,1,1,1,0,1,0,1
2339,24,35,0,1,1,1,1,1,1,0,1
2340,24,36,0,0,0,0,1,1,0,0,1
2341,24,37,0,1,0,0,1,1,1,1,1
2342,24,38,1,0,1,0,0,0,1,1,0
2343,24,39,0,0,0,0,1,0,1,1,1
2344,24,40,1,1,0,0,0,0,0,0,0
2345,24,41,0,0,0,1,1,0,0,0,1
2346,24,42,1,1,1,0,0,0,1,0,0
2347,24,43,1,1,1,0,0,1,1,1,0
2348,24,44,0,1,1,1,1,0,0,1,0
2349,24,45,1,0,1,0,0,0,1,1,0
2350,24,46,1,0,1,0,0,0,1,1,0
2351,24,47,0,1,1,1,1,0,0,1,0
2352,24,48,1,0,1,0,0,0,1,1,0
2353,24,49,0,0,0,0,1,1,0,0,1
2354,24,50,0,1,0,1,1,1,0,0,1
2355,24,51,0,0,0,1,1,0,0,0,1
2356,24,52,1,1,1,0,0,0,1,0,0
2357,24,53,0,0,1,1,1,0,1,0,1
2358,24,54,1,1,0,0,0,1,0,1,0
2359,24,55,0,0,1,1,1,0,1,0,1
2360,24,56,1,1,0,0,0,0,0,0,0
2361,24,57,0,1,0,1,1,1,0,0,1
2362,24,58,0,1,0,1,1,1,0,0,1
2363,24,59,0,1,1,1,1,0,0,1,0
2364,24,60,0,1,1,0,1,0,0,0,0
2365,24,61,0,0,0,0,1,0,1,1,1
2366,24,62,1,1,1,1,0,0,1,1,0
2367,24,63,0,0,0,1,1,1,0,1,1
2368,24,64,1,0,0,1,0,1,1,1,1
2369,24,65,0,0,0,1,1,0,0,0,1
2370,24,66,1,0,0,0,0,1,1,0,1
2371,24,67,1,1,1,0,0,1,1,1,0
2372,24,68,1,1,0,0,0,0,0,0,0
2373,24,69,0,0,1,0,1,1,1,0,1
2374,24,70,1,1,0,0,0,1,0,1,0
2375,24,71,1,0,0,0,0,0,0,1,0
2376,24,72,0,1,1,0,1,0,0,0,0
2377,24,73,1,0,0,1,0,1,1,1,1
2378,24,74,0,0,1,1,1,1,1,1,1
2379,24,75,0,0,1,0,1,1,1,0,1
2380,24,76,0,1,1,1,1,0,0,1,0
2381,24,77,1,0,0,0,0,1,1,0,1
2382,24,78,1,0,1,1,0,0,0,0,0
2383,24,79,1,1,1,1,0,1,0,0,0
2384,24,80,1,0,0,0,0,1,1,0,1
2385,24,81,1,1,1,1,0,0,1,1,0
2386,24,82,0,1,1,0,1,0,0,0,0
2387,24,83,0,1,0,0,1,1,1,1,1
2388,24,84,0,1,1,1,1,1,1,0,1
2389,24,85,1,0,0,0,0,1,1,0,1
2390,24,86,1,0,0,0,0,0,0,1,0
2391,24,87,0,1,1,1,1,1,1,0,1
2392,24,88,1,0,0,1,0,1,1,1,1
2393,24,89,1,1,1,1,0,1,0,0,0
2394,24,90,1,0,1,1,0,0,0,0,0
2395,24,91,1,0,0,1,0,1,1,1,1
2396,24,92,1,0,0,0,0,0,0,1,0
2397,24,93,1,0,0,1,0,1,1,1,1
2398,24,94,0,0,0,0,1,1,0,0,1
2399,24,95,0,1,1,1,1,0,0,1,0
2400,25,0,1,0,1,0,0,0,1,1,0
2401,25,1,0,0,1,1,1,0,1,0,1
2402,25,2,0,1,1,1,1,0,0,1,0
2403,25,3,0,1,1,1,1,0,0,1,0
2404,25,4,0,0,0,0,1,0,1,1,1
2405,25,5,1,1,1,1,0,0,1,1,0
2406,25,6,1,0,1,0,0,0,1,1,0
2407,25,7,1,0,0,0,0,1,1,0,1
2408,25,8,0,1,1,0,1,0,0,0,0
2409,25,9,0,1,1,0,1,0,0,0,0
2410,25,10,1,0,0,0,0,1,1,0,1
2411,25,11,0,1,0,0,1,1,1,1,1
2412,25,12,0,0,0,1,1,1,0,1,1
2413,25,13,0,1,1,1,1,0,0,1,0
2414,25,14,1,1,1,0,0,0,1,0,0
2415,25,15,1,0,0,0,0,1,1,0,1
2416,25,16,0,1,1,1,1,1,1,0,1
2417,25,17,1,0,0,0,0,1,1,0,1
2418,25,18,1,0,1,0,0,0,1,1,0
2419,25,19,1,0,0,1,0,1,1,1,1
2420,25,20,0,1,1,1,1,0,0,1,0
2421,25,21,0,1,1,0,1,0,0,0,0
2422,25,22,0,0,0,0,1,0,1,1,1
2423,25,23,0,0,1,1,1,1,1,1,1
2424,25,24,1,1,1,1,0,1,0,0,0
2425,25,25,0,0,0,1,1,1,0,1,1
2426,25,26,1,0,0,0,0,1,1,0,1
2427,25,27,0,0,1,1,1,0,1,0,1
2428,25,28,1,0,1,1,0,0,0,0,0
2429,25,29,0,1,1,0,1,0,0,0,0
2430,25,30,0,0,0,0,1,1,0,0,1
2431,25,31,1,0,0,1,0,1,1,1,1
2432,25,32,1,0,0,1,0,1,1,1,1
2433,25,33,1,0,0,1,0,1,1,1,1
2434,25,34,1,1,1,0,0,0,1,0,0
2435,25,35,1,1,0,0,0,0,0,0,0
2436,25,36,0,0,1,1,1,0,1,0,1
2437,25,37,1,0,0,1,0,1,1,1,1
2438,25,38,1,0,0,0,0,0,0,1,0
2439,25,39,0,1,1,1,1,1,1,0,1
2440,25,40,1,1,0,1,0,0,0,1,0
2441,25,41,1,0,0,1,0,1,1,1,1
2442,25,42,0,1,1,1,1,1,1,0,1
2443,25,43,0,0,0,1,1,0,0,0,1
2444,25,44,1,1,0,0,0,0,0,0,0
2445,25,45,0,1,1,1,1,0,0,1,0
2446,25,46,1,1,0,1,0,0,0,1,0
2447,25,47,0,1,1,0,1,0,0,0,0
2448,25,48,0,1,1,1,1,0,0,1,0
2449,25,49,1,1,0,0,0,1,0,1,0
